source_sent	target_sent	target_id	gold_sent	gold_id
Jeg jakter elg på fritida.	Safe journey.	878	I hunt elk in my leisure-time.	198
Dette blir som å spørre en forelder om hvilket barn de liker best.	Our main office is in Osaka.	630	This question is like asking a parent which child they love more.	592
Er du allergisk mot noe?	Tom had a terrible childhood.	289	Are you allergic to anything?	574
Det er en markant forskjell mellom de to.	This road is very narrow.	320	There is a marked difference between them.	119
Han driver mange hotell.	I sat down on a bench next to Tom.	564	He runs a lot of hotels.	744
Huset brant ned før brannbilen kom.	What are you so nervous about?	142	The house burned to the ground before the fire truck arrived.	141
Faren fortalte oss en veldig interessant historie.	I have an old car.	999	Father told us a very interesting story.	757
Hva vil du gjøre mens du er her?	Israel is a very small country.	374	What do you want to do while you're here?	700
Tom er ikke vant til å kjøre på venstre siden av veien.	All are present.	247	Tom isn't used to driving on the left side of the road.	959
Du burde ringe politiet.	May I come in?	256	You should call the police.	789
Slå av lyset før du forlater rommet.	The runner had reached the halfway mark.	112	Please turn off the lights when you leave the room.	931
Hvorfor gikk du dit da?	My Arabic isn't very good.	835	Why did you go there?	29
Jeg studerer engelsk.	What do you do?	633	I'm studying English.	263
Tom har vært overalt.	He's putting himself in debt.	733	Tom has been everywhere.	829
Jeg er mot mennesker som kjører store biler.	I cannot answer your question.	195	I'm against people driving big cars.	328
Jeg har ikke spist suppen og jeg vil ikke.	He hasn't come yet. He must have missed the bus.	708	I haven't eaten the soup and I won't.	413
Arkene er skitne.	Your tie has come undone.	540	The sheets are dirty.	636
Tom dro til Australia førre sumar.	God only knows where he has gone.	303	Tom visited Australia last summer.	199
Har du ein hund?	We must clean up the kitchen.	959	Have you got a dog?	285
Ditt arbeid er langt fra tilfredsstillende.	A beard doesn't make a philosopher, nor does wearing a cheap coat.	368	Your work is far from being satisfactory.	12
Han prøver å imponere sine venner.	The sun is a star.	534	He tries to impress his friends.	441
Jeg var dårlig i engelsk.	Peel and finely chop the horseradish.	509	I was poor at English.	692
Å lære engelsk er hardt arbeid.	Here is a book.	745	Learning English is hard work.	614
Jeg er kald på hendene.	Don't go out after dark.	946	My hands are cold.	934
Jeg vokste opp på landet.	He will not listen to any of us; you might as well talk to a figure of stone.	37	I grew up in the country.	98
Få mennesker lever til de er hundre.	You have plenty of time.	308	Few people live to be one hundred years old.	161
Hva er livets største glede?	So, what did you want to talk to me about?	809	What is life's greatest pleasure?	648
Han hadde et solid alibi.	You're embarrassing them.	126	He had a strong alibi.	524
Jeg føler ikke for å jobbe; hva med å gå på kino i stedet?	Tom is quite happy.	370	I don't feel like working; what about going to a cinema instead?	390
Jeg fniset.	My mother said it with a smile.	683	I snickered.	176
Du har hjelmen min.	It's a bit strange to me.	279	You've got my helmet.	561
Hun synger og danser veldig bra.	Brush your teeth every day.	408	She sings and dances very well.	251
Møtet var forrige måned.	Tom wasn't able to find a place to park.	642	The meeting was last month.	207
Først innvandrere, da dere. Vår solidaritet er svaret på sosial kannibalisme.	We should respect each other's beliefs.	627	First the immigrants, next you. Our solidarity - is the answer to social cannibalism.	942
For noen rare folk blir vitenskap av et språk holdt hemmelig.	You must read between the lines.	824	Some strange people keep knowledge of a language secret.	535
Det nye semesteret starter i april i Japan.	The children are all fired up.	431	The new term starts in April in Japan.	444
Han likte ikkje å gå på skule.	He came here all the way from London.	280	He disliked school.	788
Hvorfor skjer fæle ting?	You don't have a temperature.	215	Why do bad things happen?	643
Kan jeg hjelpe deg?	I spoke to the actress herself.	536	May I help you?	146
Jeg har vært i Roma.	He has been dead for three years.	968	I have been to Rome.	887
Du trenger ikke å bruke ordbok når du leser denne boken.	Tom has requested that you electronically sign documents while witnessed by a notary public.	666	You don't have to use a dictionary when you read this book.	873
Godt nytt år!	Don't feel sorry for me.	712	Happy New Year!	824
Jeg forventer at du skal jobbe hardere.	I am a vegetarian.	225	I expect you to work harder.	955
Likar du Seinfeld?	Have you ever seen a UFO?	17	Do you like Seinfeld?	854
Eposten jeg sendte tidligere var kanskje ikke helt tydelig. Du trenger ikke å levere inn noe.	What did she look like?	754	The email that I sent previously was probably not clear. You don't need to submit anything.	940
Jeg visste ikke at du snakket fransk.	I grew up in the country.	77	I didn't know you spoke French.	580
Du gjorde så bra du kunne.	I know not with what weapons World War III will be fought, but World War IV will be fought with sticks and stones.	167	You did your best.	566
Nå til dags er ikke grunnene for ekteskap nødvendigvis gode.	She tried to commit suicide.	913	These days, the motive for marriage is not necessarily pure.	24
Brian har kjøpt en leppestift til Kate.	OK, you're free to go home.	249	Brian has bought Kate some lipstick.	370
Kunne du ikke ha fortalt meg om det i går?	I didn't know that she was ill.	245	Couldn't you have told me about that yesterday?	750
Ved nødutgangen finner man hårete monstre som lusker.	You're overconfident.	787	Hairy monsters can be found lurking near the emergency exit.	687
Jeg foreslår at vi begge går nå, og lar Tom og Mary diskutere dette problemet på egen hånd.	The food was not actually all that expensive.	533	I suggest we both leave now and leave Tom and Mary to discuss this problem on their own.	852
Jeg begynte å forberede meg.	It's not me, I swear!	440	I started to prepare myself.	336
Ingen har klaga på det.	Did you bury something on that island?	756	No one has ever complained about that.	965
De er evakuert til et amerikansk felthospital.	Did you go out last night?	467	They have been evacuated to an American field hospital.	608
Gjør det mens du fremdeles kan.	Practice makes perfect.	663	Do it while you still can.	904
Du må gå på skolen.	And who was the other?	313	You must go to school.	340
Når man forteller at man er deprimert, så antar de naivt at du er lei deg eller opprørt, når de da mislykker å forstå hvor omfattende depressjon egentlig er.	He is curious about everything.	497	When you tell people you're depressed, they foolishly assume that you're sad or upset, failing to comprehend how profound an emotion depression truly is.	633
Taket er laget av halm.	Tom went to bed at midnight.	165	The roof is made of thatch.	906
Løperen hadde nådd halvveismerket.	The bank opens at 9 a.m. and closes at 3 p.m.	435	The runner had reached the halfway mark.	63
Har du en hund?	He wore a light blue tie.	570	Have you a dog?	695
Det var en veldig varm kveld.	She thinks highly of him.	700	It was a very hot evening.	324
Jeg måtte få fjernet tatoveringen min.	She married him last year.	523	I had to get my tattoo removed.	337
Han har allerede hatt lunsj.	Do you like black cats?	453	He has already had lunch.	414
Du bor for langt borte.	It glows in the dark.	361	You live too far away.	215
For en skuffelse.	They expect some cooperation of you.	478	What a disappointment!	559
Kva skreiv eg no?	There is a marked difference between them.	56	What have I just written?	38
Føler du deg trøtt?	I'm not a fan of postmodernism.	914	Are you feeling tired?	243
Jeg har aldri vært i Paris.	There is no answer to what is best, as it will always be dependent on the individual and the situation.	434	I've never been to Paris.	431
Han har en japansk bil.	You get three tries to guess where I was yesterday.	595	He has a Japanese car.	888
Du er ikke klar ennå, er du?	Tom likes Indian food.	481	You're not ready yet, are you?	898
Hvis du noen gang kommer til Boston, er du velkommen til overnatte hos oss.	I wish I could figure out how to stop my children from fighting.	2	If you ever come to Boston, you're welcome to stay with us.	848
Jeg liker bildet jeg ser på nå.	I see.	283	I like the picture I'm watching now.	822
Du gjør dem forlegen.	He brushes his teeth after his meals.	342	You're embarrassing them.	80
Tom er realistisk.	She didn't get paid for it.	27	Tom is realistic.	376
Jeg vil gå litt saktere.	It's warm today.	738	I'd like to walk a bit slower.	232
Tom måtte gå tilbake samme veien som han kom fra.	Call me!	847	Tom had to go back the way he'd come.	513
Den gamle mannen hadde et edelt ansikt.	Could you help us?	776	The old man had a noble countenance.	666
Hvis jeg lager en eksempelsetning, kan du rette den for meg?	Tom was held down.	341	If I write an example sentence, can you correct it for me?	825
Du kan stole på ham til en viss grad, men ikke helt.	The dog was in a box under the table.	257	You can trust him to some degree but not wholly.	500
La meg hjelpe deg.	She was clothed in a red blouse and a black skirt.	868	Let me help you.	928
Hun var forelsket i meg, men jeg var ikke forelsket i henne.	Norway is the richest country in the world.	597	She was in love with me, but I wasn't in love with her.	152
Han kan ikke komme fordi han er syk.	This is the last train.	451	He can't come, because he's sick.	452
Han mistet alle pengene sine.	Dutch is closely related to German.	558	He lost all the money he had.	938
Tom sa han mente at vi skulle prøve å dra dit tidlig.	He got angry and hit her.	5	Tom said he thought we should try to get there early.	427
Hva synes du om japansk?	You must answer these questions.	464	What do you think of Japanese?	49
Alle untatt en av arbeiderne gikk hjem.	What do you say to calling it a day?	296	All the workers went home save one.	910
Du skuffet Tom.	What is it you want to know?	511	You let Tom down.	785
Eg var i fjella.	The house burned to the ground before the fire truck arrived.	58	I was up in the mountains.	486
Hva er du så nærvøs for?	It keeps me up at night.	173	What are you so nervous about?	58
Jeg har øvd lenge for dette.	I didn't do it on purpose.	659	I've been practicing a long time for this.	849
Du bør sove.	Isn't it obvious?	260	You should sleep.	650
Ring meg når du er klar til å dra.	Are there two windows in your room?	229	Call me when you're ready to go.	958
De kommer og henter inn posten klokken tre hver ettermiddag.	May I help you?	91	They come to collect the post at three o'clock, every afternoon.	459
Hans lønn kan ikke holde følge med inflasjonen.	However that's also the greatest feeling.	193	His salary can't keep pace with inflation.	195
Jeg har hodepine.	An ice pack will numb the pain.	223	My head aches.	238
Det regnet i timesvis.	Mary was buried in this city.	951	It rained for hours and hours.	248
Tom kunne gjerne ha spist kjøtt og poteter hver dag i uken.	Being awake is the opposite of being asleep.	551	Tom wouldn't mind eating meat and potatoes every day of the week.	520
De kunne ikke reise fordi det hadde støtt til et problem.	The prison guards will strike from midnight in three days.	836	They couldn't travel because a problem occurred.	874
Kan du ringe igjen senere?	She was in love with me, but I wasn't in love with her.	134	Could you call again later, please?	801
Denne TV-serien handler om pingviner.	I see the golden cross.	293	This TV show is about penguins.	412
Skynd deg, så rekker du det.	You'll get a lot of presents on your birthday.	294	Hurry up, and you will be on time.	988
Han er gammel nok til å kunne kjøre bil.	She waited for the bus.	860	He's old enough to drive a car.	421
Kor gammal er du, forresten?	It's all over.	692	By the way, how old are you?	321
klimaendring gjør at havnivået stiger.	I'm not giving up.	475	Climate change causes sea levels to rise.	575
Hun skrev et brev til seg selv.	You could have done it.	640	She wrote a letter to herself.	237
Jeg trodde det var mulig.	What does a Sovietologist study?	375	I thought it was possible.	905
Hvilke språk snakker du?	I'm not disorganized.	42	What languages do you speak?	593
Jeg liker å få brev fra venner.	Few people live to be one hundred years old.	78	I like to receive letters from friends.	886
En setning har vanligvis et subjekt og et verb.	I have already visited America.	923	A sentence normally has a subject and a verb.	240
Den amerikanske borgerkrigen var hovedtemaet i boken.	Interoperability means compatibility with other systems.	949	The American Civil War is the main theme of the book.	751
Jeg kan lære deg å reparere bilen din.	Sometimes he has difficulties with being articulate about his views.	993	I can teach you how to repair your car.	603
Tom la seg ved midnatt.	The world doesn't revolve around you.	565	Tom went to bed at midnight.	111
Jeg har hatt et godt liv.	The square root of one is one.	305	I've had a good life.	616
Jeg vet ikke hvordan den 3. verdenskrig vil se ut, men jeg vet at den fjerde vil bli utkjempet med treklubber.	I bought a dozen pencils today.	648	I know not with what weapons World War III will be fought, but World War IV will be fought with sticks and stones.	99
Møtet finn stad to gonger i månaden.	I have a friend.	779	The meeting is held twice a month.	903
Ikke la han gjøre det alene.	I don't remember ever seeing one of these before.	853	Don't let him do it alone.	433
Snakker dere engelsk?	It is too late for him.	624	Do you speak English?	627
Jeg skulle ønske du kunne være stille.	Don't you have anything to tell him?	593	I wish you would be quiet.	644
Det er slett ingen kunst å greie det.	It was the first time I walked along the Mogami River.	182	It's actually very easy to do.	818
Det holder meg våken om natten.	Fruit and vegetables are good for your health, but we don't know why.	870	It keeps me up at night.	142
Jeg bor i Ungarn.	In 1847, they declared independence.	48	I live in Hungary.	605
Hun oppfører seg som om hun hadde blitt oppdratt i god familie.	I have already finished reading this book.	601	She behaves as if she had been brought up in a good family.	275
Du gjør meg lykkelig.	I snickered.	82	You make me happy.	808
Jeg elsker å gå på kino.	Are there any pens on the desk?	610	I love going to the cinema.	739
Har du strikket ferdig den genseren?	I am very patient, but I have to go home, now.	479	Have you finished knitting that sweater?	862
Hvordan kan jeg være til hjelp?	Tom's house is for sale.	806	How can I be of help?	719
Når våren kjem, vert dagane lenger.	He has a long nose.	938	When spring comes, the days get longer day by day.	738
Eg er kven eg er takka vere mora mi.	When's dinner?	976	I am who I am thanks to my mother.	702
Det var første gangen jeg gikk langs Mogami elven.	Thanks for the comment.	749	It was the first time I walked along the Mogami River.	172
Barnet følte seg redd når han så et spøkelse.	Unfortunately we were unable to record your participation. This may be due to the fact that you already participated in this opportunity or there was a suspected violation of our terms and conditions. You will be redirected to your panel platform.	990	The child felt scared when he saw a ghost.	271
Innerst inne er jeg en optimist.	In pregnancy, the first three months are the most critical.	888	I am an optimist by nature.	764
Tom fikk en parkeringsbot i går ettermiddag.	Where's the emergency exit?	187	Tom got a parking ticket yesterday afternoon.	15
Du snakker flytende Engelsk.	Television is ruining family life.	506	You speak fluent English.	659
Hvor er nødutgangen?	Your wish will come true in the near future.	340	Where's the emergency exit?	185
Ser ut til at alle tror jeg er forelsket i Mary.	I'm not giving up.	310	I guess everybody thinks that I'm in love with Mary.	368
Kan jeg få noen rene håndklær?	He didn't like going to school.	668	Can I get some clean towels?	551
Jeg fikk bli med i klubben.	I can't stand this noise any longer.	637	I gained admission to the club.	426
Han er alltid oppmerksom på sine barns oppførsel.	We hurried, so we didn't miss the last bus.	389	He always pays attention to his children's behavior.	805
Her er en kort liste.	She is living an unhappy life.	810	Here's a short list.	723
Uansett er det også den beste følelsen.	The company is in the red.	822	However that's also the greatest feeling.	147
Du har satt et dårlig eksempel.	I enjoyed swimming in the river.	793	You've set a bad example.	588
Jeg kan ikke svare på spørsmålet ditt.	His salary can't keep pace with inflation.	147	I cannot answer your question.	67
Sammenlign dette med det som skjer i Egypt.	Layla made a big mistake.	512	Compare this with what is happening in Egypt.	451
Alle sover ennå.	The snow lasted four days.	588	Everyone's still asleep.	514
Fortell meg sannheten.	I hunt elk in my leisure-time.	53	Tell me the truth.	492
Snakker dere om oss?	Tom visited Australia last summer.	70	Do you talk about us?	210
Tom har jobb som bruktbilforhandlar.	My mistake!	337	Tom works as a used car salesman.	995
Nancy inviterte han til ein fest.	Did you watch the game?	632	Nancy invited him to a party.	253
Hei, hva er dette?	Tom's computer was acting strangely.	345	Hey, what's this?	842
Paul kommer av prinsippet ikke for sent for en avtale.	This candidate is significantly better compared to his predecessor.	240	Paul makes it a rule not to be late for his appointments.	490
Du bør følge lærerens råd.	I use a big pot to cook soup.	689	You should follow your teacher's advice.	783
Jeg visste ikke at du var så rik.	Tom was sick and stayed home from school.	270	I didn't know you were so rich.	436
Vi skal ikke glemme.	Tom said you would understand.	682	We shall not forget.	705
Vi må treffes oftere.	The meeting was last month.	85	We need to see each other more often.	911
Vi har allerede fortalt Tom hva han må gjøre.	Bill got up early in order to catch the first train.	848	We've already told Tom what he needs to do.	398
Han er for feit til å løpe fort.	I always liked mysterious characters more.	761	He is too fat to run fast.	333
Hagen er bak huset.	Do you talk about us?	199	The garden is behind the house.	964
Er du klar for å dra hjem?	It took Tom 7 hours to read a 220 pages book. It took Mary 9 hours to read a 280 pages book. Who is faster at reading books?	347	Are you ready to go home?	564
Bilen krasjet inn i veggen.	They have meat.	982	The car crashed into the wall.	894
Prisene vil fortsette å stige.	The rain lasted a week.	524	Prices will continue to rise.	405
Faren min kan symja, men ikkje mora mi.	How much did you have to pay to get your truck fixed?	36	My father can swim, but my mother can't.	638
Du har ikke feber.	You live too far away.	117	You don't have a temperature.	90
Mykje røyking svekte helsa hans.	There are many, many nuances in any language which are perfectly natural to the native speaker but which confuse the non-native speaker.	599	Heavy smoking impaired his health.	515
Det er gjort store framsteg.	They planted apple trees.	852	Great progress has been made.	245
Det er takket være min bror at jeg klarte å fullføre høyskolen.	Tom likes doing that here.	383	I owe it to my brother that I was able to finish college.	222
Jeg er ikke analfabet.	I forgot about that.	461	I'm not illiterate.	806
Det er altfor kaldt til å svømme.	"Damn it! I forgot my umbrella on the train." "Scatterbrain!"	522	It's much too cold to swim.	877
Eg vonar at eg kan gjere det.	I've had it with him.	729	I hope that I can do it.	241
Hvorfor dro du fra Boston?	I owe it to my brother that I was able to finish college.	218	Why did you leave Boston?	507
Ein ispose vil hemja smerta.	You must study hard and learn many things.	879	An ice pack will numb the pain.	148
Formelt antrekk kreves.	I think that you're wrong.	767	Formal dress must be worn.	760
Jeg er vegetarianer.	I'm not giving up.	336	I am a vegetarian.	95
Hvordan smaker eplet?	From my own experience, illness often comes from sleeplessness.	691	How's the apple?	655
Det er irriterende å jobbe med Tom fordi han aldri innrømmer sine feil.	He had dark brown hair.	452	Tom's an irritating person to work with because he'll never admit it when he's made a mistake.	844
Zamenhof, skaperen av det konstruerte språket esperanto, var en øyelege.	For Norwegians, it is normally not difficult to understand what a Swede is saying.	953	Zamenhof, creator of the constructed language Esperanto, was an ophthalmologist.	672
Har rommet ditt to vinduer?	Isn't that crazy?	997	Are there two windows in your room?	145
Hun kranglet alltid med sine brødre.	This argument is totally ridiculous. Forget it!	507	She was always quarreling with her brothers.	617
Når kommer hun hjem igjen?	Speak slowly!	244	When will she return home?	540
Ikke dra en forhastet konklusjon.	I'd like to walk a bit slower.	128	Do not draw hasty conclusions.	532
Jeg vet ikke enda om vi kommer til å dra til muséet.	Hello, world!	833	I still don't know if we'll go to the museum.	374
Vi snakket til to om morgenen.	Tom has only thirty dollars in his wallet.	252	We talked until two in the morning.	484
Jeg er på vei til Toms leilighet.	Holland is a small country.	746	I'm on my way to Tom's place.	316
Jeg håper at Tom er i Boston hele neste uke.	I sold the car.	277	I hope Tom is in Boston all next week.	50
Tom datt av lastebilen mens han foret reinsdyrene.	She wrote a letter to herself.	158	Tom fell off the truck while he was feeding the reindeer.	952
Kan du være så snill og kjøre meg hjem?	My head aches.	148	Could you please drive me home?	983
Hva vekket deg?	They're both in love with the same girl.	409	What woke you up?	913
Denne kandidaten er kraftig forbedret i forhold til sin forgjenger.	A sentence normally has a subject and a verb.	162	This candidate is significantly better compared to his predecessor.	203
Ingen sa noe sånt.	I hope that I can do it.	221	No one said anything like that.	527
Indonesia er ett enormt stort land beståande av meir enn 17 000 øyer, 300 stammar og 700 språk.	My suitcase is broken.	568	Indonesia is an enormous country which consists of more than 17,000 islands, numbering over 300 tribes and over 700 languages.	927
Tom er ikke en journalist.	Are you feeling tired?	120	Tom isn't a journalist.	962
Snakk langsomt.	No less than 100 people attended the meeting.	759	Speak slowly!	231
Jeg visste ikke at hun var syk.	Great progress has been made.	217	I didn't know that she was ill.	102
Problemet ditt ligner på mitt.	Tom has already drunk three cups of coffee.	622	Your problem is similar to mine.	747
Alle er her.	I lent Tom the car.	470	All are present.	61
Velkomen til Wikipedia.	It rained for hours and hours.	149	Welcome to Wikipedia.	449
OK, da kan dere gå hjem.	Do many of you have summer vacation now ?	829	OK, you're free to go home.	101
Arbeidsledigheten økte til fem prosent.	I take a shower every morning before I go to school.	688	The unemployment rate went up to 5%.	358
Tom kunne knapt tro det.	She sings and dances very well.	84	Tom could scarcely believe it.	989
Tom har kune tretten dollar i lommeboken sin.	Wolves won't usually attack people.	844	Tom has only thirty dollars in his wallet.	234
Men jeg vil ha en bil.	Nancy invited him to a party.	201	But I want a car.	749
Han reiser vel til Peru i morgen?	If you could live anywhere in the world, where would you want to live?	608	Isn't he going to Peru tomorrow?	871
Fantasien er viktigere enn kunnskap fordi kunnskap er begrenset.	I confess that I don't understand.	675	Imagination is more important than knowledge. Knowledge is limited.	855
Får jeg komme inn?	Father bought me a new bicycle.	677	May I come in?	62
Hunden var i ei eske under bordet.	Is everything ready for tomorrow?	665	The dog was in a box under the table.	132
Ho vaska rommet.	You must realize that prosperity does not last forever.	641	She cleaned the room.	366
Spørsmålet kan bare tolkes på en måte.	Do you have any pets?	902	The question permits of only one interpretation.	386
Er det ikke opplagt?	It's a fruit.	516	Isn't it obvious?	144
Tom verkar ikkje å ha særleg mange vener.	I want more detailed information.	585	Tom doesn't seem to have a lot of friends.	306
Jeg foretrekker å jobbe alene.	My name is Ichiro Tanaka.	804	I prefer to work alone.	634
Jeg pleide å spise pizza før, men aldri nå lenger.	I'm studying English.	65	I used to eat pizza, but now I don't.	391
Stolen din er helt lik min.	Tom is still the champ.	527	Your chair is identical to mine.	394
Eg et brød.	Put your room in order.	797	I am eating bread.	833
Gull er mye tyngre enn vann.	Finally, we have all field names in Norwegian, which will be of great help to our users.	520	Gold is much heavier than water.	864
John dro til Frankrike igår.	Which album could it be?	716	John left for France yesterday.	925
Hun har solbriller.	Pass me the butter, please.	535	She has sunglasses.	383
Laget vårt hadde røde skjorter.	The 5 yen coin is made from brass and the 10 yen coin is made from bronze.	412	Our team were wearing red shirts.	544
Tom var sjuk og ble hjemme fra skolen.	I've waited a long time for this.	386	Tom was sick and stayed home from school.	205
Taushet er gull.	The child felt scared when he saw a ghost.	183	Silence is golden.	890
Jeg kan bake brød.	You're up to something.	529	I can bake bread.	746
Han skumma raskt gjennom sida etter ordet han leita etter.	He quickly scanned the page for the word he was looking for.	273	He quickly scanned the page for the word he was looking for.	273
Kor mye er det verd?	We chose a hotel near the museums.	590	How much is it worth?	457
Mørke er fravær av lys.	She behaves as if she had been brought up in a good family.	175	Darkness is the absence of light.	539
Disse målene er en viktig del i den regionale utviklingsstrategien.	I never promised you anything.	940	These aims are an important part of the regional development strategy.	765
Jeg solgte bilen.	The prisoner is being quiet in the cell today.	18	I sold the car.	236
Tom kjemper mot kreft.	I don't like to cook when it's hot outside.	492	Tom is fighting cancer.	914
Det er litt rart for meg.	Stay absolutely still.	911	It's a bit strange to me.	83
Han er komen heilt frå London.	Beer makes you feel the way you ought to feel without beer.	891	He came here all the way from London.	89
Hva heter du?	Which is the more expensive of the two?	807	What's your name?	804
Tom døde for landet sitt.	Where's the restroom?	698	Tom died for his country.	489
Jeg forstår.	It's because you don't want to be alone.	924	I see.	125
Ja, selvfølgelig.	I'm feeding the goldfish.	13	Yes, of course.	491
Kanskje du bare skal gi Tom sparken.	Have you got a dog?	71	Maybe you should just fire Tom.	23
Det høres enkelt ut, jeg vet.	It is a small dog.	499	It sounds simple, I know.	956
Han er en mann av få ord.	I am proud to be a part of this project.	970	He is a man of few words.	758
Jeg kan ikke forstå hvis du snakker norsk.	She wanted me to come.	377	I can't understand if you speak Norwegian.	583
Tom hadde en forferdelig barndom.	Tom definitely should have gotten the death sentence.	371	Tom had a terrible childhood.	55
Hvor gammel er den eldste?	Where is Mississippi?	394	What is the age of the oldest?	469
Eg såg det aldri eingong.	You don't really think Tom tried to cheat you, do you?	471	I never even saw it.	382
Kyrkja vi gjekk forbi braut saman fem minutt etterpå på grunn av eit enormt jordskjelv, og fleire enn 100 kyrkjefolk vart gravlagde levande.	Not everything important can be counted and not everything that can be counted is important.	401	The church we went past crumbled five minutes afterwards due to a huge earthquake and more than a 100 churchgoers were buried alive.	448
