source_sent	target_sent	target_id	gold_sent	gold_id
El "Tatoeba", quiere decir na lenguaje japón "por ejemplo".	Por favor, dime la verdad.	26	"Tatoeba" quiere decir "por ejemplo" en japonés.	44
Esta noche le salé, pero nuáy pa le principiá prepará su mga maleta.	Mi tío es rico.	59	Ella parte esta noche, pero todavía no empezó a preparar las valijas.	50
Este el llave que ta buscá tu?	Soy gay, ¿y qué?	8	¿Es ésta la llave que buscas?	79
Favor, ablá cumigo el verdad.	Ella fue a la escuela.	21	Por favor, dime la verdad.	23
Favor, quitá de tuyo camisa.	Sé que eres rica.	63	Por favor quítate la camisa.	85
Hinde ta come ese batâ.	¿La mayonesa es un instrumento?	32	Ese niño no está comiendo.	97
Hindé yo ta acordá.	Tú tienes miedo.	83	No me acuerdo.	84
"Hola! Que tal tu?" "Bueno lang yo."	Hasta el viaje más largo comienza con un paso.	37	"¡Hola! ¿Cómo estás?" "Estoy muy bien."	19
Holiday de ayer.	Nosotros no vimos.	44	Ayer fue feriado.	98
Instrumento el mayonesa?	Me han robado mi bicicleta.	82	¿La mayonesa es un instrumento?	28
Manada palabra español que ya salé na lenguaje arabo: azahar, aljibe, almazara, almendra, albaricoque, ojalá ...	Ella estornudó.	96	En español hay muchas palabras de origen árabe: azahar, aljibe, almazara, almendra, albaricoque, ojalá, ...	18
Mario ya dormí na casa.	¿Por qué son largas las orejas del conejo?	50	Mario ya durmió en la casa.	52
Mas bunita pa tu que cunele.	Sé que esto es difícil.	62	Eres más bonita que ella.	99
Mas importante de tuyo salud.	El pájaro no ha regresado.	45	Tu salud es más importante.	43
Masquín el pinakalargo viaje ta principiá cun un paso.	¿Por qué no nos dejas ir?	49	Hasta el viaje más largo comienza con un paso.	30
Merendá.	Ojalá que te recuperes pronto.	47	Come botana.	58
Mio nombre tamen es Tom.	Tom echó agua caliente en la taza.	102	Mi nombre también es Tom.	45
Necesita yo andá meá.	Quiero que él vaya allá.	55	Necesito ir a mear.	46
Necesita yo mio pasaporte.	Todos tenemos la responsabilidad de protegernos unos a otros.	88	Necesito mi pasaporte.	13
Necesita yo mio pasaporte.	¿Cómo se llama la nena?	12	Ocupo mi pasaporte.	1
No quiere yo este maga tasa; mas quiere yo aquel tallá na mesa.	Tu salud es más importante.	36	No me gustan estas tazas, las de la mesa me gustan más.	70
Nuáy kamé mirá.	"Tatoeba" quiere decir "por ejemplo" en japonés.	23	Nosotros no vimos.	31
Nuáy ya virá el pajaro.	Mi nombre también es Tom.	39	El pájaro no ha regresado.	36
Oí cumigo!	Necesito ir a mear.	40	¡Óyeme!	54
Ojala queda tu enbuenamente.	¿De dónde eres?	18	Ojalá que te recuperes pronto.	38
Ojala queda ya tu bueno.	"¿Tienes la llave?" "Sí, la tengo."	78	Ojalá que te recuperes pronto.	63
Por que hindé tu kanamon mandá andá?	Ve a sentarte.	5	¿Por qué no nos dejas ir?	37
Por que largo el mga orejas del cunejo?	Ella parte esta noche, pero todavía no empezó a preparar las valijas.	24	¿Por qué son largas las orejas del conejo?	34
"Por que?" "Nusabe yo por que."	¿Estás apurado?	7	"¿Por qué?" "No sé por qué."	56
Pregunta ta masquin con quien.	Mario ya durmió en la casa.	34	Preguntemos a alguien.	16
Quiere andá si Tom.	A veces ella usa un vestido rojo.	84	Tom quiere ir.	77
Quiere pa tu siempre man cuento comigo?	¡Óyeme!	46	¿Todavía quieres hablar conmigo?	89
Quiere yo andá ele allá.	El camote es grande.	2	Quiero que él vaya allá.	40
Quiere yo quedá rico.	"¿Por qué?" "No sé por qué."	51	Quiero ser rico.	17
Quiere yo quedá un rey si grande ya yo.	¡Cuidado! ¡Hay una vaca en el camino!	16	Quiero ser rey cuando sea grande.	75
Rabiao ba tu comigo kay bien corto de mio falda?	Come botana.	38	¿Estás enojado conmigo porque mi falda es muy corta?	5
Rico de mío tío.	¿Sabes tú si él tiene novia?	61	Mi tío es rico.	24
Sabe tu que verdad el cosa ta hablá si Tom.	Siempre hay algo que hacer.	80	Sabes que Tom está diciendo la verdad.	21
Sabe tu si tiene ele novia?	El hombre que tú ya has encontrado es mi hermano.	22	¿Sabes tú si él tiene novia?	59
Sabe yo dificil esté.	Tom siempre está apurado.	6	Sé que esto es difícil.	35
Sabe yo kay rico tu.	Ojalá que te recuperes pronto.	48	Sé que eres rica.	27
Señora Ionescu, tiene yo cosa quiere preguntá cuntigo.	Me gusta tu libro.	93	Señora Ionescu, querría hacerle una pregunta.	83
Si ansina tu comé, quedá tu dol ballena.	Esas flores murieron.	95	Si comes así, te convertirás en una ballena.	0
Sigui ba tu comigo para na rio?	Estoy cocinando.	70	¿Vas conmigo al río?	15
"Ta acordá tu cuando tu ya cae na pozo?" "Sí, dol ayer man aquel."	Tengo arena en los zapatos.	85	«¿Recuerdas cuando te caíste al pozo?» «Sí, parece que fue ayer.»	14
Ta amá silá uno'y otro.	Plega la hoja por la mitad.	19	Ellos se aman el uno al otro.	20
Ta comé yo pan.	Me gusta el color negro.	74	Estoy comiendo pan.	92
Ta cucí yo.	No me gustan estas tazas, las de la mesa me gustan más.	43	Estoy cocinando.	66
Ta entendé ya yo ahora.	Lo caché robándose la feria	89	Ahora entiendo.	80
Ta escribi yo istorya todo'l dia.	Él fue a la escuela.	20	Escribo cuentos todos los días.	22
Ta estudiá yo.	El gato es bueno.	0	Estoy estudiando.	7
Ta gustá yo el color negro.	Nosotros ya le hemos pedido un favor a su padre.	99	Me gusta el color negro.	69
Ta hace le quema mi pies.	Quiero ser rey cuando sea grande.	57	Me quema los pies.	90
Ta jugá le cun un muñeca.	Tom fingió no saber la respuesta.	97	Ella está jugando con una muñeca.	11
Tallá ya le?	Tom quiere ir.	53	¿Ella ya está allá?	82
"Tallí cuntigo el llave?" "Sí, taquí cumigo."	Hace mucho que no nos vemos.	92	"¿Tienes la llave?" "Sí, la tengo."	48
Ta quedá kamé cerca na escuela.	¿Es ésta la llave que buscas?	25	Vivimos cerca de la escuela.	10
Tiene pirmi cosa para hacé.	Ahora entiendo.	71	Siempre hay algo que hacer.	60
Tiene quien ya pone cosa na de mio bebida.	Temo tener problemas.	87	Alguien puso algo en mi bebida.	103
Tiene quien ya robá de mío bicicleta.	¿Ella ya está allá?	77	Me han robado mi bicicleta.	32
Tiene tu miedo.	Señora Ionescu, querría hacerle una pregunta.	64	Tú tienes miedo.	29
Tiene vez ta usa ele vestido colorao.	No me acuerdo.	29	A veces ella usa un vestido rojo.	53
Tiene yo arena na mi zapatos.	Por favor quítate la camisa.	27	Tengo arena en los zapatos.	67
Tiene yo magazine na de mio cuarto.	Le regalé a mi padre una corbata de seda.	91	Tengo una revista en mi cuarto.	93
Tiene yo miedo tiene mga problema.	Tom ha tosido.	101	Temo tener problemas.	81
Todo kita tiene responsibilidad para proteje uno'y otro.		4	Todos tenemos la responsabilidad de protegernos unos a otros.	41
Ya cogí yo cunele ta robá cunel sen.	¿Todavía quieres hablar conmigo?	54	Lo caché robándose la feria	71
Ya corré el ladrón apenas le ya mirá un pulís.	Me quema los pies.	75	El ladrón huyó cuando vio un policía.	8
Ya dale yo de mio tata corbata de seda para regalo.	Mis padres conocen a mi novia.	11	Le regalé a mi padre una corbata de seda.	86
Ya dura hay contigo no hay mira.	Estoy comiendo pan.	69	Hace mucho que no nos vemos.	78
Ya gustá yo de tuyo libro.	Tengo una revista en mi cuarto.	86	Me gusta tu libro.	64
Ya hace le trensas de miyo pelo.	¿Cuál es el precio de este reloj?	13	Ella me trenzó el pelo.	100
Ya murí esos maga flores.	Yo traté de ayudar.	100	Esas flores murieron.	65
Yan achíng le.	Debemos esperar por una mesa.	17	Ella estornudó.	33
Yan tampa nusabe si Tom el answer.	Ese niño no está comiendo.	28	Tom fingió no saber la respuesta.	76
Ya olvidá yo de mio antipara.	Ayer fue feriado.	31	Me he olvidado de mis gafas.	4
Ya pidí sila pabor cun su papang.	Eres más bonita que ella.	35	Nosotros ya le hemos pedido un favor a su padre.	74
Ya pricurá yo ayudá.	Ella me trenzó el pelo.	94	Yo traté de ayudar.	95
Ya tosé si Tom.	El hombre es grande.	3	Tom ha tosido.	87
Ya vaciá si Tom agua caliente na tasa.	¿Qué decidiste?	14	Tom echó agua caliente en la taza.	39
	Alguien puso algo en mi bebida.	81		9
