Tokens	Left_Offset	Left	Left_ID	Right_Offset	Right	Right_ID	Property
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[12]	Namibia	Q1030	[14, 15]	Sowth Afreka	Q258	P47
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[12]	Namibia	Q1030	[17]	Botswana	Q963	P530
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[12]	Namibia	Q1030	[19]	Zambia	Q953	P530
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[12]	Namibia	Q1030	[21]	Zimbabwe	Q954	P530
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[14, 15]	Sowth Afreka	Q258	[17]	Botswana	Q963	P530
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[14, 15]	Sowth Afreka	Q258	[19]	Zambia	Q953	P530
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[14, 15]	Sowth Afreka	Q258	[21]	Zimbabwe	Q954	P530
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[17]	Botswana	Q963	[19]	Zambia	Q953	P530
"['Afrikaans', '(', 'Afrekaans', ')', 'esa', 'laenghwij', 'spokn', 'b', ""'"", 'Afrikaners', 'i', ""'"", 'Namibia', ',', 'Sowth', 'Afreka', ',', 'Botswana', ',', 'Zambia', 'an', 'Zimbabwe', '.']"	[19]	Zambia	Q953	[21]	Zimbabwe	Q954	P530
"['Et', 'haufs', 'maild', 'winta', 'an', ""'"", 'woom', 'sama', '.']"	[3]	winta	Q1311	[7]	sama	Q1313	P461
"['T', ""'"", 'channel', 'waa', ""kriiat'd"", 'bii', 'Merikan', 'juurnalist', 'an', ""'"", 'Newsmax', 'CEO', 'Christopher', 'Ruddy', '.']"	[10]	Newsmax	Q11991273	[12, 13]	Christopher Ruddy	Q1257218	P112
"[' ', '5', 'kuntriis', '(', 'Rusha', ',', 'Nicaragua', ',', 'Wenezuela', ',', 'Nauruu', 'an', 'Siriya', ')', 'recoknisid', 'independens', 'o', ""'"", 'Abkasiya', '.']"	[4]	Rusha	Q159	[6]	Nicaragua	Q811	P530
"[' ', '5', 'kuntriis', '(', 'Rusha', ',', 'Nicaragua', ',', 'Wenezuela', ',', 'Nauruu', 'an', 'Siriya', ')', 'recoknisid', 'independens', 'o', ""'"", 'Abkasiya', '.']"	[4]	Rusha	Q159	[8]	Wenezuela	Q717	P530
"[' ', '5', 'kuntriis', '(', 'Rusha', ',', 'Nicaragua', ',', 'Wenezuela', ',', 'Nauruu', 'an', 'Siriya', ')', 'recoknisid', 'independens', 'o', ""'"", 'Abkasiya', '.']"	[4]	Rusha	Q159	[10]	Nauruu	Q697	P530
"[' ', '5', 'kuntriis', '(', 'Rusha', ',', 'Nicaragua', ',', 'Wenezuela', ',', 'Nauruu', 'an', 'Siriya', ')', 'recoknisid', 'independens', 'o', ""'"", 'Abkasiya', '.']"	[4]	Rusha	Q159	[12]	Siriya	Q858	P530
"['Ostrielya', '(', 'from', 'Leten', ':', '""', 'australis', '""', '–', 'sowth', ')', 'esa', 't', ""'"", 'letles', 'kontenent', 'i', ""'"", 'Erth', '.', '""']"	[15]	kontenent	Q5107	[18]	Erth	Q2	P527
