Tokens	Left_Offset	Left	Left_ID	Right_Offset	Right	Right_ID	Property
['E', 'aymara', '(', 'aymar', 'aru', ')', 'ta', 'un', 'lenga', 'papia', 'por', 'mas', 'di', '2', '500', '000', 'hende', 'di', 'e', 'etnia', 'aimará', ',', 'principalmente', 'na', 'Peru', ',', 'Bolivia', ',', 'Chile', 'y', 'Argentina', '.']	[26]	Bolivia	Q750	[28]	Chile	Q298	P47
['E', 'aymara', '(', 'aymar', 'aru', ')', 'ta', 'un', 'lenga', 'papia', 'por', 'mas', 'di', '2', '500', '000', 'hende', 'di', 'e', 'etnia', 'aimará', ',', 'principalmente', 'na', 'Peru', ',', 'Bolivia', ',', 'Chile', 'y', 'Argentina', '.']	[26]	Bolivia	Q750	[30]	Argentina	Q414	P47
['E', 'aymara', '(', 'aymar', 'aru', ')', 'ta', 'un', 'lenga', 'papia', 'por', 'mas', 'di', '2', '500', '000', 'hende', 'di', 'e', 'etnia', 'aimará', ',', 'principalmente', 'na', 'Peru', ',', 'Bolivia', ',', 'Chile', 'y', 'Argentina', '.']	[28]	Chile	Q298	[30]	Argentina	Q414	P47
['Putifigari', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Justin', 'Pierre', 'James', 'Trudeau', '(', '25', 'di', 'desember', '1971', ',', 'Ottawa', ')', 'ta', 'un', 'politiko', 'kanades', 'ku', 'desde', '4', 'di', 'november', '2015', 'ta', 'sirbi', 'komo', 'e', 'di', 'bintitres', 'i', 'aktual', 'Promé', 'minister', 'di', 'Canada', '.']	[10]	Ottawa	Q1930	[33]	Canada	Q16	P17
['Usini', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Su', 'mama', 'a', 'kasa', 'ku', 'un', 'studiante', 'Indones', 'yamá', 'Lolo', 'Soetero', ',', 'dia', 'Obama', 'tabatin', 'sèis', 'aña', 'e', 'famia', 'a', 'bida', 'na', 'Jakarta', '(', 'Indonesia', ')', 'aya', 'Obama', 'a', 'bai', 'un', 'skol', 'moslim', 'pa', '4', 'aña', 'na', 'Jakarta', '.']	[22]	Jakarta	Q3630	[24]	Indonesia	Q252	P17
['Máxima', 'Zorreguieta', '(', 'Buenos', 'Aires', ',', 'Argentina', ',', '17', 'Mei', '1971', ')', ',', 'ta', 'esposa', 'di', 'Rei', 'Willem', '-', 'Alexander', 'di', 'Reino', 'Hulandes', '.']	[3, 4]	Buenos Aires	Q1486	[6]	Argentina	Q414	P17
['Oristano', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Su', 'parti', 'west', 'ta', 'limitá', 'pa', 'un', 'frontera', 'ku', '\xa0', 'Suecia', ',', 'na', 'su', 'banda', 'oriental', 'e', 'frontera', 'ku', 'Rusia', 'y', 'ku', '\xa0', 'Noruega', '\xa0', 'na', 'Nort', '.']	[19]	Rusia	Q159	[23]	Noruega	Q20	P47
['Tirzo', 'Martha', '(', 'Willemstad', ',', '16', 'di', 'yüni', '1965', ')', 'ta', 'un', 'artista', 'multifasetiko', 'yui', 'di', 'Kòrsou', '.']	[3]	Willemstad	Q132679	[16]	Kòrsou	Q25279	P36
['E', 'la', 'haña', 'fama', 'pa', 'medio', 'di', 'su', 'diario', 'ku', 'ta', 'dokumenta', 'su', 'eksperiensianan', 'skondiendo', 'durante', 'e', 'okupasion', 'Aleman', 'di', 'Hulanda', 'durante', 'e', 'Segunda', 'Guera', 'Mundial', 'E', 'famia', 'Frank', 'a', 'muda', 'di', 'Alemania', 'pa', 'Hulanda', 'na', 'aña', '1933', ',', 'e', 'mesun', 'aña', 'ku', 'e', 'partido', 'Nazi', 'a', 'haña', 'poder', 'na', 'Alemania', '.']	[32]	Alemania	Q183	[32]	Alemania	Q183	P17
"['Grise', 'Fiord', '(', 'Inuktitut', ':', '""', 'Aujuittuq', '""', ')', 'ta', 'un', 'pueblesito', 'den', 'Nunavut', ',', 'Canada', '.']"	[3]	Inuktitut	Q29921	[15]	Canada	Q16	P17
"['Grise', 'Fiord', '(', 'Inuktitut', ':', '""', 'Aujuittuq', '""', ')', 'ta', 'un', 'pueblesito', 'den', 'Nunavut', ',', 'Canada', '.']"	[13]	Nunavut	Q2023	[15]	Canada	Q16	P17
['Bono', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Den', 'diferente', 'pais', ',', 'manera', 'Iran', 'y', 'Arabia', 'Saudita', ',', 'ta', 'uza', 'e', 'ley', 'di', 'Sharia', 'a', 'base', 'di', 'e', 'principionan', 'Islamico', 'como', 'sistema', 'legal', 'primario', '.']	[5]	Iran	Q794	[7, 8]	Arabia Saudita	Q851	P47
['Mode', 'Gakuen', 'Cocoon', 'Tower(Hapones', ':', 'モード学園コクーンタワー', ',', 'Mōdo', 'gakuen', 'kokūn', 'tawā', ')', 'ta', 'e', 'edifisio', 'na', 'Tokio', ',', 'Hapon', 'lokalisa', 'den', 'e', 'distrito', 'Nishi', '-', 'Shinjuku', '.']	[16]	Tokio	Q1490	[18]	Hapon	Q17	P36
['Di', '1985', 'te', '1988', 'e', 'tabata', 'viseprokurador', 'di', 'Teheran', ',', 'kapital', 'di', 'Iran', '.']	[8]	Teheran	Q3616	[12]	Iran	Q794	P17
['Na', 'Argentina', ',', 'Chile', 'y', 'Peru', ',', 'Ruben', 'Aguirre', 'hunto', 'cu', 'Carlos', 'Villagran', 'a', 'haci', 'un', 'circo', 'pa', 'pasa', 'pret', 'den', 'hacimento', 'di', 'nan', 'personahe', '.']	[1]	Argentina	Q414	[3]	Chile	Q298	P47
['Na', 'Argentina', ',', 'Chile', 'y', 'Peru', ',', 'Ruben', 'Aguirre', 'hunto', 'cu', 'Carlos', 'Villagran', 'a', 'haci', 'un', 'circo', 'pa', 'pasa', 'pret', 'den', 'hacimento', 'di', 'nan', 'personahe', '.']	[3]	Chile	Q298	[5]	Peru	Q419	P47
"['Siligo', 'ta', 'un', 'munisipio', '(', '""', 'comune', '""', ')', 'na', 'provinsia', 'di', 'Sassari', ',', 'region', 'di', 'Sardegna', ',', 'Italia', '.']"	[16]	Sardegna	Q1462	[18]	Italia	Q38	P17
['Paisnan', 'den', 'nos', 'region', 'ku', 'a', 'rekonose', 'Kosovo', 'ta', 'Colombia', ',', 'Costa', 'Rica', 'y', 'Panama', '.']	[9]	Colombia	Q739	[14]	Panama	Q804	P47
['Paisnan', 'den', 'nos', 'region', 'ku', 'a', 'rekonose', 'Kosovo', 'ta', 'Colombia', ',', 'Costa', 'Rica', 'y', 'Panama', '.']	[11, 12]	Costa Rica	Q800	[14]	Panama	Q804	P47
['Un', 'konsierto', 'ku', 'na', 'Jakarta', ',', 'Indonesia', 'a', 'wòrdu', 'organisá', 'pa', 'tuma', 'e', 'lugá', 'di', 'es', 'un', 'na', 'Kuala', 'Lumpur', '.']	[4]	Jakarta	Q3630	[6]	Indonesia	Q252	P17
['Universidat', 'di', 'Sussex', 'ta', 'un', 'skol', 'akademiko', 'situa', 'na', 'East', 'Sussex', ',', 'Inglatera', ',', 'Reino', 'Uni', '.']	[12]	Inglatera	Q21	[14, 15]	Reino Uni	Q145	P17
['Aeropuerto', 'Frankfurt', 'am', 'Main', '(', 'kódigo', 'IATA', ':', 'FRA', ',', 'kódigo', 'OACI', ':', 'EDDF', ')', ',', 'situá', 'na', 'e', 'parti', 'wèst', 'di', 'Frankfurt', ',', 'ta', 'e', 'aeropuerto', 'mas', 'grandi', 'di', 'Alemania', '.']	[1]	Frankfurt	Q1794	[30]	Alemania	Q183	P17
"['Universidat', 'Niccolò', 'Cusano', '(', 'italiano', ':', '""', 'Università', 'degli', 'Studi', 'Niccolò', 'Cusano', '""', '-', 'UniCusano', ')', 'ta', 'un', 'skol', 'akademiko', 'situa', 'na', 'Roma', ',', 'Italia', '.']"	[4]	italiano	Q652	[24]	Italia	Q38	P17
"['Universidat', 'Niccolò', 'Cusano', '(', 'italiano', ':', '""', 'Università', 'degli', 'Studi', 'Niccolò', 'Cusano', '""', '-', 'UniCusano', ')', 'ta', 'un', 'skol', 'akademiko', 'situa', 'na', 'Roma', ',', 'Italia', '.']"	[22]	Roma	Q220	[24]	Italia	Q38	P17
['Bogota', ',', 'ofisialmente', 'Bogotá', ',', 'Distrito', 'Capital', ',', 'abrevia', 'Bogotá', ',', 'D.C.', ',', 'i', 'anteriormente', 'konosi', 'komo', 'Santa', 'Fe', 'de', 'Bogotá', 'durante', 'e', 'periodo', 'spaño', 'i', 'entre', '1991', 'i', '2000', ',', 'ta', 'kapital', 'i', 'siudat', 'mas', 'grandi', 'di', 'Colombia', '.']	[24]	spaño	Q1321	[38]	Colombia	Q739	P17
['Alemán', 'ta', 'e', 'idioma', 'ofisial', 'di', 'Alemania', ',', 'Austria', ',', 'Suisa', 'y', 'Bélgika', '.']	[6]	Alemania	Q183	[8]	Austria	Q40	P47
['Alemán', 'ta', 'e', 'idioma', 'ofisial', 'di', 'Alemania', ',', 'Austria', ',', 'Suisa', 'y', 'Bélgika', '.']	[6]	Alemania	Q183	[10]	Suisa	Q39	P47
['Alemán', 'ta', 'e', 'idioma', 'ofisial', 'di', 'Alemania', ',', 'Austria', ',', 'Suisa', 'y', 'Bélgika', '.']	[6]	Alemania	Q183	[12]	Bélgika	Q31	P47
['Alemán', 'ta', 'e', 'idioma', 'ofisial', 'di', 'Alemania', ',', 'Austria', ',', 'Suisa', 'y', 'Bélgika', '.']	[8]	Austria	Q40	[10]	Suisa	Q39	P47
['Universidat', 'di', 'Leeds', 'ta', 'un', 'skol', 'akademiko', 'situa', 'na', 'Leeds', ',', 'Inglatera', ',', 'Reino', 'Uni', '.']	[11]	Inglatera	Q21	[13, 14]	Reino Uni	Q145	P17
"['Cargeghe', '(', 'Carzèghe', 'na', 'idioma', 'sardegno', ')', 'ta', 'un', 'munisipio', '(', '""', 'comune', '""', ')', 'na', 'provinsia', 'di', 'Sassari', ',', 'region', 'di', 'Sardegna', ',', 'Italia', '.']"	[22]	Sardegna	Q1462	[24]	Italia	Q38	P17
['Mogadishu', '(', 'na', 'somalí', ':', 'Muqdisho', 'or', 'Xamar', ',', 'na', 'árabe', ':', 'مقديشو', ')', ',', 'lokalmente', 'konosi', 'komo', 'Xamar', 'òf', 'Hamar', ',', 'ta', 'kapital', 'i', 'siudat', 'mas', 'grandi', 'di', 'Somalia', '.']	[10]	árabe	Q13955	[29]	Somalia	Q1045	P17
['Sociedade', 'Esportiva', 'Palmeiras', ',', 'en', 'breve', 'Palmeiras', ',', 'ta', 'un', 'klup', 'di', 'futbol', 'di', 'São', 'Paulo', ',', 'Brazil', '.']	[14, 15]	São Paulo	Q174	[17]	Brazil	Q155	P17
['Pozzomaggiore', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Monti', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Sur', 'Amérika', 'su', 'area', 'ta', 'di', 'kuater', 'den', 'rango', 'despues', 'di', 'Asia', ',', 'Afrika', ',', 'i', 'Nort', 'Amérika', ')', 'i', 'na', 'poblashon', 'e', 'di', 'sinku', 'despues', 'di', 'Asia', ',', 'Afrika', ',', 'Oropa', 'i', 'Nort', 'Amérika', '.']	[11]	Asia	Q48	[13]	Afrika	Q15	P47
['E', 'kontinente', 'ta', 'generalmente', 'delimitá', 'dor', 'di', 'e', 'zona', 'di', 'awa', 'di', 'Darién', 'banda', 'di', 'e', 'grens', 'di', 'Colombia', 'anto', 'Panama', ',', 'of', 'tin', 'biaha', 'dor', 'di', 'e', 'kanal', 'di', 'Panama', 'ku', 'ta', 'bai', 'dor', 'di', 'e', 'Istmus', 'di', 'Panama', 'Geopolitikamente', 'tur', 'di', 'Panama', '-', 'inkluyendo', 'e', 'parti', 'ost', 'di', 'Panama', '-', 'ta', 'inklui', 'den', 'Nort', 'Amérika', 'su', 'so', 'anto', 'entre', 'e', 'demografia', 'di', 'Amérika', 'Sentral', 'tambe', '.']	[18]	Colombia	Q739	[20]	Panama	Q804	P47
['E', 'nashonnan', 'suramerikano', 'ku', 'tin', 'frontera', 'ku', 'e', 'Laman', 'Karibe', 'ta', 'Colombia', ',', 'Venezuela', ',', 'Guiana', ',', 'Sürnam', 'i', 'Guiana', 'Franses-', 'nan', 'ta', 'konosí', 'komo', 'Suramérika', 'karibense', '.']	[11]	Colombia	Q739	[13]	Venezuela	Q717	P47
['Kuminsando', 'na', 'e', 'añanan', '1530', ',', 'e', 'hendenan', 'i', 'rekursonan', 'natural', 'di', 'Sur', 'Amerika', 'a', 'wordu', 'eksploita', 'dor', 'di', 'konkistadonan', 'oropeo', ',', 'prome', 'di', 'Spaña', 'anto', 'despues', 'tambe', 'di', 'Portugal', '.']	[24]	Spaña	Q29	[29]	Portugal	Q45	P47
['Calgary', 'ta', 'e', 'siudat', 'mas', 'grandi', 'di', 'Alberta', ',', 'Canada', ',', 'i', 'tin', 'un', 'poblashon', 'di', '1,042,892', 'habitante', '.']	[7]	Alberta	Q1951	[9]	Canada	Q16	P17
['E', 'tin', 'frontera', 'pa', 'nort', 'i', 'west', 'ku', 'Rusia', ';', 'ost', 'ku', 'China', 'i', 'pa', 'suit', 'ku', 'Kirguistan', ',', 'Uzbekistan', 'i', 'Turkmenistan', '.']	[17]	Kirguistan	Q813	[19]	Uzbekistan	Q265	P47
['E', 'tin', 'frontera', 'pa', 'nort', 'i', 'west', 'ku', 'Rusia', ';', 'ost', 'ku', 'China', 'i', 'pa', 'suit', 'ku', 'Kirguistan', ',', 'Uzbekistan', 'i', 'Turkmenistan', '.']	[19]	Uzbekistan	Q265	[21]	Turkmenistan	Q874	P47
['Olbia', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Jandino', 'Jullian', 'Asporaat', '(', 'Willemstad', ',', '9', 'di', 'yanǜari', '1981', ')', 'ta', 'un', 'stand', '-', 'upcomedian', ',', 'aktor', ',', 'presentadó', 'di', 'televishon', ',', 'kantante', ',', 'produktor', 'i', 'imitadó', 'di', 'Kòrsou', '.']	[4]	Willemstad	Q132679	[29]	Kòrsou	Q25279	P36
['Abidjan', 'ta', 'kapital', 'ekonómiko', 'di', 'e', 'Kosta', 'di', 'Marfil\u200e', 'i', 'un', 'di', 'e', 'suidatnan', 'di', 'lenga', 'franses', 'mas', 'grandi', 'den', 'Afrika', '.']	[6, 7, 8]	Kosta di Marfil‎	Q1008	[20]	Afrika	Q15	P30
['Torralba', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Perfugas', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Rabat', 'ta', 'e', 'siudad', 'kapital', 'di', 'Maroko', 'den', 'Afrika', '.']	[6]	Maroko	Q1028	[8]	Afrika	Q15	P30
"['Ossi', 'ta', 'un', 'munisipio', '(', '""', 'comune', '""', ')', 'na', 'provinsia', 'di', 'Sassari', ',', 'region', 'di', 'Sardegna', ',', 'Italia', '.']"	[16]	Sardegna	Q1462	[18]	Italia	Q38	P17
['Tambe', 'tin', 'e', 'riu', 'Jarmuk', 'ku', 'ta', 'desemboka', 'den', 'Hordan', 'na', 'e', 'krusada', 'di', 'tres', 'pais', '(', 'Siria', ',', 'Hordania', 'i', 'Israel', ')', '.']	[17]	Siria	Q858	[19]	Hordania	Q810	P47
['Tambe', 'tin', 'e', 'riu', 'Jarmuk', 'ku', 'ta', 'desemboka', 'den', 'Hordan', 'na', 'e', 'krusada', 'di', 'tres', 'pais', '(', 'Siria', ',', 'Hordania', 'i', 'Israel', ')', '.']	[17]	Siria	Q858	[21]	Israel	Q801	P47
['Tambe', 'tin', 'e', 'riu', 'Jarmuk', 'ku', 'ta', 'desemboka', 'den', 'Hordan', 'na', 'e', 'krusada', 'di', 'tres', 'pais', '(', 'Siria', ',', 'Hordania', 'i', 'Israel', ')', '.']	[19]	Hordania	Q810	[21]	Israel	Q801	P47
['Biblioteka', 'Nashonal', 'Kòrsou', 'ta', 'e', 'unico', 'biblioteka', 'públiko', 'di', 'Kòrsou', 'i', 'ta', 'situá', 'na', 'Willemstad', 'den', 'bario', 'di', 'Skalo', '.']	[2]	Kòrsou	Q25279	[14]	Willemstad	Q132679	P36
"['Montreal', '(', 'Franses', ':', '""', 'Montréal', '""', ')', 'ta', 'e', 'mas', 'grandi', 'suidat', 'di', 'Quebec', ',', 'Canada', '.']"	[14]	Quebec	Q176	[16]	Canada	Q16	P17
['Afar', '(', 'Qafár', 'af', ')', 'ta', 'un', 'lenga', 'cuchitico', 'ost', 'papiá', 'na', 'Ethiopia', ',', 'Eritrea', 'y', 'Djibouti', '.']	[14]	Eritrea	Q986	[16]	Djibouti	Q977	P47
"['Horacio', 'E.', 'Oduber', 'Hospital', '(', 'HOH', ')', 'ta', 'un', 'hospital', 'general', 'di', 'tamaño', 'mediano', 'situa', 'na', 'Eagle', 'Beach', 'serca', 'di', 'e', 'zona', 'turistico', '""', 'lowrise', '""', 'i', 'net', 'pafor', 'di', 'Oranjestad', ',', 'Aruba', '.']"	[30]	Oranjestad	Q131243	[32]	Aruba	Q21203	P36
['Laerru', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['Guyana', 'tin', 'frontera', 'ku', 'Oséano', 'Atlántiko', 'den', 'nort', ',', 'Brazil', 'den', 'suit', 'i', 'suitwest', ',', 'Venezuela', 'den', 'west', 'i', 'Sürnam', 'den', 'ost', '.']	[9]	Brazil	Q155	[15]	Venezuela	Q717	P47
['Guyana', 'tin', 'frontera', 'ku', 'Oséano', 'Atlántiko', 'den', 'nort', ',', 'Brazil', 'den', 'suit', 'i', 'suitwest', ',', 'Venezuela', 'den', 'west', 'i', 'Sürnam', 'den', 'ost', '.']	[9]	Brazil	Q155	[19]	Sürnam	Q730	P47
['Belnem', 'ta', 'un', 'bario', 'di', 'bibienda', 'luhuso', 'na', 'Boneiru', ',', 'situá', '5', 'km', 'suitost', 'di', 'Kralendijk', 'den', 'serkania', 'di', 'Punt', 'Vierkant', '.']	[8]	Boneiru	Q25396	[15]	Kralendijk	Q331584	P131
['Uri', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[5]	Sardegna	Q1462	[7]	Italia	Q38	P17
['E', 'pais', 'tin', 'frontera', 'ku', 'Rusia', 'den', 'nort', '-', 'ost', ',', 'Ukrania', 'den', 'suit', ',', 'Polonia', 'den', 'west', 'i', 'Lituania', 'i', 'Letonia', 'den', 'nort', '-', 'west', '.']	[5]	Rusia	Q159	[11]	Ukrania	Q212	P47
['E', 'pais', 'tin', 'frontera', 'ku', 'Rusia', 'den', 'nort', '-', 'ost', ',', 'Ukrania', 'den', 'suit', ',', 'Polonia', 'den', 'west', 'i', 'Lituania', 'i', 'Letonia', 'den', 'nort', '-', 'west', '.']	[5]	Rusia	Q159	[15]	Polonia	Q36	P47
['E', 'pais', 'tin', 'frontera', 'ku', 'Rusia', 'den', 'nort', '-', 'ost', ',', 'Ukrania', 'den', 'suit', ',', 'Polonia', 'den', 'west', 'i', 'Lituania', 'i', 'Letonia', 'den', 'nort', '-', 'west', '.']	[5]	Rusia	Q159	[19]	Lituania	Q37	P47
['E', 'pais', 'tin', 'frontera', 'ku', 'Rusia', 'den', 'nort', '-', 'ost', ',', 'Ukrania', 'den', 'suit', ',', 'Polonia', 'den', 'west', 'i', 'Lituania', 'i', 'Letonia', 'den', 'nort', '-', 'west', '.']	[5]	Rusia	Q159	[21]	Letonia	Q211	P47
['E', 'pais', 'tin', 'frontera', 'ku', 'Rusia', 'den', 'nort', '-', 'ost', ',', 'Ukrania', 'den', 'suit', ',', 'Polonia', 'den', 'west', 'i', 'Lituania', 'i', 'Letonia', 'den', 'nort', '-', 'west', '.']	[11]	Ukrania	Q212	[15]	Polonia	Q36	P47
['E', 'pais', 'tin', 'frontera', 'ku', 'Rusia', 'den', 'nort', '-', 'ost', ',', 'Ukrania', 'den', 'suit', ',', 'Polonia', 'den', 'west', 'i', 'Lituania', 'i', 'Letonia', 'den', 'nort', '-', 'west', '.']	[15]	Polonia	Q36	[19]	Lituania	Q37	P47
['E', 'pais', 'tin', 'frontera', 'ku', 'Rusia', 'den', 'nort', '-', 'ost', ',', 'Ukrania', 'den', 'suit', ',', 'Polonia', 'den', 'west', 'i', 'Lituania', 'i', 'Letonia', 'den', 'nort', '-', 'west', '.']	[19]	Lituania	Q37	[21]	Letonia	Q211	P47
['E', 'ta', 'grens', 'na', 'Kenia', 'parti', 'ost', ',', 'ku', 'Sudan', 'parti', 'nort', ',', 'na', 'parti', 'west', 'dor', 'di', 'e', 'Republika', 'Demokratiko', 'di', 'Kongo', ',', 'na', 'e', 'parti', 'suit', '-', 'west', 'dor', 'di', 'Rwanda', ',', 'anto', 'na', 'e', 'parti', 'suit', 'dor', 'di', 'Tanzania', '.']	[4]	Kenia	Q114	[9]	Sudan	Q1049	P47
['E', 'ta', 'grens', 'na', 'Kenia', 'parti', 'ost', ',', 'ku', 'Sudan', 'parti', 'nort', ',', 'na', 'parti', 'west', 'dor', 'di', 'e', 'Republika', 'Demokratiko', 'di', 'Kongo', ',', 'na', 'e', 'parti', 'suit', '-', 'west', 'dor', 'di', 'Rwanda', ',', 'anto', 'na', 'e', 'parti', 'suit', 'dor', 'di', 'Tanzania', '.']	[4]	Kenia	Q114	[41]	Tanzania	Q924	P47
['E', 'parti', 'sur', 'ta', 'inklui', 'un', 'parti', 'substansial', 'di', 'e', 'Lago', 'Victoria', ',', 'ku', 'ta', 'grens', 'ku', 'Kenia', 'i', 'Tanzania', '.']	[17]	Kenia	Q114	[19]	Tanzania	Q924	P47
['Villanova', 'Monteleone', 'ta', 'un', 'siudad', 'na', 'Sardegna', ',', 'Italia', '.']	[6]	Sardegna	Q1462	[8]	Italia	Q38	P17
"['Idaho', '(', 'abreviá', 'ID', ',', 'i', 'tambe', 'konosi', 'komo', '""', 'Gem', 'State', '""', 'of', '""', 'Potato', 'State', '""', ')', 'ta', 'un', 'di', 'e', 'sinkuenta', '(', '50', ')', 'estado', 'ku', 'huntu', 'ku', 'Washington', 'D.C.', 'ta', 'forma', 'e', 'Estadonan', 'Uni', 'di', 'Merka', '.']"	[31, 32]	Washington D.C.	Q61	[36, 37, 38, 39]	Estadonan Uni di Merka	Q30	P36
['Piemontes', 'ta', 'un', 'lenga', 'papiá', 'den', 'region', 'di', 'Piemonte', '(', 'Italia', ')', '.']	[8]	Piemonte	Q1216	[10]	Italia	Q38	P17
['E', 'kandela', 'grandi', 'na', 'Dhaka', 'di', '2010', 'tawata', 'un', 'candela', 'na', 'e', 'ciudad', 'di', 'Dhaka', ',', 'Bangladesh', ',', 'riba', '3', 'di', 'juni', '2010', 'cu', 'a', 'mata', 'por', 'lo', 'menos', '100', 'hende', '.']	[4]	Dhaka	Q1354	[16]	Bangladesh	Q902	P17
