Tokens	Left_Offset	Left	Left_ID	Right_Offset	Right	Right_ID	Property
['Castillejo', 'de', 'Robledo', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
"['Yu', 'muosli', 'nuotis', 'dis', 'ina', 'konchri', 'laka', 'Brazil', ',', 'di', 'Yunaitid', 'Stiet', ',', 'Itali', ',', 'Puotigal', ',', 'Frans', ',', 'ah', 'muos', 'a', 'di', '""', 'h""Ingglish', 'taakin', 'konchridem', '.']"	[7]	Brazil	Q155	[17]	Frans	Q142	P47
"['Yu', 'muosli', 'nuotis', 'dis', 'ina', 'konchri', 'laka', 'Brazil', ',', 'di', 'Yunaitid', 'Stiet', ',', 'Itali', ',', 'Puotigal', ',', 'Frans', ',', 'ah', 'muos', 'a', 'di', '""', 'h""Ingglish', 'taakin', 'konchridem', '.']"	[13]	Itali	Q38	[17]	Frans	Q142	P47
['Santa', 'Cruz', 'de', 'Yanguas', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[10, 11, 12]	pravins a Soria	Q55276	[14, 15, 16]	Kiastiil ahn León	Q5739	P131
"['Fi', 'egzampl', ',', 'fi', 'Waataz', 'aatikl', 'kuot', 'Maasn', 'kritisizim', 'a', '""', 'Porgi', 'ah', 'Bes', '""', '(', '""', 'Porgy', 'and', 'Bess', '""', ')', ',', 'ah', 'yet', 'no', 'provaid', 'no', 'saitieshan', 'fi', 'dis', 'wok', '.']"	[13]	Bes	Q1151537	[19]	Bess	Q468245	P1889
['Ibaada', 'bai', 'Kolombia', 'pah', 'di', 'wes', ',', 'Brazil', 'pah', 'di', 'sout', ',', 'Gayana', 'pah', 'di', 'iis', ',', 'ah', 'di', 'ailandem', 'a', 'Chrinidad', 'ah', 'Tubiego', 'tu', 'di', 'naat', '-', 'wes', '.']	[2]	Kolombia	Q739	[7]	Brazil	Q155	P47
['Ibaada', 'bai', 'Kolombia', 'pah', 'di', 'wes', ',', 'Brazil', 'pah', 'di', 'sout', ',', 'Gayana', 'pah', 'di', 'iis', ',', 'ah', 'di', 'ailandem', 'a', 'Chrinidad', 'ah', 'Tubiego', 'tu', 'di', 'naat', '-', 'wes', '.']	[7]	Brazil	Q155	[12]	Gayana	Q734	P47
['Torreblacos', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Berlanga', 'de', 'Duero', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
['Ia', 'di', 'apozit', 'a', 'wait', '(', 'di', 'kombain', 'spekchrom', 'a', 'kola', 'ar', 'lait', ')', '.']	[4]	wait	Q23444	[12]	lait	Q9128	P279
['Nepas', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['A', 'di', 'bignin', 'a', 'Griik', 'lichicha', 'a', 'di', 'wokdem', 'bai', 'Uoma', ',', 'di', 'Iliad', 'ah', 'di', 'Adisi', '.']	[10]	Uoma	Q6691	[13]	Iliad	Q8275	P50
['A', 'di', 'bignin', 'a', 'Griik', 'lichicha', 'a', 'di', 'wokdem', 'bai', 'Uoma', ',', 'di', 'Iliad', 'ah', 'di', 'Adisi', '.']	[10]	Uoma	Q6691	[16]	Adisi	Q35160	P50
['Vozmediano', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Frans', 'a', 'di', 'laajis', 'konchri', 'ina', 'di', 'Yuropiyan', 'Yuunian', 'ah', 'di', 'sekan', 'laajis', 'ina', 'di', 'wuola', 'Yuurop', '.']	[7, 8]	Yuropiyan Yuunian	Q458	[16]	Yuurop	Q46	P1889
['Aapiitan', 'a', 'wahn', 'Romans', 'langwij', 'taak', 'ina', 'Frans', ',', 'Itali', 'ahn', 'Suitsalan', '.']	[9]	Itali	Q38	[11]	Suitsalan	Q39	P47
['Cueva', 'de', 'Ágreda', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
['Langa', 'de', 'Duero', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
['Fuentecantos', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Oncala', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Bayubas', 'de', 'Arriba', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
['Matamala', 'de', 'Almazán', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
['Carabantes', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Nolay', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Sotillo', 'del', 'Rincón', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
['Torlengua', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Valdegeña', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Medinaceli', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Castilruiz', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Ibaada', 'wid', 'di', 'Atlantik', 'Uoshan', 'tu', 'di', 'naat', ',', 'Brazil', 'tu', 'di', 'sout', 'ah', 'soutwes', ',', 'Surinam', 'tu', 'di', 'iis', 'ah', 'Venizuela', 'tu', 'di', 'wes', '.']	[3, 4]	Atlantik Uoshan	Q97	[21]	Venizuela	Q717	P205
['Ibaada', 'wid', 'di', 'Atlantik', 'Uoshan', 'tu', 'di', 'naat', ',', 'Brazil', 'tu', 'di', 'sout', 'ah', 'soutwes', ',', 'Surinam', 'tu', 'di', 'iis', 'ah', 'Venizuela', 'tu', 'di', 'wes', '.']	[9]	Brazil	Q155	[16]	Surinam	Q730	P47
['Ibaada', 'wid', 'di', 'Atlantik', 'Uoshan', 'tu', 'di', 'naat', ',', 'Brazil', 'tu', 'di', 'sout', 'ah', 'soutwes', ',', 'Surinam', 'tu', 'di', 'iis', 'ah', 'Venizuela', 'tu', 'di', 'wes', '.']	[9]	Brazil	Q155	[21]	Venizuela	Q717	P47
['Valtajeros', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Villaciervos', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Navaleno', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Abejar', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Aldealafuente', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Aldealafuente', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[11, 12, 13]	Kiastiil ahn León	Q5739	[15]	Spien	Q29	P131
['Cirujales', 'del', 'Río', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
['Fuentepinilla', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['San', 'Leonardo', 'de', 'Yagüe', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[10, 11, 12]	pravins a Soria	Q55276	[14, 15, 16]	Kiastiil ahn León	Q5739	P131
['Rollamienta', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Salduero', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Valdenebro', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Talveila', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Chiiz', 'a', 'fuud', 'mek', 'frah', 'milk', 'ina', 'wuol', 'baga', 'flieva', ',', 'texcha', ',', 'ah', 'faam', 'bai', 'koagiulieshan', 'a', 'di', 'milk', 'pruotiin', 'kiesiin', '.']	[2]	fuud	Q2095	[5]	milk	Q8495	P279
['Velamazán', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Di', 'Gobna', 'mek', 'deh', 'ares', 'Jaaj', 'Wiliam', 'Gaadn', ',', 'wah', 'mix', '-', 'ries', 'riprizentitiv', 'a', 'di', 'parish', 'ina', 'di', 'Ous', 'a', 'Asembli', ',', 'ares', 'im', 'a', 'Kinston', 'ah', 'kyaa', 'im', 'kum', 'bak', 'a', 'Morant', 'Bie', ',', 'we', 'ih', 'chrai', 'di', 'palitishan', 'anda', 'mashalaa', '.']	[5, 6, 7]	Jaaj Wiliam Gaadn	Q478425	[33, 34]	Morant Bie	Q429741	P20
"['Erik', 'Klaptan', '(', 'Eric', 'Clapton', ')', 'get', 'di', 'albom', 'fran', 'ih', 'gitaaris', 'Jaaj', 'Teri', '(', 'George', 'Terry', ')', 'uu', 'weh', '-', 'uop', 'se', 'ih', 'uda', 'eh', '-', 'injai', 'hi.[37', ']', 'Klaptan', 'eh', 'suutebli', 'impres', 'ah', 'chuuz', 'fi', 'rekaad', 'wah', 'kova', 'voerjan', 'a', '""', 'Ai', 'Shat', 'di', 'Sherif', '""', 'we', 'bikom', 'ih', 'fos', 'US', 'it', 'sens', '""', 'Layla', '""', 'tuu', 'hier', 'hoerlia', 'ah', 'riich', '#', '1', 'pah', 'di', 'Bilbuod', 'At', '100', 'pah', '14', 'Septemba', '1974.[38', ']', 'Nof', 'Jumiekandem', 'neh', 'kiin', 'pah', 'di', 'nyuu', 'rege', 'song', 'pah', 'Kech', 'a', 'Faya', ',', 'bot', 'di', 'Chrench', 'Tong', 'stail', 'a', 'Boernin', 'fain', 'fan', 'kraas', 'buot', 'rege', 'ah', 'rak', 'aadiens.[35', ']', 'Juurin', 'dis', 'piiriad', ',', 'Blakwel', 'giwe', 'ih', 'Kinston', 'rezidens', 'ah', 'kompini', 'edkwaataz', 'a', '56', 'Uop', 'Ruod', '(', 'deh', 'taim', 'nuo', 'az', 'Ailan', 'Ous', ')', 'tu', 'Maali', '.']"	[3, 4]	Eric Clapton	Q48187	[52]	US	Q30	P27
['Gómara', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Rello', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Alpanseque', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Fuentecantos', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
"['Sah', 'Baatelmi', ',', 'ofishali', 'di', 'Kalektiviti', 'a', 'Sah', 'Baatelmi', '(', 'French', '""', 'Collectivité', 'de', 'Saint', '-', 'Barthélemy', '""', ')', ',', 'a', 'wah', 'uobasiiz', 'kalectiv', 'a', 'Frans', '.']"	[10]	French	Q121842	[25]	Frans	Q142	P17
['Cigudosa', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Cigudosa', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[11, 12, 13]	Kiastiil ahn León	Q5739	[15]	Spien	Q29	P131
['Ucero', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Yanguas', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Aldealseñor', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Aldealseñor', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[11, 12, 13]	Kiastiil ahn León	Q5739	[15]	Spien	Q29	P131
['Frechilla', 'de', 'Almazán', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[9, 10, 11]	pravins a Soria	Q55276	[13, 14, 15]	Kiastiil ahn León	Q5739	P131
['Tardelcuende', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Tardelcuende', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[11, 12, 13]	Kiastiil ahn León	Q5739	[15]	Spien	Q29	P131
['Ausejo', 'de', 'la', 'Sierra', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[10, 11, 12]	pravins a Soria	Q55276	[14, 15, 16]	Kiastiil ahn León	Q5739	P131
['Estepa', 'de', 'San', 'Juan', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[10, 11, 12]	pravins a Soria	Q55276	[14, 15, 16]	Kiastiil ahn León	Q5739	P131
['Di', 'mieja', 'taim', 'divijan', 'a', 'klasical', 'myuuzik', 'a', 'so', ':', 'di', 'heorli', 'myuuzik', 'piiriad', ',', 'we', 'ingkluud', 'di', 'Midiival', '(', '500–1400', ')', 'ah', 'di', 'Renesans', '(', '1400–1600', ')', 'eradem', ';', 'di', 'kaman', 'praktis', 'piiriad', ',', 'we', 'ingkluud', 'di', 'Baruok', '(', '1600–1750', ')', ',', 'Klasikal', '(', '1750–1820', ')', ',', 'ah', 'Romantik', 'eradem', '(', '1804–1910', ')', ';', 'ah', 'di', '20', 't', 'senchri', '(', '1901–2000', ')', 'we', 'ingkluud', 'di', 'madan', '(', '1890–1930', ')', 'we', 'uovalap', 'frah', 'di', 'liet', '19t', '-', 'senchri', ',', 'di', 'ai', 'madan', '(', 'migl', '20t', '-', 'senchri', ')', ',', 'ah', 'kantempareri', 'ar', 'puosmadan', '(', '1975–2015', ')', 'eradem', '.']	[24]	Renesans	Q4692	[38]	Baruok	Q37853	P155
['Espejón', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Almaluez', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Ina', 'di', 'Migl', 'Iejiz', 'ah', 'Renesans', 'wait', 'yuunikaan', 'simbalaiz', 'chastiti', ',', 'ah', 'wait', 'lam', 'sakrifais', 'ah', 'pyuuriti', ';', 'wido', 'a', 'king', 'jres', 'ina', 'wait', 'reda', 'dah', 'blak', 'az', 'di', 'kola', 'a', 'muonin', '.']	[2, 3]	Migl Iejiz	Q12554	[5]	Renesans	Q4692	P155
['Borobia', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Valdeprado', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
['Valdeprado', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[11, 12, 13]	Kiastiil ahn León	Q5739	[15]	Spien	Q29	P131
['Ousomeba', ',', 'muos', 'a', 'di', 'staar', 'ina', 'di', 'Yunivoers', ',', 'ingkluudn', 'aal', 'staar', 'outsaida', 'fiwi', 'gialaxi', ',', 'di', 'Milki', 'Wie', ',', 'invisibl', 'tu', 'di', 'niekid', 'yai', 'frah', 'Oert', '.']	[15]	gialaxi	Q318	[18, 19]	Milki Wie	Q321	P1889
['Quiñonería', 'a', 'wahn', 'miunisipaliti', 'luokiet', 'ina', 'di', 'pravins', 'a', 'Soria', ',', 'Kiastiil', 'ahn', 'León', ',', 'Spien', '.']	[7, 8, 9]	pravins a Soria	Q55276	[11, 12, 13]	Kiastiil ahn León	Q5739	P131
