Tokens	Left_Offset	Left	Left_ID	Right_Offset	Right	Right_ID	Property
"['Nigeria', '(', '""', 'Federal', 'Republic', 'of', 'Nigeria', '""', ',', '""', 'Jamhuriyar', 'Taraiyar', 'Nijeriya', '""', ',', '""', 'Ȯha', 'nke', 'Ohaneze', 'Naíjíríà', '""', ',', '""', 'Àpapọ̀', 'Olómìnira', 'ilẹ̀', 'Nàìjíríà', '""', ')', 'es', 'un', 'pais', 'na', 'Africa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Benín', ',', 'Níger', ',', 'Chad', ',', 'y', 'Camerún', '.']"	[33]	Africa	Q15	[48]	Camerún	Q1009	P30
['Rivera', 'es', 'una', 'ciudad', 'de', 'Uruguay', 'ubicada', 'en', 'el', 'departamento', 'de', 'Rivera', ',', 'se', 'encuentra', 'en', 'la', 'frontera', 'con', 'Brasil', ',', 'junto', 'a', 'la', 'ciudad', 'de', 'Santa', 'Ana', 'do', 'Libramento', '.']	[5]	Uruguay	Q77	[19]	Brasil	Q155	P530
['El', 'Zug', 'es', 'un', 'capital', 'del', 'cantón', 'de', 'Zug', 'del', 'Suiza', '.']	[1]	Zug	Q68144	[10]	Suiza	Q39	P17
"['Luxemburgo', '(', '""', 'Groussherzogtum', 'Lëtzebuerg', '""', ',', '""', 'Großherzogtum', 'Luxemburg', '""', ',', '""', 'Grand', '-', 'Duché', 'de', 'Luxembourg', '""', ')', 'es', 'un', 'pais', 'na', 'Europa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Francia', ',', 'Alemania', ',', 'y', 'Bélgica', '.']"	[32]	Francia	Q142	[34]	Alemania	Q183	P530
"['Luxemburgo', '(', '""', 'Groussherzogtum', 'Lëtzebuerg', '""', ',', '""', 'Großherzogtum', 'Luxemburg', '""', ',', '""', 'Grand', '-', 'Duché', 'de', 'Luxembourg', '""', ')', 'es', 'un', 'pais', 'na', 'Europa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Francia', ',', 'Alemania', ',', 'y', 'Bélgica', '.']"	[32]	Francia	Q142	[37]	Bélgica	Q31	P530
"['Luxemburgo', '(', '""', 'Groussherzogtum', 'Lëtzebuerg', '""', ',', '""', 'Großherzogtum', 'Luxemburg', '""', ',', '""', 'Grand', '-', 'Duché', 'de', 'Luxembourg', '""', ')', 'es', 'un', 'pais', 'na', 'Europa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Francia', ',', 'Alemania', ',', 'y', 'Bélgica', '.']"	[34]	Alemania	Q183	[37]	Bélgica	Q31	P530
['En', 'el', 'estado', 'de', 'Mérida', 'hay', '23', 'municipios', 'y', 'un', 'total', 'de', '62', 'parroquias', 'en', 'todos', 'los', 'municipios', 'que', 'conforman', 'a', 'este', 'estado', 'de', 'Venezuela', '.']	[4]	Mérida	Q23551	[24]	Venezuela	Q717	P17
['El', 'Afganistán', 'es', 'un', 'pais', 'na', 'Asia', 'que', 'es', 'delimitao', 'con', 'Irán', 'na', 'oeste', ',', 'con', 'Paquistan', 'na', 'sur', 'y', 'na', 'este', ',', 'con', 'Turkmenistan', ',', 'Uzbekistan', 'y', 'Tayikistan', 'na', 'norte', 'y', 'China', 'na', 'el', 'extremo', 'mas', 'oriental', 'del', 'país', '.']	[11]	Irán	Q794	[24]	Turkmenistan	Q874	P47
['El', 'Afganistán', 'es', 'un', 'pais', 'na', 'Asia', 'que', 'es', 'delimitao', 'con', 'Irán', 'na', 'oeste', ',', 'con', 'Paquistan', 'na', 'sur', 'y', 'na', 'este', ',', 'con', 'Turkmenistan', ',', 'Uzbekistan', 'y', 'Tayikistan', 'na', 'norte', 'y', 'China', 'na', 'el', 'extremo', 'mas', 'oriental', 'del', 'país', '.']	[28]	Tayikistan	Q863	[32]	China	Q148	P47
['El', 'anterior', 'gobierno', 'taliban', 'decidido', 'cambiar', 'el', 'nombre', 'oficial', 'del', 'país', ',', 'Estado', 'Islimico', 'del', 'Afganistan', ',', 'por', 'el', 'de', 'Emirato', 'Islamico', 'del', 'Afganistan', ',', 'nombre', 'que', 'solo', 'ya', 'es', 'reconocido', 'por', 'Arabia', 'Saudita', ',', 'el', 'maga', 'Emiratos', 'Arabes', 'Unidos', 'y', 'Pakistan', '.']	[32, 33]	Arabia Saudita	Q851	[41]	Pakistan	Q843	P530
['Melo', 'es', 'una', 'ciudad', 'de', 'Uruguay', 'ubicada', 'en', 'el', 'departamento', 'de', 'Cerro', 'Largo', ',', 'a', '60', 'kilometros', 'de', 'la', 'frontera', 'con', 'Brasil', 'y', 'a390', 'kilometros', 'de', 'la', 'capital', 'nacional', 'Montevideo', 'ciudad', ',', 'sobre', 'las', 'margenes', 'del', 'arroyo', 'de', 'Conventos', '.']	[5]	Uruguay	Q77	[21]	Brasil	Q155	P530
['Mas', '14', 'millones', 'de', 'personas', '(', '22.2', 'por', 'ciento', ')', 'ta', 'queda', 'dentro', 'del', 'alrededor', 'del', 'Region', 'Metropolitana', 'de', 'Bangkok', ',', 'ta', 'hace', 'con', 'Bangkok', 'un', 'extremo', 'ciudad', 'principal', ',', 'ta', 'hace', 'diutay', 'con', 'otros', 'centros', 'urbanos', 'de', 'Tailandia', 'en', 'terminos', 'de', 'importancia', '.']	[19]	Bangkok	Q1861	[38]	Tailandia	Q869	P17
['Mas', '14', 'millones', 'de', 'personas', '(', '22.2', 'por', 'ciento', ')', 'ta', 'queda', 'dentro', 'del', 'alrededor', 'del', 'Region', 'Metropolitana', 'de', 'Bangkok', ',', 'ta', 'hace', 'con', 'Bangkok', 'un', 'extremo', 'ciudad', 'principal', ',', 'ta', 'hace', 'diutay', 'con', 'otros', 'centros', 'urbanos', 'de', 'Tailandia', 'en', 'terminos', 'de', 'importancia', '.']	[19]	Bangkok	Q1861	[38]	Tailandia	Q869	P17
"['Si', 'Edmund', 'Roberts', ',', 'ta', 'visita', 'con', 'el', 'ciudad', 'como', 'enviado', 'del', 'Estados', 'Unidos', 'en', '1833', ',', 'ya', 'señala', 'cay', 'el', 'ciudad', ',', 'desde', 'queda', 'capital', ',', 'es', 'conocido', 'como', 'Sia', '-', ""Yut'hia"", ',', 'y', 'este', 'es', 'el', 'nombre', 'ya', 'usa', 'en', 'maga', 'tratado', 'internacional', 'del', 'periodo', 'o', 'tiempo', '.']"	[1, 2]	Edmund Roberts	Q5339785	[12, 13]	Estados Unidos	Q30	P27
['Mexicanos', '-', 'Americans', 'son', 'habitans', 'de', 'Estados', 'Unidos', 'de', 'America', 'con', 'genes', 'de', 'México', '.']	[6, 7, 8, 9]	Estados Unidos de America	Q30	[13]	México	Q96	P47
['Es', 'el', 'primer', 'y', 'solamente', 'la', 'universidad', 'médica', 'en', 'las', 'Filipinas', 'y', 'está', 'construyendo', 'actualmente', 'un', 'edificio', 'principal', 'del', 'nueve', '-', 'cuento', 'en', 'el', 'Boardwalk', 'de', 'Cebú', 'en', 'cerca', 'ciudad', 'de', 'Mandaue', '.']	[26]	Cebú	Q1467	[10]	Filipinas	Q928	P17
['Con', 'su', 'maga', 'frontieras', 'con', 'Tennessee', ',', 'Carolina', 'del', 'Norte', ',', 'Florida', 'y', 'Alabama', '.']	[5]	Tennessee	Q1509	[13]	Alabama	Q173	P47
['Con', 'su', 'maga', 'frontieras', 'con', 'Tennessee', ',', 'Carolina', 'del', 'Norte', ',', 'Florida', 'y', 'Alabama', '.']	[11]	Florida	Q812	[13]	Alabama	Q173	P47
"['Mongolia', '(', 'Монгол', 'Улс', ',', '""', 'Mongol', 'Uls', '""', ')', 'es', 'un', 'pais', 'na', 'Asia', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Rusia', 'al', 'norte', 'y', 'con', 'China', 'al', 'sur', '.']"	[22]	Rusia	Q159	[27]	China	Q148	P530
"['Guinea', 'Ecuatorial', '(', '""', 'República', 'de', 'Guinea', 'Ecuatorial', '""', ',', '""', 'République', 'de', 'Guinée', 'Équatoriale', '""', ',', '""', 'República', 'da', 'Guiné', 'Equatorial', '""', ')', 'es', 'un', 'pais', 'de', 'Africa', 'central', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Camerún', 'en', 'el', 'norte', ',', 'Gabón', 'en', 'el', 'sur', 'y', 'el', 'golfo', 'de', 'Guinea', 'al', 'oeste', ',', 'donde', 'las', 'islas', 'de', 'Santo', 'Tomé', 'y', 'Príncipe', 'se', 'ubican', 'al', 'suroeste', '.']"	[37]	Camerún	Q1009	[42]	Gabón	Q1000	P47
"['Guinea', 'Ecuatorial', '(', '""', 'República', 'de', 'Guinea', 'Ecuatorial', '""', ',', '""', 'République', 'de', 'Guinée', 'Équatoriale', '""', ',', '""', 'República', 'da', 'Guiné', 'Equatorial', '""', ')', 'es', 'un', 'pais', 'de', 'Africa', 'central', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Camerún', 'en', 'el', 'norte', ',', 'Gabón', 'en', 'el', 'sur', 'y', 'el', 'golfo', 'de', 'Guinea', 'al', 'oeste', ',', 'donde', 'las', 'islas', 'de', 'Santo', 'Tomé', 'y', 'Príncipe', 'se', 'ubican', 'al', 'suroeste', '.']"	[42]	Gabón	Q1000	[58, 59, 60, 61]	Santo Tomé y Príncipe	Q1039	P47
['Paraguarí', 'es', 'el', 'capital', 'y', 'el', 'ciudad', 'mas', 'grande', 'del', 'departamento', 'de', 'Paraguarí', ',', 'del', 'nacion', 'de', 'Paraguay', '.']	[0]	Paraguarí	Q917103	[17]	Paraguay	Q733	P17
"['Chequia', '(', '""', 'Česká', 'republika', '""', ')', 'es', 'un', 'pais', 'na', 'Europa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Alemania', 'el', 'oeste', ',', 'con', 'Austria', 'el', 'sur', ',', 'con', 'Eslovaquia', 'el', 'este', 'y', 'con', 'Polonia', 'el', 'norte', '.']"	[19]	Alemania	Q183	[24]	Austria	Q40	P530
"['Chequia', '(', '""', 'Česká', 'republika', '""', ')', 'es', 'un', 'pais', 'na', 'Europa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Alemania', 'el', 'oeste', ',', 'con', 'Austria', 'el', 'sur', ',', 'con', 'Eslovaquia', 'el', 'este', 'y', 'con', 'Polonia', 'el', 'norte', '.']"	[19]	Alemania	Q183	[29]	Eslovaquia	Q214	P530
"['Chequia', '(', '""', 'Česká', 'republika', '""', ')', 'es', 'un', 'pais', 'na', 'Europa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Alemania', 'el', 'oeste', ',', 'con', 'Austria', 'el', 'sur', ',', 'con', 'Eslovaquia', 'el', 'este', 'y', 'con', 'Polonia', 'el', 'norte', '.']"	[19]	Alemania	Q183	[34]	Polonia	Q36	P530
"['Chequia', '(', '""', 'Česká', 'republika', '""', ')', 'es', 'un', 'pais', 'na', 'Europa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Alemania', 'el', 'oeste', ',', 'con', 'Austria', 'el', 'sur', ',', 'con', 'Eslovaquia', 'el', 'este', 'y', 'con', 'Polonia', 'el', 'norte', '.']"	[24]	Austria	Q40	[29]	Eslovaquia	Q214	P530
"['Chequia', '(', '""', 'Česká', 'republika', '""', ')', 'es', 'un', 'pais', 'na', 'Europa', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Alemania', 'el', 'oeste', ',', 'con', 'Austria', 'el', 'sur', ',', 'con', 'Eslovaquia', 'el', 'este', 'y', 'con', 'Polonia', 'el', 'norte', '.']"	[29]	Eslovaquia	Q214	[34]	Polonia	Q36	P530
['La', 'Mar', 'de', 'Filipinas', 'se', 'encuentra', 'en', 'la', 'parte', 'oeste', 'del', 'Oceano', 'pacifico', 'bordeado', 'por', 'el', 'mar', 'de', 'las', 'Filipinas', 'y', 'Taiwán', 'en', 'el', 'oeste', ',', 'Japon', 'por', 'el', 'norte', 'las', 'Marianas', 'oriente', 'kaj', 'Palau', 'sude', '.']	[21]	Taiwán	Q865	[34]	Palau	Q695	P530
['Na', 'Estados', 'Unidos', ',', 'está', 'el', 'dolar', ';', 'na', 'México', 'y', 'Filipinas', ',', 'el', 'peso', ',', 'y', 'na', 'España', ',', 'el', 'gente', 'usa', 'el', 'euro', '.']	[1, 2]	Estados Unidos	Q30	[9]	México	Q96	P530
['Na', 'Estados', 'Unidos', ',', 'está', 'el', 'dolar', ';', 'na', 'México', 'y', 'Filipinas', ',', 'el', 'peso', ',', 'y', 'na', 'España', ',', 'el', 'gente', 'usa', 'el', 'euro', '.']	[1, 2]	Estados Unidos	Q30	[11]	Filipinas	Q928	P530
['Na', 'Estados', 'Unidos', ',', 'está', 'el', 'dolar', ';', 'na', 'México', 'y', 'Filipinas', ',', 'el', 'peso', ',', 'y', 'na', 'España', ',', 'el', 'gente', 'usa', 'el', 'euro', '.']	[9]	México	Q96	[11]	Filipinas	Q928	P530
['Na', 'Estados', 'Unidos', ',', 'está', 'el', 'dolar', ';', 'na', 'México', 'y', 'Filipinas', ',', 'el', 'peso', ',', 'y', 'na', 'España', ',', 'el', 'gente', 'usa', 'el', 'euro', '.']	[9]	México	Q96	[18]	España	Q29	P530
['Na', 'Estados', 'Unidos', ',', 'está', 'el', 'dolar', ';', 'na', 'México', 'y', 'Filipinas', ',', 'el', 'peso', ',', 'y', 'na', 'España', ',', 'el', 'gente', 'usa', 'el', 'euro', '.']	[11]	Filipinas	Q928	[18]	España	Q29	P530
['Marianna', 'Madia', '(', 'Roma', ',', '5', 'de', 'Setembre', 'de', '1980', ',', 'Italia', ')', 'es', 'una', 'diputada', 'el', 'Partido', 'Democratico', ' ', 'Na', '21', 'de', 'Febrero', 'del', '2014', ',', 'el', 'presidente', 'Matteo', 'Renzi', 'ya', 'nombra', 'a', 'Madia', 'Ministra', 'de', 'Administración', 'Publica', 'y', 'de', 'Simplificación', '.']	[3]	Roma	Q220	[11]	Italia	Q38	P17
['Rivera', 'es', 'un', 'departamento', 'de', 'Uruguay', 'ubicado', 'en', 'el', 'noreste', 'del', 'país', ',', 'limita', 'al', 'este', 'con', 'Brasil', ',', 'al', 'sur', 'con', 'Cerro', 'Largo', 'y', 'Tacuarembó', ',', 'y', 'al', 'oeste', 'con', 'Salto', '.']	[5]	Uruguay	Q77	[17]	Brasil	Q155	P530
"[' ', 'En', 'los', 'principios', 'de', '1963', ',', 'la', 'World', 'Wide', 'Wrestling', 'Federation', 'estuvo', 'formada', 'por', 'McMahon', 'y', 'Mondt', ',', 'siguiendo', 'con', 'una', 'disputa', 'con', 'NWA', '(', 'National', 'Wrestling', 'Alliance', ')', 'con', '""', 'Nature', 'Boy', '""', '.']"	[8, 9, 10, 11]	World Wide Wrestling Federation	Q35339	[15]	McMahon	Q44430	P112
['Vivió', 'sus', 'primeros', 'años', 'en', 'la', 'corte', 'de', 'Portugal', ',', 'pero', 'su', 'afán', 'de', 'aventuras', 'le', 'hizo', 'embarcarse', 'hacia', 'el', 'Extremo', 'Oriente', ',', 'donde', 'las', 'factorías', 'portuguesas', 'vivían', 'una', 'época', 'de', 'esplendor', 'en', 'sus', 'relaciones', 'con', 'los', 'territorios', 'que', 'actualmente', 'conforman', 'Malasia', ',', 'Indonesia', 'y', 'Filipinas', '.']	[41]	Malasia	Q833	[45]	Filipinas	Q928	P47
['Vivió', 'sus', 'primeros', 'años', 'en', 'la', 'corte', 'de', 'Portugal', ',', 'pero', 'su', 'afán', 'de', 'aventuras', 'le', 'hizo', 'embarcarse', 'hacia', 'el', 'Extremo', 'Oriente', ',', 'donde', 'las', 'factorías', 'portuguesas', 'vivían', 'una', 'época', 'de', 'esplendor', 'en', 'sus', 'relaciones', 'con', 'los', 'territorios', 'que', 'actualmente', 'conforman', 'Malasia', ',', 'Indonesia', 'y', 'Filipinas', '.']	[43]	Indonesia	Q252	[45]	Filipinas	Q928	P47
['Agnes', 'Monica', 'Muljoto', '(', 'n.', 'Indonesia', ',', '1', 'de', 'Julio', 'de', '1986', ')', 'es', 'un', 'cantor', 'de', 'Indonesia', '.']	[5]	Indonesia	Q252	[5]	Indonesia	Q252	P17
['Que', 'contiene', 'en', '4', 'países', ':', 'Brasil', ',', 'Portugal', ',', 'Angola', ',', 'Moçambique', ',', 'Guiné', '-', 'Bissau', ',', 'Cabo', 'Verde', ',', 'Timor', '-', 'Leste', ',', 'Macau', 'y', 'São', 'Tomé', 'e', 'Principe', '.']	[6]	Brasil	Q155	[8]	Portugal	Q45	P530
['Que', 'contiene', 'en', '4', 'países', ':', 'Brasil', ',', 'Portugal', ',', 'Angola', ',', 'Moçambique', ',', 'Guiné', '-', 'Bissau', ',', 'Cabo', 'Verde', ',', 'Timor', '-', 'Leste', ',', 'Macau', 'y', 'São', 'Tomé', 'e', 'Principe', '.']	[6]	Brasil	Q155	[10]	Angola	Q916	P530
['Que', 'contiene', 'en', '4', 'países', ':', 'Brasil', ',', 'Portugal', ',', 'Angola', ',', 'Moçambique', ',', 'Guiné', '-', 'Bissau', ',', 'Cabo', 'Verde', ',', 'Timor', '-', 'Leste', ',', 'Macau', 'y', 'São', 'Tomé', 'e', 'Principe', '.']	[6]	Brasil	Q155	[18, 19]	Cabo Verde	Q1011	P530
['Que', 'contiene', 'en', '4', 'países', ':', 'Brasil', ',', 'Portugal', ',', 'Angola', ',', 'Moçambique', ',', 'Guiné', '-', 'Bissau', ',', 'Cabo', 'Verde', ',', 'Timor', '-', 'Leste', ',', 'Macau', 'y', 'São', 'Tomé', 'e', 'Principe', '.']	[8]	Portugal	Q45	[10]	Angola	Q916	P530
['Que', 'contiene', 'en', '4', 'países', ':', 'Brasil', ',', 'Portugal', ',', 'Angola', ',', 'Moçambique', ',', 'Guiné', '-', 'Bissau', ',', 'Cabo', 'Verde', ',', 'Timor', '-', 'Leste', ',', 'Macau', 'y', 'São', 'Tomé', 'e', 'Principe', '.']	[8]	Portugal	Q45	[18, 19]	Cabo Verde	Q1011	P530
['Que', 'contiene', 'en', '4', 'países', ':', 'Brasil', ',', 'Portugal', ',', 'Angola', ',', 'Moçambique', ',', 'Guiné', '-', 'Bissau', ',', 'Cabo', 'Verde', ',', 'Timor', '-', 'Leste', ',', 'Macau', 'y', 'São', 'Tomé', 'e', 'Principe', '.']	[10]	Angola	Q916	[18, 19]	Cabo Verde	Q1011	P530
['Ya', 'enterrá', 'ele', 'na', 'pueblo', 'de', 'origen', 'de', 'suyo', 'de', 'Sarrat', ',', 'Ilocos', 'Norte', '.']	[10]	Sarrat	Q39673	[12, 13]	Ilocos Norte	Q13813	P131
['Veronica', 'Scopelliti', '(', 'nacimiento', ':', '25', 'de', 'Enero', ',', '1982', '-', 'Roma', ',', 'Italia', ')', ',', 'mas', 'popular', 'como', 'si', 'Noemi', ',', 'es', 'una', 'cantora', 'de', 'Italia', '.']	[11]	Roma	Q220	[13]	Italia	Q38	P17
['Veronica', 'Scopelliti', '(', 'nacimiento', ':', '25', 'de', 'Enero', ',', '1982', '-', 'Roma', ',', 'Italia', ')', ',', 'mas', 'popular', 'como', 'si', 'Noemi', ',', 'es', 'una', 'cantora', 'de', 'Italia', '.']	[11]	Roma	Q220	[13]	Italia	Q38	P17
['Veronica', 'Scopelliti', '(', 'nacimiento', ':', '25', 'de', 'Enero', ',', '1982', '-', 'Roma', ',', 'Italia', ')', ',', 'mas', 'popular', 'como', 'si', 'Noemi', ',', 'es', 'una', 'cantora', 'de', 'Italia', '.']	[13]	Italia	Q38	[13]	Italia	Q38	P17
['El', 'Seki', 'Takakazu', 'ta', 'nacido', 'na', 'Fujioka', ',', 'Gunma', 'o', 'Edo', ',', 'c.', '1642', ',', 'muerto', 'na', '5', 'de', 'diciembre', 'del', '1708', ',', 'ay', 'un', 'matematico', '.']	[1, 2]	Seki Takakazu	Q470531	[6, 7, 8]	Fujioka, Gunma	Q596486	P19
[' ', 'Correa', ',', 'pertenece', 'el', 'Partido', 'Alianza', 'PAIS', ',', '56º', 'presidente', 'de', 'Ecuador', ',', 'cargo', 'ay', 'desempeña', 'desde', 'el', '15', 'de', 'Enero', 'de', '2007', '.']	[1]	Correa	Q19581	[6, 7]	Alianza PAIS	Q289078	P102
[' ', 'Correa', ',', 'pertenece', 'el', 'Partido', 'Alianza', 'PAIS', ',', '56º', 'presidente', 'de', 'Ecuador', ',', 'cargo', 'ay', 'desempeña', 'desde', 'el', '15', 'de', 'Enero', 'de', '2007', '.']	[1]	Correa	Q19581	[12]	Ecuador	Q736	P27
[' ', 'Correa', ',', 'pertenece', 'el', 'Partido', 'Alianza', 'PAIS', ',', '56º', 'presidente', 'de', 'Ecuador', ',', 'cargo', 'ay', 'desempeña', 'desde', 'el', '15', 'de', 'Enero', 'de', '2007', '.']	[6, 7]	Alianza PAIS	Q289078	[12]	Ecuador	Q736	P17
['Guiwan', '-', 'es', 'un', 'barrio', 'locao', 'na', 'Ciudad', 'de', 'Zamboanga', ',', 'Filipinas', '.']	[7, 8, 9]	Ciudad de Zamboanga	Q1629	[11]	Filipinas	Q928	P17
"['Turkmenistan', '(', '""', 'Türkmenistan', '""', ')', 'es', 'un', 'pais', 'de', 'Asia', 'Central', 'con', 'las', 'sus', 'maga', 'frontieras', 'ay', 'con', 'Kazajistán', ',', 'Uzbekistán', ',', 'Irán', ',', 'Afghanistan', ',', 'y', 'el', 'mar', 'Caspio', '.']"	[19]	Kazajistán	Q232	[21]	Uzbekistán	Q265	P47
