Tokens	Left_Offset	Left	Left_ID	Right_Offset	Right	Right_ID	Property
['Dante', 'Alighieri', '(', 'Durante', 'degli', 'Alighieri', 'nonmen', '«', 'Dante', '»', ')', 'sa', 'roun', 'powèt', ',', 'markè', '-', 'palò', 'é', 'wonm', 'politik', 'floranten', 'né', 'ant', 'mi', '-', 'mè', '-', 'a', 'é', 'mi', '-', 'jen', '-', 'an', '1265', 'atè', 'Florence', 'é', 'mouri', '14', 'sèptanm', '1321', 'atè', 'Ravenne', '.', '«']	[0]	Dante	Q1067	[37]	Florence	Q2044	P19
['Roun', 'dé', 'pronmyé', 'létablisman', 'kolonnyal', 'di', 'Vénézwéla', 'té', 'lavil', '-', 'a', 'di', 'Nueva', 'Cadiz', 'annan', 'zilé', 'di', 'Cubagua', ',', 'sa', 'lavil', 'jòdla', 'disparèt', '.']	[6]	Vénézwéla	Q717	[17]	Cubagua	Q1142895	P17
['Mohandas', 'Karamchand', 'Gandhi', '(', 'an', 'gujarati', 'મોહનદાસ', 'કરમચંદ', 'ગાંધી', '(', 'mohandās', 'karamcaṃd', 'gāndhī', ')', ',', 'API[ˈmoː.ɦən.d̪aːs', 'ˈkə.rəm.t͡ʃənd̪', 'ˈɡaːn.d̪ʱi', ']', ')', ',', 'né', 'atè', 'Porbandar', '(', 'Gujarat', ')', '2', 'òktòb', '1869', 'é', 'mouri', 'asasiné', 'atè', 'Delhi', '30', 'janvyé', '1948', ',', 'sa', 'roun', 'dirijan', 'politik', ',', 'enpòrtan', 'gid', 'spiritchwèl', 'di', 'Lend', 'é', 'di', 'mouvman', 'pou', 'endépandans', 'di', 'sa', 'péyi', '.']	[6, 7, 8]	મોહનદાસ કરમચંદ ગાંધી	Q1001	[23]	Porbandar	Q6419912	P19
['Baròk', '-', 'a', 'sa', 'roun', 'mouvman', 'artistik', 'ki', 'ka', 'trouvé', 'so', 'lorijin', 'an', 'Itali', 'annan', 'dé', 'lavil', 'tèl', 'ki', 'Rom', ',', 'Mantou', ',', 'Véniz', 'ké', 'Florans', 'dè', 'milyé', 'di', 'xvie', 'syèk', 'é', 'ki', 'ka', 'tèrminé', 'o', 'milyé', 'di', 'xviiie', 'syèk', '.']	[13]	Itali	Q38	[19]	Rom	Q220	P36
['Préfègtir', 'apostolik', '-', 'a', 'sa', 'alò', 'konfyé', 'o', 'klèrjé', 'sékilyé', 'jouk', 'déklanchman', 'di', 'ségon', 'lagèr', 'mondjal', '-', 'a.', '10', 'janvyé', '1933', ',', 'préfègtir', 'apostolik', '-', 'a', 'sa', 'élvé', 'o', 'ran', 'di', 'Vikarya', 'apostolik', 'pa', 'brèf', 'apostolik', '-', 'a', 'Quae', 'catholico', 'nomini', 'di', 'Pap', 'Pie', 'XI', ',', 'puis', 'de', 'diocèse', 'de', 'Cayenne', 'le', '23', 'février', '1956', 'pa', 'bòbòl', 'sollicitudine', 'isi', 'di', 'Pap', 'Pie', 'XII', '.']	[42]	Pap	Q19546	[43, 44]	Pie XI	Q42323	P39
['Préfègtir', 'apostolik', '-', 'a', 'sa', 'alò', 'konfyé', 'o', 'klèrjé', 'sékilyé', 'jouk', 'déklanchman', 'di', 'ségon', 'lagèr', 'mondjal', '-', 'a.', '10', 'janvyé', '1933', ',', 'préfègtir', 'apostolik', '-', 'a', 'sa', 'élvé', 'o', 'ran', 'di', 'Vikarya', 'apostolik', 'pa', 'brèf', 'apostolik', '-', 'a', 'Quae', 'catholico', 'nomini', 'di', 'Pap', 'Pie', 'XI', ',', 'puis', 'de', 'diocèse', 'de', 'Cayenne', 'le', '23', 'février', '1956', 'pa', 'bòbòl', 'sollicitudine', 'isi', 'di', 'Pap', 'Pie', 'XII', '.']	[43, 44]	Pie XI	Q42323	[42]	Pap	Q19546	P39
['Arm', 'nikléyèr', 'pa', 'té', 'itilizé', 'di', 'fason', 'opétasyonèl', 'ki', 'pa', 'Étazini', '-', 'ya', 'lò', 'dé', 'bonbardman', 'dé', 'lavil', 'japinèz', 'di', 'Hiroshima', 'é', 'di', 'Nagasaki', 'pannan', 'Ségonn', 'Lagèr', 'mondjal', '-', 'a', ',', 'ki', 'ka', 'antréné', 'anviron', 'trwa', 'san', 'mil', 'mò', '.']	[20]	Hiroshima	Q34664	[23]	Nagasaki	Q38234	P190
['Bombay', 'oben', 'Mumbai', '(', 'marathi', ':', 'मुंबई(mumbaī', ')', ')', 'sa', 'kapital', '-', 'a', 'di', 'Léta', 'endjen', 'di', 'Maharashtra', '.']	[2]	Mumbai	Q1156	[17]	Maharashtra	Q1191	P131
['Bombay', 'oben', 'Mumbai', '(', 'marathi', ':', 'मुंबई(mumbaī', ')', ')', 'sa', 'kapital', '-', 'a', 'di', 'Léta', 'endjen', 'di', 'Maharashtra', '.']	[6]	मुंबई(mumbaī	Q1156	[17]	Maharashtra	Q1191	P131
['Inyon', 'dé', 'répiblik', 'sosyalis', 'sovyétik', ',', 'abréjé', 'an', 'IRSS', ',', 'ou', 'an', 'Inyon', 'sovyétik', '(', 'an', 'ris', ':', 'Союз', 'Советских', 'Социалистических', 'Республик', ',', 'abréjé', 'an', ':', 'СССР', ';', 'transkrisyon', ':', 'Soïouz', 'Sovietskikh', 'Sotsialistitcheskikh', 'Riespoublik', ',', 'SSSR', ';', 'litéralman', '«', 'Inyon', 'di', 'sé', 'répiblik', 'sosyalis', 'di', 'sé', 'konsèy', '»', ')', ',', 'sa', 'roun', 'Léta', 'fédéral', 'a', 'réjim', 'kominis', ',', 'formé', 'di', 'kenz', 'Répiblik', 'sosyalis', 'sovyétik', 'dit', '«', 'inyonal', '»', 'an', 'IRSS', ':', 'союзной', ',', 'ki', 'té', 'ègzisté', 'di', '30', 'désanm', '1922', 'jouk', 'so', 'disolousyon', '26', 'désanm', '1991', '.']	[18, 19, 20, 21]	Союз Советских Социалистических Республик	Q15180	[26]	СССР	Q15180	P17
['Inyon', 'dé', 'répiblik', 'sosyalis', 'sovyétik', ',', 'abréjé', 'an', 'IRSS', ',', 'ou', 'an', 'Inyon', 'sovyétik', '(', 'an', 'ris', ':', 'Союз', 'Советских', 'Социалистических', 'Республик', ',', 'abréjé', 'an', ':', 'СССР', ';', 'transkrisyon', ':', 'Soïouz', 'Sovietskikh', 'Sotsialistitcheskikh', 'Riespoublik', ',', 'SSSR', ';', 'litéralman', '«', 'Inyon', 'di', 'sé', 'répiblik', 'sosyalis', 'di', 'sé', 'konsèy', '»', ')', ',', 'sa', 'roun', 'Léta', 'fédéral', 'a', 'réjim', 'kominis', ',', 'formé', 'di', 'kenz', 'Répiblik', 'sosyalis', 'sovyétik', 'dit', '«', 'inyonal', '»', 'an', 'IRSS', ':', 'союзной', ',', 'ki', 'té', 'ègzisté', 'di', '30', 'désanm', '1922', 'jouk', 'so', 'disolousyon', '26', 'désanm', '1991', '.']	[18, 19, 20, 21]	Союз Советских Социалистических Республик	Q15180	[35]	SSSR	Q15180	P17
['Inyon', 'dé', 'répiblik', 'sosyalis', 'sovyétik', ',', 'abréjé', 'an', 'IRSS', ',', 'ou', 'an', 'Inyon', 'sovyétik', '(', 'an', 'ris', ':', 'Союз', 'Советских', 'Социалистических', 'Республик', ',', 'abréjé', 'an', ':', 'СССР', ';', 'transkrisyon', ':', 'Soïouz', 'Sovietskikh', 'Sotsialistitcheskikh', 'Riespoublik', ',', 'SSSR', ';', 'litéralman', '«', 'Inyon', 'di', 'sé', 'répiblik', 'sosyalis', 'di', 'sé', 'konsèy', '»', ')', ',', 'sa', 'roun', 'Léta', 'fédéral', 'a', 'réjim', 'kominis', ',', 'formé', 'di', 'kenz', 'Répiblik', 'sosyalis', 'sovyétik', 'dit', '«', 'inyonal', '»', 'an', 'IRSS', ':', 'союзной', ',', 'ki', 'té', 'ègzisté', 'di', '30', 'désanm', '1922', 'jouk', 'so', 'disolousyon', '26', 'désanm', '1991', '.']	[26]	СССР	Q15180	[35]	SSSR	Q15180	P17
['an', 'penjabi', ',', 'ਗੁਰੂ', 'ਨਾਨਕ', 'ਦੇਵ', '(', 'Gurū', 'Nānak', 'Dev', ')', ')', '(', '15', 'avril', '1469', ',', 'atè', 'Talwandi', 'annan', 'atchwèl', 'Pendjab', 'pakistanè', '-', '7', 'mè', '1539', ',', 'atè', 'Kartarpur', ',', 'Penjab', 'endjen', ')', 'té', 'roun', 'mistik', 'é', 'powèt', 'endjen', ',', 'mèt', 'fondatò', 'di', 'Sikhism', 'é', 'pronmyé', 'dé', 'dis', 'Guru', 'di', 'sikhism', '.']	[3, 4, 5]	ਗੁਰੂ ਨਾਨਕ ਦੇਵ	Q83322	[18]	Talwandi	Q2353077	P19
['an', 'penjabi', ',', 'ਗੁਰੂ', 'ਨਾਨਕ', 'ਦੇਵ', '(', 'Gurū', 'Nānak', 'Dev', ')', ')', '(', '15', 'avril', '1469', ',', 'atè', 'Talwandi', 'annan', 'atchwèl', 'Pendjab', 'pakistanè', '-', '7', 'mè', '1539', ',', 'atè', 'Kartarpur', ',', 'Penjab', 'endjen', ')', 'té', 'roun', 'mistik', 'é', 'powèt', 'endjen', ',', 'mèt', 'fondatò', 'di', 'Sikhism', 'é', 'pronmyé', 'dé', 'dis', 'Guru', 'di', 'sikhism', '.']	[7, 8, 9]	Gurū Nānak Dev	Q83322	[18]	Talwandi	Q2353077	P19
['Di', 'ròt', 'koté', '-', 'a', 'di', 'flòv', ',', 'larout', '-', 'a', 'BR-156', ',', 'ki', 'parsyèlman', 'asfalté', ',', 'ka', 'pèrmèt', 'di', 'roujwenn', 'kapital', '-', 'a', 'di', 'Lanmanpa', ',', 'Makapa', '.']	[25]	Lanmanpa	Q40130	[27]	Makapa	Q180215	P36
['Salvador', 'Dalí', ',', 'di', 'so', 'non', 'konplè', 'Salvador', 'Domingo', 'Felipe', 'Jacinto', 'Dalí', 'i', 'Domènech', ',', 'marquis', 'de', 'Dalí', 'de', 'Púbol', ',', 'né', 'koté', 'Figueras', 'lou', '11', 'mè', '1904', ',', 'é', 'désédé', 'annan', 'menm', 'vil', ',', 'lou', '23', 'janvyé', '1989', ',', 'sa', 'roun', 'pent', ',', 'skiltò', ',', 'gravò', ',', 'sénaris', 'é', ' ', 'markè', '-', 'palò', 'catalan', 'di', 'nasyonalité', 'èspagnol', '.']	[1]	Dalí	Q5577	[23]	Figueras	Q6839	P19
['Selena', 'Gomez', '(', 'prounonsé', 'an', 'xhosa', '[', '\u2006', 'Billie', 'Eilish', ']', ')', ',', 'don', 'non', 'di', 'klan', 'tribal', ',', 'né23', 'mwa', '2001', 'atè', 'Los', 'Angeles', ';', 'singer', 'en', 'Hollywood']	[8, 9]	Billie Eilish	Q29564107	[23, 24]	Los Angeles	Q65	P19
['Sala', 'sa', 'chakin', 'plennman', 'Légliz', 'katolik', 'andan', 'mizour', 'où', 'yé', 'sa', 'an', 'konminyon', 'ké', 'pap', ',', 'ki', 'sa', 'lévèk', 'di', 'Rom', 'é', 'konsidéré', 'kou', 'siksésò', 'di', 'sen', 'Pierre', ',', 'é', 'an', 'konminyon', 'roun', 'ké', 'ròt', '.']	[20]	Rom	Q220	[27]	Pierre	Q33923	P417
['Lavil', '-', 'a', 'ki', 'sa', 'pi', 'péplé', '-', 'a', 'di', 'Lafrans', ',', 'li', 'sa', 'katriyenm', 'parmi', 'lè', 'irben', 'éropéyen', '-', 'yan', 'dèyè', 'Mòskou', ',', 'Istanbul', 'ké', 'Lonn', 'é', '29e', 'pli', 'péplé', 'di', 'monn', '.']	[22]	Mòskou	Q649	[26]	Lonn	Q84	P190
['Lavil', '-', 'a', 'ki', 'sa', 'pi', 'péplé', '-', 'a', 'di', 'Lafrans', ',', 'li', 'sa', 'katriyenm', 'parmi', 'lè', 'irben', 'éropéyen', '-', 'yan', 'dèyè', 'Mòskou', ',', 'Istanbul', 'ké', 'Lonn', 'é', '29e', 'pli', 'péplé', 'di', 'monn', '.']	[24]	Istanbul	Q406	[26]	Lonn	Q84	P190
['Nou', 'ka', 'trouvé', 'answit', 'Lutetia', 'apud', 'Parisios', 'o', 'ive', 'siècle', '(', 'Parisios', 'ki', 'sa', 'à', 'lakizatif', 'pliryèl', '-', 'a', ')', ';', 'épi', 'Parisios', '[', 'usque', ']', 'an', '400', '-', '410', ',', 'é', 'anfen', 'Pari', ',', 'atèsté', 'dipi', '887', '.']	[4]	Lutetia	Q90	[6]	Parisios	Q656902	P138
['Nou', 'ka', 'trouvé', 'answit', 'Lutetia', 'apud', 'Parisios', 'o', 'ive', 'siècle', '(', 'Parisios', 'ki', 'sa', 'à', 'lakizatif', 'pliryèl', '-', 'a', ')', ';', 'épi', 'Parisios', '[', 'usque', ']', 'an', '400', '-', '410', ',', 'é', 'anfen', 'Pari', ',', 'atèsté', 'dipi', '887', '.']	[4]	Lutetia	Q90	[6]	Parisios	Q656902	P138
['Nou', 'ka', 'trouvé', 'answit', 'Lutetia', 'apud', 'Parisios', 'o', 'ive', 'siècle', '(', 'Parisios', 'ki', 'sa', 'à', 'lakizatif', 'pliryèl', '-', 'a', ')', ';', 'épi', 'Parisios', '[', 'usque', ']', 'an', '400', '-', '410', ',', 'é', 'anfen', 'Pari', ',', 'atèsté', 'dipi', '887', '.']	[4]	Lutetia	Q90	[6]	Parisios	Q656902	P138
['Nou', 'ka', 'trouvé', 'answit', 'Lutetia', 'apud', 'Parisios', 'o', 'ive', 'siècle', '(', 'Parisios', 'ki', 'sa', 'à', 'lakizatif', 'pliryèl', '-', 'a', ')', ';', 'épi', 'Parisios', '[', 'usque', ']', 'an', '400', '-', '410', ',', 'é', 'anfen', 'Pari', ',', 'atèsté', 'dipi', '887', '.']	[6]	Parisios	Q656902	[33]	Pari	Q90	P138
['Nou', 'ka', 'trouvé', 'answit', 'Lutetia', 'apud', 'Parisios', 'o', 'ive', 'siècle', '(', 'Parisios', 'ki', 'sa', 'à', 'lakizatif', 'pliryèl', '-', 'a', ')', ';', 'épi', 'Parisios', '[', 'usque', ']', 'an', '400', '-', '410', ',', 'é', 'anfen', 'Pari', ',', 'atèsté', 'dipi', '887', '.']	[6]	Parisios	Q656902	[33]	Pari	Q90	P138
['Nou', 'ka', 'trouvé', 'answit', 'Lutetia', 'apud', 'Parisios', 'o', 'ive', 'siècle', '(', 'Parisios', 'ki', 'sa', 'à', 'lakizatif', 'pliryèl', '-', 'a', ')', ';', 'épi', 'Parisios', '[', 'usque', ']', 'an', '400', '-', '410', ',', 'é', 'anfen', 'Pari', ',', 'atèsté', 'dipi', '887', '.']	[6]	Parisios	Q656902	[33]	Pari	Q90	P138
"['Tadjikistan', ',', 'an', 'form', 'long', 'Répiblik', 'di', 'Tadjikistan', ',', 'an', 'tadjik', 'Tojikiston', ',', 'Тоҷикистон', 'é', 'Jumhurii', 'Tojikiston', ',', 'Ҷумҳурии', 'Тоҷикистон', ',', 'sa', 'roun', 'péyi', 'montagné', ""d'Azi"", 'santral', '.']"	[11]	Tojikiston	Q863	[13]	Тоҷикистон	Q863	P17
['Koumansmandi', 'règn', 'di', 'Lý', 'Anh', 'Tông', ',', 'rwa', 'di', 'Đại', 'Việt', '(', 'Viêt', 'Nam', ')', '(', 'finisman', 'an', '1175', ')', '.']	[9, 10]	Đại Việt	Q430309	[12, 13]	Viêt Nam	Q881	P17
['Soutou', 'konnèt', 'pou', 'so', 'roman', 'Le', 'Procès(Der', 'Prozeß', ')', 'ké', 'Le', 'Château', '(', 'Das', 'Schloß', ')', ',', 'ensi', 'ki', 'pou', 'nouvèl', '-', 'ya', 'La', 'Métamorphose', '(', 'Die', 'Verwandlung', ')', 'é', 'La', 'Colonie', 'pénitentiaire', '(', 'In', 'der', 'Strafkolonie', ')', ',', 'Franz', 'Kafka', 'ka', 'lésé', 'soupannan', 'oun', 'òv', 'pli', 'vas', ',', 'karaktérizé', 'pa', 'roun', 'latmòstfè', 'kochmardès', ',', 'sinis', ',', 'koté', 'birokrasi', '-', 'a', 'ké', 'sosyété', 'enpèrsonnèl', '-', 'a', 'té', 'di', 'plizanpli', 'di', 'priz', 'asou', 'endividi', '.']	[5, 6]	Le Procès(Der	Q36097	[39, 40]	Franz Kafka	Q905	P50
['Larisi', '-', 'a', 'oben', 'Risi', '-', 'a', ',', 'an', 'fòrm', 'lonng', 'fédérasyon', 'di', 'Risi', '(', 'an', 'ris', ':', 'Россия', ';', 'fòrm', 'lonng', ':', 'Российская', 'Федерация', ')', ',', 'sa', 'roun', 'Léta', 'fédéral', 'transkontinantal', 'don', 'téritwar', '-', 'a', 'sa', 'pli', 'vas', '-', 'a', 'di', 'planèt', '-', 'a.', 'So', 'popilasyon', 'sa', 'èstimé', 'à', '146,88', 'milyon', 'di', 'zabitan', 'an', '2018', '.']	[4]	Risi	Q159	[23, 24]	Российская Федерация	Q159	P17
['Larisi', '-', 'a', 'oben', 'Risi', '-', 'a', ',', 'an', 'fòrm', 'lonng', 'fédérasyon', 'di', 'Risi', '(', 'an', 'ris', ':', 'Россия', ';', 'fòrm', 'lonng', ':', 'Российская', 'Федерация', ')', ',', 'sa', 'roun', 'Léta', 'fédéral', 'transkontinantal', 'don', 'téritwar', '-', 'a', 'sa', 'pli', 'vas', '-', 'a', 'di', 'planèt', '-', 'a.', 'So', 'popilasyon', 'sa', 'èstimé', 'à', '146,88', 'milyon', 'di', 'zabitan', 'an', '2018', '.']	[4]	Risi	Q159	[23, 24]	Российская Федерация	Q159	P17
['Larisi', '-', 'a', 'oben', 'Risi', '-', 'a', ',', 'an', 'fòrm', 'lonng', 'fédérasyon', 'di', 'Risi', '(', 'an', 'ris', ':', 'Россия', ';', 'fòrm', 'lonng', ':', 'Российская', 'Федерация', ')', ',', 'sa', 'roun', 'Léta', 'fédéral', 'transkontinantal', 'don', 'téritwar', '-', 'a', 'sa', 'pli', 'vas', '-', 'a', 'di', 'planèt', '-', 'a.', 'So', 'popilasyon', 'sa', 'èstimé', 'à', '146,88', 'milyon', 'di', 'zabitan', 'an', '2018', '.']	[18]	Россия	Q159	[23, 24]	Российская Федерация	Q159	P17
"['Jénétik', '-', 'a', 'ké', 'étid', '-', 'a', 'dé', 'fosil', 'ka', 'montré', 'ki', 'Homo', 'sapiens', 'modèrn', 'ka', 'aparèt', 'an', 'Afrik', 'é', 'présizéman', 'o', 'Maròk', 'à', 'Djebel', 'Irhoud', 'il', 'té', 'gen', 'tchèk', '350', '000', 'lan', ',', 'aprè', 'roun', 'lonng', 'péryòd', ""d'évolisyon"", '.']"	[18]	Afrik	Q15	[22]	Maròk	Q1028	P30
[' ', 'Li', 'ka', 'koumansé', 'a', 'lwès', 'o', 'Nanga', 'Parbat', 'o', 'Pakistan', 'é', 'ka', 'terminé', 'so', 'kò', 'a', 'lès', 'o', 'Namche', 'Barwa', 'o', 'Tibet', '.']	[7, 8]	Nanga Parbat	Q130736	[10]	Pakistan	Q843	P17
"['Antoine', 'Laurent', 'Lavoisier', ',', 'si', '-', 'divan', 'di', '""', 'Lavoisier', '""', ',', 'né', '26', 'out', '1743', 'atè', 'Pari', 'é', 'giyotiné', '8', 'mè', '1794', 'atè', 'Pari', ',', 'sa', 'roun', 'chimis', ',', 'filozòf', 'é', 'ékonomis', 'fransé', ',', 'souvan', 'prézanté', 'kou', 'pè', '-', 'a', 'di', 'chimi', 'modèrn', '-', 'an', ',', 'ki', 'ka', 'dévlopé', 'so', 'kò', 'à', 'partir', 'dé', 'baz', 'é', 'dé', 'nosyon', 'ki', 'li', 'ka', 'établi', 'é', 'di', 'roun', 'nouvèl', 'ègzijans', 'di', 'présizyon', 'ofèrt', 'pa', 'enstriman', '-', 'yan', 'ki', 'li', 'mété', 'o', 'pwen', '.']"	[2]	Lavoisier	Q39607	[17]	Pari	Q90	P19
"['Antoine', 'Laurent', 'Lavoisier', ',', 'si', '-', 'divan', 'di', '""', 'Lavoisier', '""', ',', 'né', '26', 'out', '1743', 'atè', 'Pari', 'é', 'giyotiné', '8', 'mè', '1794', 'atè', 'Pari', ',', 'sa', 'roun', 'chimis', ',', 'filozòf', 'é', 'ékonomis', 'fransé', ',', 'souvan', 'prézanté', 'kou', 'pè', '-', 'a', 'di', 'chimi', 'modèrn', '-', 'an', ',', 'ki', 'ka', 'dévlopé', 'so', 'kò', 'à', 'partir', 'dé', 'baz', 'é', 'dé', 'nosyon', 'ki', 'li', 'ka', 'établi', 'é', 'di', 'roun', 'nouvèl', 'ègzijans', 'di', 'présizyon', 'ofèrt', 'pa', 'enstriman', '-', 'yan', 'ki', 'li', 'mété', 'o', 'pwen', '.']"	[2]	Lavoisier	Q39607	[17]	Pari	Q90	P19
['Zilé', 'Vyèrj', 'dé', 'Létazini', 'oben', 'Zilé', 'Vyèrj', 'anmériken', '(', 'annglé', ':', 'United', 'States', 'Virgin', 'Islands', ')', 'sa', 'roun', 'téritwè', 'ki', 'pa', '-', 'enkòporé', 'é', 'òrgannizé', 'ensilèr', 'dé', 'Lézanti', '-', 'ya', ',', 'ki', 'ka', 'anglobé', 'zilé', 'ògsidantal', '-', 'ya', 'dé', 'zilé', 'Vyèrj', '.']	[3]	Létazini	Q30	[11, 12, 13, 14]	United States Virgin Islands	Q11703	P17
['Diego', 'Rodríguez', 'de', 'Silva', 'y', 'Velázquez', ',', 'nonmen', 'Diego', 'Velázquez', ',', 'an', 'fransé', ',', 'batizé', 'koté', 'Séville', '6', 'jen', '1599', 'é', 'mouri', 'koté', 'Madrid', '6', 'out', '1660', ',', 'sa', 'roun', 'pent', 'baròk', 'èspagnòl', '.']	[0, 1, 2, 3, 4, 5]	Diego Rodríguez de Silva y Velázquez	Q297	[16]	Séville	Q8717	P19
"['Jul', ',', '(', '/dʒuːl/', '(', '""', 'Djoul', '""', ')', ')', ',', 'li', ""k'aplé"", 'réèlman', 'Julien', 'Mari', ',', 'a', 'roun', 'rapè', 'fransè', ',', 'fèt', '14', 'janvyé', '1990', 'koté', 'Marsèy', '.']"	[14, 15]	Julien Mari	Q16730480	[27]	Marsèy	Q23482	P19
