source_sent	target_sent	target_id	gold_sent	gold_id
Hat man dir etwas zu essen gegeben? 	Did the pills work? 	340	Were you given anything to eat? 	196
Es ist unbedingt nötig, dass du an der Konferenz teilnimmst. 	I'd like to be friends with Tom. 	293	It's absolutely necessary that you be at the meeting. 	438
Jemand hat mein Bier getrunken. 	French is only one of the languages that Tom speaks. 	277	Someone has drunk my beer. 	988
Es gefiel mir, wie du das gemacht hattest. 	"You've got so much in common." "Like what?" "Well, for starters, you're both single." 	781	I liked how you did that. 	239
Kein Wunder, dass der Drucker nicht funktioniert: jemand hat den Stecker herausgezogen. 	You'll like Boston. 	990	No wonder the printer hasn't been working. Somebody unplugged it. 	485
Die Pizza war teuer. 	"Can I get a bottle of water?" "Still or sparkling?" 	833	The pizza was expensive. 	862
Wer hat sonst noch einen Schlüssel? 	Tom looked for somewhere to hide while Mary counted to ten. 	326	Who else has a key? 	119
Mische die Karten! 	Well, make up your mind. 	809	Shuffle the cards. 	571
Der Mond. Er ist um 23 Uhr aufgegangen. 	Do it immediately. 	797	That is a present from my sister-in-law. 	204
Tom ist hier als einziger stärker als ich. 	We're at war with Australia. 	823	Tom is the only one here who's stronger than I am. 	333
Bei der Amtseinführung von Joe Biden hat Lady Gaga die Nationalhymne gesungen. 	He is investigating the problem. 	618	Lady Gaga sang the national anthem at Joe Biden's inauguration. 	496
Nun, entscheide dich! 	I only ate a banana. 	810	Well, make up your mind. 	276
Der Platz reicht für alle. 	Today is a good day to run on the beach. 	883	There's enough room for everyone. 	10
Sie haben den Dieb gefasst. 	I long for home. 	794	You've caught the thief. 	33
Tom erzählte einige Witze, die mich zum Lachen brachten. 	I knew Tom would tell everyone. 	570	Tom told a few jokes that made me laugh. 	836
Mary Hansen war eine australische Musikerin und ein Mitglied der Gruppe Stereolab. 	Nobody here knows my name. 	316	Mary Hansen was an Australian musician and a member of the group Stereolab. 	260
Hast du deinen Reisepass jetzt bei dir? 	I'll be flying over the Pacific about this time tomorrow. 	653	Do you have your passport on you now? 	231
Die Tochter ist vor sieben Jahren verschwunden. 	I thought I knew him. 	945	Her daughter disappeared seven years ago. 	893
„Du bist doch mit Tom befreundet, oder?“ – „Jo.“ – „Wie ist denn der so?“ 	The shorter your username is, the easier it is for others to remember it. 	982	"You're friends with Tom, aren't you?" "Yeah." "What's he like?" 	755
Tom isst ständig. 	That subject is taboo. We do not speak about it. 	399	Tom's eating all the time. 	967
Diese Eichen sind über hundert Jahre alt. 	If I'm being honest with you, the music those kids were listening to seemed awful to me, but to them it was beautiful. 	455	These oaks are over a hundred years old. 	548
Mit 78 Jahren wird Biden der bisher älteste Führer des Landes. 	Tomorrow will be even hotter. 	617	Biden, at 78, becomes the country’s oldest leader ever. 	739
Elefanten sind starke Tiere. 	Maybe we can help each other out. 	629	Elephants are strong animals. 	857
Wohin sind Sie schon gereist? 	The lesson is classy. 	772	Where have you traveled? 	873
Es entsteht gerade eine Filmbiographie über Tom. 	The first thing you have to do is pack your suitcase. 	829	They're making a biopic about Tom. 	975
Elisabeth war Tränengas ausgesetzt. 	Isn't it just lovely when you come across a word and there are like thirty different definitions for it and you have to figure out which one it is? 	119	Elizabeth got maced. 	863
Mathe wurde geschaffen, um Kinder zu quälen. 	Try the store across the street. They might have what you're looking for. 	36	Math was created to torture children. 	181
Die Mutter meiner Mutter ist meine Großmutter mütterlicherseits. 	We'll go when it has stopped raining. 	393	My mother's mother is my maternal grandmother. 	691
Ich will mich schon die ganze Zeit bei dir bedanken. 	It's advisable for you to go. 	844	I've been wanting to thank you. 	692
Auch das Leben von Schwarzen zählt. 	It's bad to steal. 	627	Black lives matter too. 	616
Mama, welche ist meine rechte Hand? 	Tom doesn't identify as either a conservative or a liberal. 	49	Mom, which is my right hand? 	372
Vielen Dank für deine Spende! 	There's no such place. 	151	Thank you for your donation. 	128
An deiner Stelle würde ich neue Autoreifen kaufen. 	Biden says the U.S. will quickly rejoin the Paris climate change agreement. 	408	I'd buy new tires for your car if I were you. 	439
Hallo! Ich habe einen Platten. Kannst du mir eine Luftpumpe leihen? 	Hello, I am brand new to Tatoeba. What are you guys up to? 	507	Hey, my tire's flat. Do you have a pump I can borrow? 	699
Die Finanzbranche sitzt in Frankfurt. 	What don't you like about winter? 	747	The financial sector sits in Frankfurt. 	901
Helle Farben stehen Tom nicht. 	Do you have a bigger pan? 	254	Bright colors don't suit Tom. 	511
Ich zeigte Tom mein Meisterwerk. 	We aren't foreigners. 	229	I showed my masterpiece to Tom. 	379
Warst du schon einmal in jenem Restaurant? 	Maybe you have a fever. 	447	Have you ever been to that restaurant? 	785
Tom konvertierte zum Judentum. 	Why does Tom want to live there? 	504	Tom converted to Judaism. 	821
Das Tal war lang und steil. 	Tom isn't as lucky as Mary. 	418	The valley was long and steep. 	864
Es wohnt dort noch niemand. 	Tom's left sleeve is torn. 	605	Nobody lives there yet. 	148
Tom hielt sich aus dem Streit heraus. 	It gets really hot while wearing the suit. 	449	Tom stayed out of the argument. 	462
Hör auf, Tom mit Maria zu vergleichen! 	The kids play in the park. 	200	Stop comparing Tom with Mary. 	664
Ich habe schon Frühstück vorbereitet. 	You accept me for who I am. 	8	I've already prepared breakfast. 	290
Tom hilft mir nicht bei der Hausarbeit. 	I try to be a good student, but I'm too old to learn. 	423	Tom doesn't help me with the housework. 	959
Du bist auch kein Heiliger. 	Tom goes there every morning. 	13	You're no saint, either. 	530
Dein Verhalten ist unverzeihlich. 	Tom is learning about his rights as a citizen. 	375	Your behavior is inexcusable. 	504
Tom will Dolmetscher werden. 	Try the store across the street. They might have what you're looking for. 	245	Tom wants to become an interpreter. 	289
Toms Verhalten war sonderbar. 	The landscapes are simply fantastic. 	426	Tom's behavior was peculiar. 	900
Traust du es Tom nicht zu? 	There was a big snowstorm. 	760	Do you think Tom won't be able to do it? 	387
Der Aufzug ist zwischen den Stockwerken stecken geblieben. 	Tom hasn't been here since the last time you were here. 	212	The elevator is stuck between floors. 	753
Keiner kann so schnell laufen wie Tom. 	Can I really risk it? 	155	Nobody can run as fast as Tom. 	176
Ich bin mit einer Rakete ins All geflogen. 	The baby arrived early. 	167	I went to space on a rocket. 	742
Wir sollten uns wohl von hinnen machen. 	The water is very cold. 	938	Evidently, it's time for us to leave. 	391
Steh morgen früh auf! 	Tom was very hungry, so he ate a lot. 	901	Get up early tomorrow. 	468
Tom stand lange vor dem Restaurant, ehe er eintrat. 	Of course, it's not that simple. 	248	Tom stood outside the restaurant for a long time before entering. 	628
Kannst du rüberkommen? 	Mom and Dad put me in charge, so whatever I say, goes. 	213	Can you come over here? 	883
Tom hat genau drei Monate nach mir Geburtstag. 	Just because someone understands a language doesn't mean they can speak it. 	754	Tom's birthday is exactly three months after mine. 	217
Ich lade gerade ein Zusatzmodul herunter. 	Have you heard of "Heidi, Girl of the Alps"? 	750	I'm downloading a plugin. 	827
Ich bin mit dem Ausgang der Dinge vollends zufrieden. 	It was late last night that that happened. 	23	I'm completely satisfied with how things turned out. 	437
Ich habe die Gäste begrüßt. 	You need to think about it. 	272	I have greeted the guests. 	198
Tom flehte mich an, es zu tun. 	But Tom started it! 	988	Tom begged me to do it. 	703
Yanni stimmte zu. 	Stay here until I tell you that it's OK to to leave. 	858	Yanni agreed. 	312
Warum haben Sie nicht gefrühstückt? 	That one isn't for sale. 	582	Why did you not have breakfast? 	412
Dank Tatoeba habe ich Kenntnisse in vielen Sprachen. 	All these eggs aren't fresh. 	983	I know many languages thanks to Tatoeba. 	144
Ich habe keine Ahnung, wie ich dir helfen kann. 	One doesn't need a large headquarters. 	214	I have no idea how to help you. 	350
Es ist kein Saft mehr da. 	Time is a mystery. 	534	There's no more juice. 	923
Es ist das dritte Mal diese Woche, dass Tom das getan hat. 	That's why we love Tom so much. 	887	This is the third time this week that Tom has done that. 	939
Obwohl ich besser Französisch kann, will ich gerne Englisch sprechen. 	Tom lives near a park. 	471	Even though I'm better at French, I really want to speak in English. 	381
Ist es nicht allerliebst, wenn man einem Wort begegnet und es um die 30 verschiedenen Definitionen dafür gibt, von denen man sich die richtige heraussuchen muss? 	Who else has a key? 	56	Isn't it just lovely when you come across a word and there are like thirty different definitions for it and you have to figure out which one it is? 	75
Niemand weiß, wie lange Tom dort war. 	We must've been wrong. 	852	Nobody knows how long Tom was there. 	531
Nicht jeder weiß, was er tun soll. 	The door opens inward. 	125	Not everyone knows what to do. 	842
Das Leben ist hart und schwer. 	Are you all busy now, Tom? 	154	Life is hard and difficult. 	375
Ich wünschte, Tom wäre hier bei mir. 	"I thought you were Japanese." "No, I'm a Mexican." 	963	I wish that Tom were here with me. 	285
Entschuldigen Sie, sprechen Sie Ungarisch? 	There are no dogs here. 	691	Excuse me, do you speak Hungarian? 	323
Die Tür geht nach innen auf. 	My house is on the riverbank. 	474	The door opens inward. 	121
Soll ich Ihnen einen Kaffee kochen? 	I'm sorry. I didn't mean to hurt you. 	643	Should I make you a coffee? 	793
Viele Eltern unterstützen ihre Kinder auch noch finanziell, wenn sie erwachsen sind. 	We need to get out of here right away. 	419	Many parents support their kids financially as well when the kids become adults. 	303
Tom hat früher Klavier gespielt. 	Thank you for your donation. 	81	Tom used to play the piano. 	328
Kauf zwei Flaschen Öl, wenn du zum Supermarkt fährst. 	When Mary’s brother found out about the friendship between Tom and Mary during one of their study sessions, he was about to beat Tom up, until he figured out a way to profit from this. He decided to allow him to keep seeing her only if he did "favors" for him "every now and then". And if he ever weaseled out or snitched on them, he'd sneak into his room at night and personally suffocate him. 	652	Buy two bottles of oil when you go to the supermarket. 	480
Das Lied geht Tom schon seit drei Tagen nicht aus dem Kopf. 	It rains already. 	319	That song has been stuck in Tom's head for three days. 	577
Habt ihr völlig den Verstand verloren? 	Can we be sure of this? 	949	Are you completely mad? 	746
Frösche haben keinen Hals. 	Tom has already spent close to half of the money he won in the lottery. 	334	Frogs have no neck. 	315
Im Laufe eines Tages kann viel passieren. 	Why are you worried about me? 	162	A lot can happen in a day. 	528
Tom war einer meiner besten Schüler. 	I like to eat plums, and I like to eat plum pie even more. 	377	Tom was one of my best students. 	413
Tom wartete bei sich zu Hause. 	I ate black sesame ice cream. 	444	Tom was waiting in his house. 	544
Das scheint nicht genug zu sein. 	Who wants to bring their kids up in a place like this? 	194	It doesn't seem to be enough. 	184
Mir ist die Angelegenheit hinlänglich bekannt. 	I wonder why Tom looks so depressed. 	944	I know the matter well enough. 	713
Die ersten Schritte sind immer die schwersten. 	Children are a poor man's riches. 	889	The first steps are always the hardest. 	24
Bittet jemand anderen! 	I'm driving, so I can't answer the phone. 	709	Ask someone else. 	809
Vielleicht bin ich besser als Sie. 	It's a very strange letter. 	381	Maybe I'm better than you. 	267
Tom hat sein altes Haus abreißen lassen. 	We love reading books. 	873	Tom had his old house torn down. 	472
Ich empfehle dir, mit dem Bus zu fahren. 	Clothes don't matter nearly as much as the person wearing them. 	956	I recommend you go by bus. 	603
Kaoru reiste in die Vereinigten Staaten. 	Someone please delete this sentence. 	20	Kaoru went to the United States. 	697
Die Freude war unbeschreiblich groß, als Tom aus der politischen Gefangenschaft entlassen wurde. 	I know many languages thanks to Tatoeba. 	114	The joy was indescribably great when Tom was released from political imprisonment. 	794
Tom wäscht nicht seinen, sondern Marias Wagen. 	What I'm going to do is none of your business. 	279	Tom isn't washing his car. He's washing Mary's car. 	774
Der Platz reicht für alle. 	Do you have a family doctor? 	577	There's enough space for everybody. 	555
Hier gibt es keinen einzigen Baum. 	Does Tom know you? 	720	There isn't a single tree here. 	803
Wir alle mögen dich sehr. 	Nobody lives there yet. 	90	All of us like you very much. 	237
Darf ich bleiben? 	Tom replied that he was sorry. 	857	Would it be OK if I stayed behind? 	649
Tom liebt mich, und ich liebe ihn. 	Is that a penguin? 	250	Tom loves me, and I love him. 	572
Einen solchen Ort gibt es nicht. 	My brother suffered so much from the other kids calling him a "Prussian" 	919	There's no such place. 	81
Tom lernt jeden Morgen Französisch. 	Do you have a student ID? 	537	Tom studies French every morning. 	674
Warum ist die Tür offen? 	Excuse me, do you speak Portuguese? 	346	Why's the door unlocked? 	595
Seid ihr jetzt beschäftigt, Tom? 	That was a poem. 	799	Are you all busy now, Tom? 	122
Kann ich es wirklich riskieren? 	She's a veteran: she's been doing this for decades. 	647	Can I really risk it? 	101
Das waren die längsten drei Tage meines Lebens. 	Can Tom stay at your place until he gets back on his feet? 	745	Those were the longest three days of my life. 	728
Tom und Anne sind schon seit der Grundschule miteinander befreundet. 	The mirror is fogged up. 	732	Tom and Anne have been friends since elementary school. 	992
Der Verlust eines Kamels ist für eine Tuaregfamilie eine ernste Katastrophe. 	Do you know when Tom is leaving? 	392	The loss of a camel is a real catastrophe for a Tuareg family. 	994
Das erstemal habe ich diesen Film vor Jahren in einem Autokino gesehen. 	You'll like Boston. 	821	The first time I saw this movie was years ago at a drive-in movie theater. 	27
Geh, bevor ich es mir anders überlege! 	You can't do it on your own. 	696	Go, before I change my mind. 	812
Wenn du es darauf anlegtest, könntest du Beachtliches leisten. 	"Throw him to the lions!" said the princess. 	589	You could accomplish some amazing things if you put your mind to it. 	593
Warum machst du dir Sorgen um mich? 	Tom and Mary have been friends since elementary school. 	769	Why are you worried about me? 	133
Als der Chef erfuhr, wie Tom mit Maria umgesprungen war, warf er ihn raus. 	Without a doubt, you're the best player on the team. 	576	When the boss found out how Tom had treated Mary, he fired him. 	964
Die Geschichte Indiens ist lang. 	I wish the heartless headsmen, who wanted to seperate me from my family, much unfortune! 	321	The history of India is long. 	773
Tom ist wie ich Künstler. 	I don't pay you to drink beer, but to work. 	231	Tom, like me, is an artist. 	582
Tom ärgerte sich ohne Grund. 	There's no shame in asking for help. 	511	Tom got upset over nothing. 	16
Das Kind kam verfrüht zur Welt. 	My father often goes to Paris on business. 	882	The baby arrived early. 	102
Ich habe dich gestern in der Disko vermisst. 	Let's wait until tomorrow morning. 	869	I missed you at the club last night. 	28
Wir sind damit zufrieden, wie sich alles entwickelt hat. 	What Tom said is nothing new. 	554	We're pleased with the way things turned out. 	657
Ich bin bloß hier, um zu helfen. 	The file is too big to download. 	622	I'm just here to help. 	570
Ich kann mich auf viele Erfahrungen stützen. 	Can Tom stay with you while he recovers from his injury? 	436	I am very experienced. 	899
Bring Teller aus der Küche mit! 	Check everything once more. 	834	Bring some plates from the kitchen. 	722
Sie sind auch kein Heiliger. 	I need to apologize to you for what I said yesterday. 	15	You're no saint, either. 	433
Tom auf keinen Fall etwas sagen! 	I looked deep into Tom's eyes. 	688	Just don't tell Tom anything. 	558
Noch viel blöder als ich kann man wohl nicht sein. 	You're one of the few people who know where Tom is. 	332	Nobody could be even more stupid than me. 	299
Er ist im Stress. 	Nobody can run as fast as Tom. 	101	He's stressed. 	454
Tom ist jetzt Kanadier. 	Did you know that Tom and John were brothers? 	12	Tom is now a Canadian. 	352
Ich habe mein Bettzeug gewaschen und es draußen aufgehängt. Es wird einige Stunden dauern, bis es trocken ist. 	Let go of my pants. 	971	I washed my blankets and hung them up outside. It'll take a few hours for them to dry. 	621
Erinnere dich daran, was ich dir vorher gesagt habe. 	Tom has a knife. 	263	Remember what I told you beforehand. 	702
Wohin bist du schon gereist? 	What is the universe? 	642	Where have you traveled? 	368
Weiß zufällig jemand, wo Tom hin ist? 	Math was created to torture children. 	76	Does anyone happen to know where Tom went? 	535
Das scheint nicht genug zu sein. 	"Are you in a rush?" "Not really." 	973	That doesn't seem to be enough. 	861
Wie kann ich klüger werden? 	Tom would freak if he saw this. 	943	How can I become smarter? 	652
Als der Kassierer sich abwandte, um einige Tasten zu drücken, erinnerte sich Tom, wie er in dieses Schlamassel hineingeraten war: der Anführer der Bande hatte nämlich eine Schwester, die Maria hieß und in die Tom schon seit der dritten Klasse verliebt war, und als die beiden in der siebten Klasse in dieselbe Französischstunde kamen, bemerkte diese, dass sie seine Gefühle erwiderte. Alle beide liebten sie Roboter und wollten an derselben Universität studieren. 	It doesn't seem to be enough. 	136	As the cashier turned to click on some keys, Tom thought back to how he got himself into this mess. The leader of the gang has a sister named Mary, who Tom has had a crush on since third grade. And ever since they were placed in the same French class in seventh grade, she realized that she liked him back. They both shared a love for robots and languages, and wanted to go to the same college. 	568
Unternehmen wir noch eine allerletzte Anstrengung! 	Are you trying to get yourself thrown out of the club? 	271	Let's make one last effort. 	766
Es mutet wie etwas aus der Zukunft an: ein Fahrrad, das auf dem Wasser fährt. 	Of course, I could be wrong. 	625	It looks like something out of the future—a bike that skates on water. 	554
Es gab eine große Schneeballschlacht. 	We were rudely interrupted. 	501	There was a big snowball fight. 	474
Tom geht manchmal früher. 	Tom spun around on his stool. 	347	Tom sometimes leaves early. 	969
Die tatsächliche Anzahl liegt ungefähr beim Doppelten davon. 	What did you lose? 	682	The real number is close to double that. 	461
Du hast alles verkompliziert. 	You look like a pirate. 	796	You complicated things. 	270
Der Satz ist korrekt. 	The horse that Tom bet on came in last. 	242	The sentence is correct. 	594
Glaubst du, es hat Tom in Australien gefallen? 	I'm glad to hear that Tom is doing better. 	591	Do you think that Tom had a good time in Australia? 	493
In der Innenstadt gibt es einen sehr alten Turm. 	He's probably telling the truth. 	937	There's an ancient tower in the town center. 	326
Wer will seine Kinder an so einem Ort aufziehen? 	I don't even have a single girlfriend. 	421	Who wants to bring their kids up in a place like this? 	136
Ich bin mit dem Ausgang der Dinge vollends zufrieden. 	I think either is OK. 	716	I'm completely satisfied with the way things turned out. 	313
Herzlich willkommen auf Sylt! 	Were you given anything to eat? 	50	Welcome to Sylt! 	406
Und der Preis geht an: Tom Schmidt! 	Tom used to go to church every Sunday, but he doesn't anymore. 	512	And the award goes to: Tom Smith! 	904
Ich spreche Französisch, damit Tom mich nicht versteht. 	I have greeted the guests. 	110	I'm talking in French so that Tom doesn't understand me. 	768
Ich habe heute keine Zeit. 	Last night I dreamt of sex. 	670	I don't have time today. 	424
Die Kinder spielen im Park. 	"I-it d-d-d-doesn't w-w-work now. No!", he stuttered, and then immediately said a certain "No". 	227	The kids play in the park. 	92
"Ein Stolpern bedeutet den Absturz, und ein Absturz bedeutet den Tod," hat Arnaud Vannay gesagt. 	That one isn't for sale. 	967	"If you trip, you'll fall down. And if you fall down, that will be your downfall", said Arnaud Vannay. 	695
Tom schoss, kaum dass er mich sah. 	Tom skated on the frozen pond. 	602	Tom fired his gun as soon as he saw me. 	752
Ich wünschte, ich hätte dir mehr bezahlen können. 	Everything that Tom predicted happened. 	236	I wish that I could've paid you more. 	470
Ich bin nicht gefahren, weil ich krank war. 	That is a present from my sister-in-law. 	58	I didn't go because I was sick. 	369
Kenia befindet sich im Belagerungszustand durch Schwärme heranwachsender Wüstenheuschrecken, welche die Ernte und das Weideland der Bauern zu verheeren drohen. 	I never heard of it. 	268	Kenya is under siege by swarms of maturing desert locusts that threaten to ruin farmers’ crops and pastures. 	435
Mein einziges Kriterium für mein Auto war die Beschleunigung. 	Somebody will have to tell Tom. 	825	My only critique for my car was its acceleration. 	346
Er war zu verblüfft, um zu antworten. 	Tom smiles sometimes, but not very often. 	33	He was too gobsmacked to reply. 	541
Gott stehe uns allen bei! 	I think that Tom wants a promotion. 	388	God help us all. 	341
Helfen wir Tom dabei! 	Excuse me. Please let me through. 	440	Let's help Tom do this. 	506
Wenn Elefanten kämpfen, ist das Gras am Ende immer plattgetrampelt. 	What time will you come pick me up? 	428	When elephants fight, the grass always ends up getting trampled. 	882
Beschwere dich bitte nicht! 	Please add a period at the end of the sentence. 	739	Please don't complain. 	637
Tom ist seit deinem letzten Besuch nicht mehr hier gewesen. 	Have you parked far away? 	597	Tom hasn't been here since the last time you were here. 	100
Mama und Papa haben mir das Kommando übertragen. Was ich sage, gilt also! 	America’s first president, George Washington, gave the shortest inaugural address. 	416	Mom and Dad put me in charge, so whatever I say, goes. 	106
Man braucht keinen großen Hauptsitz. 	Tom wants to become a translator. 	931	One doesn't need a large headquarters. 	115
Kann man im Weltall atmen? 	This is getting too gloomy for me. Can we talk about something more fun? 	910	Can we breathe in space? 	892
Das ist eine berechtigte Frage. 	Tom said he'd prefer to go there alone. 	824	That's a valid question. 	778
Als allererstes müsst du dich mit Tom in Verbindung setzen. 	Tom's birthday is exactly three months after mine. 	107	The first thing you have to do is contact Tom. 	682
Unsere Herangehensweise hat Tom gefallen. 	How can I know whether Tom loves me? 	639	Tom liked the way we did that. 	955
Können Sie eine Lösung anbieten? 	Sometimes I struggle to speak French. 	827	Can you suggest a solution? 	0
Die gesamte Entwicklung der Erde und des Lebens auf der Erde ist so eng mit dem Mond verzahnt, dass wir ihm wirklich schon fast magische Kräfte zuordnen können. 	Why do so many people like Tom? 	626	The entire development of the earth and life on earth are so closely interlinked with the moon that in truth we can assign almost magical powers to it. 	253
Setz dich und beweg dich nicht! 	Do all birds have beaks? 	230	Sit down and don't move. 	562
Du hast schöne braune Augen. 	Well, of course, I did that. 	362	You have beautiful brown eyes. 	416
Die Kerze brannte die ganze Nacht. 	Tom is good with young children. 	977	The candle burned the whole night. 	949
Beim Tanz bekam ich viele Komplimente für mein Kleid. 	I sometimes struggle to speak French. 	854	At the dance, everyone complimented me on how I was dressed. 	645
Carmen hat schon krabbeln gelernt. 	Do you know where I am? 	856	Carmen has already learned to crawl. 	970
In dieser Straße kommt auf jeden Menschen eine Katze. 	I'm not sure if I translated this right. 	755	On this street there is a cat for each person. 	957
„Je-je-je-jetzt geh-geh-geht es nicht. Nein!“, stotterte er, und dann sagte er sofort ein bestimmtes Nein. 	It's at best a second-rate hotel. 	876	"I-it d-d-d-doesn't w-w-work now. No!", he stuttered, and then immediately said a certain "No". 	200
Kamala Harris ist die erste Schwarze und die erste indischstämmige Amerikanerin im Amt des Vizepräsidenten. 	Tom didn't kiss Mary goodbye. 	893	Kamala Harris is the first Black woman and first Indian American to be vice president. 	671
Wir sind keine Ausländerinnen. 	Are you sure Tom winked at me? 	736	We aren't foreigners. 	86
Haben alle Vögel einen Schnabel? 	Was it Tom who told you I'd come? 	301	Do all birds have beaks? 	221
Ich bezahle dich nicht fürs Biertrinken, sondern fürs Arbeiten. 	Do you have your passport on you now? 	66	I don't pay you to drink beer, but to work. 	165
