Text	Wiki_ID	Wikidata_ID	Source
Franis	2111	Q142	Wikipedia
Ostria	2779	Q40	Wikipedia
Slovenia	2773	Q215	Wikipedia
San Marino	2784	Q238	Wikipedia
Vatican Siti	2815	Q237	Wikipedia
Sergio Mattarella	4068	Q3956186	Wikipedia
Montana	None	Q1212	OpenTapioca
Missouri	None	Q1581	OpenTapioca
Mississippi	None	Q1494	OpenTapioca
Moldova	2729	Q217	Wikipedia
Bulgaria	2730	Q219	Wikipedia
Yurop	2473	Q46	Wikipedia
Romania	2728	Q218	Wikipedia
Romania	2728	Q218	Wikipedia
Not Masedonia	2763	Q221	Wikipedia
Bulgaria	None	Q219	OpenTapioca
Yurop	2473	Q46	Wikipedia
Iran	6116	Q794	Wikipedia
Bulgaria	2730	Q219	Wikipedia
Yurop	2473	Q46	Wikipedia
Albania	2764	Q222	Wikipedia
Not Masedonia	2763	Q221	Wikipedia
Bulgaria	2730	Q219	Wikipedia
Esia	2631	Q48	Wikipedia
Minnesota	None	Q1527	OpenTapioca
Michigan	None	Q1166	OpenTapioca
Massachusetts	None	Q771	OpenTapioca
Yurop	2473	Q46	Wikipedia
Sebia	2769	Q403	Wikipedia
Gris	2745	Q41	Wikipedia
Montenegro	2765	Q236	Wikipedia
Not Masedonia	2763	Q221	Wikipedia
Albania	None	Q222	OpenTapioca
Albania	2764	Q222	Wikipedia
Montenegro	None	Q236	OpenTapioca
Maryland	None	Q1391	OpenTapioca
Louisiana	None	Q1588	OpenTapioca
Romania	2728	Q218	Wikipedia
Bulgaria	2730	Q219	Wikipedia
Not Masedonia	2763	Q221	Wikipedia
Albania	2764	Q222	Wikipedia
Bosnia	None	Q225	OpenTapioca
Hersegovina	None	Q189863	OpenTapioca
Slovenia	2773	Q215	Wikipedia
Hangari	2775	Q28	Wikipedia
Kroasia	None	Q224	OpenTapioca
Louisiana	None	Q1588	OpenTapioca
Yurop	2473	Q46	Wikipedia
Ostria	2779	Q40	Wikipedia
Itali	2720	Q38	Wikipedia
Yurop	2473	Q46	Wikipedia
Ostria	2779	Q40	Wikipedia
Yurop	2473	Q46	Wikipedia
Slovakia	2774	Q214	Wikipedia
Romania	2728	Q218	Wikipedia
Slovenia	2773	Q215	Wikipedia
Ostria	2779	Q40	Wikipedia
Kentucky	None	Q1603	OpenTapioca
Kansas	None	Q1558	OpenTapioca
Jemani	2144	Q183	Wikipedia
Slovakia	2774	Q214	Wikipedia
Slovenia	2773	Q215	Wikipedia
Itali	2720	Q38	Wikipedia
Liechtenstein	2780	Q347	Wikipedia
Vienna	3238	Q1741	Wikipedia
Ostria	None	Q40	OpenTapioca
Yurop	2473	Q46	Wikipedia
Ostria	2779	Q40	Wikipedia
Franis	2111	Q142	Wikipedia
Andorra la Vella	3181	Q1863	Wikipedia
Emmanuel Macron	5226	Q3052772	Wikipedia
Andorra	None	Q228	OpenTapioca
Andorra	None	Q228	OpenTapioca
Katalan	None	Q35135	OpenTapioca
Yurop	2473	Q46	Wikipedia
Jojia	3466	Q230	Wikipedia
Iran	6116	Q794	Wikipedia
Armenia	None	Q399	OpenTapioca
Itali	2720	Q38	Wikipedia
Esia	2631	Q48	Wikipedia
Georgia	2616	Q1428	Wikipedia
Iran	6116	Q794	Wikipedia
Yurop	2473	Q46	Wikipedia
Latvia	2704	Q211	Wikipedia
Minsk	6441	Q2280	Wikipedia
Belarus	None	Q184	OpenTapioca
Vietnam	2759	Q881	Wikipedia
Vietnam	2759	Q881	Wikipedia
Itali	2720	Q38	Wikipedia
Jemani	2144	Q183	Wikipedia
Franis	2111	Q142	Wikipedia
Brussels	6444	Q239	Wikipedia
Beljiom	None	Q31	OpenTapioca
Yurop	2473	Q46	Wikipedia
Jemani	2144	Q183	Wikipedia
Franis	2111	Q142	Wikipedia
Esia	2631	Q48	Wikipedia
Beijing	5126	Q956	Wikipedia
Yurop	2473	Q46	Wikipedia
Franis	2111	Q142	Wikipedia
Monako	None	Q235	OpenTapioca
Yurop	2473	Q46	Wikipedia
Jemani	2144	Q183	Wikipedia
Florida	2596	Q812	Wikipedia
Kalifornia	2595	Q99	Wikipedia
Alabama	2284	Q173	Wikipedia
Alaska	2285	Q797	Wikipedia
Arizona	2286	Q816	Wikipedia
Arkansas	2287	Q1612	Wikipedia
Colorado	2368	Q1261	Wikipedia
Delaware	2615	Q1393	Wikipedia
Georgia	2616	Q1428	Wikipedia
Hawaii	2617	Q782	Wikipedia
Idaho	2618	Q1221	Wikipedia
Illinois	2639	Q1204	Wikipedia
Indiana	2660	Q1415	Wikipedia
Iowa	2661	Q1546	Wikipedia
Vanuatu	835	Q686	Wikipedia
Ostrelia	2130	Q408	Wikipedia
India	1964	Q668	Wikipedia
Kansas	2777	Q1558	Wikipedia
Kentucky	2776	Q1603	Wikipedia
Louisiana	2772	Q1588	Wikipedia
Maine	2768	Q724	Wikipedia
Maryland	2767	Q1391	Wikipedia
Michigan	2761	Q1166	Wikipedia
Minnesota	2760	Q1527	Wikipedia
Bonaparte	None	Q517	OpenTapioca
fis	4511	Q152	Wikipedia
Napoleong	None	Q517	OpenTapioca
Ostrelia	2130	Q408	Wikipedia
Asia	None	Q48	OpenTapioca
Guangdong	None	Q15175	OpenTapioca
Fujian	None	Q41705	OpenTapioca
Oganaesesen blong ol Leba Raonwol	None	Q54129	OpenTapioca
Oganaesesen blong Givhan long Ikonomi mo Sosaeti blong ol Kantri blong Esia mo Pasifik	None	Q1142901	OpenTapioca
solwota	4407	Q184395	Wikipedia
Yufreres	None	Q34589	OpenTapioca
Bambuseae	None	Q16589769	OpenTapioca
matematikis	4954	Q395	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
Molta	2475	Q233	Wikipedia
Mississippi	2727	Q1494	Wikipedia
Missouri	2726	Q1581	Wikipedia
Montana	2725	Q1212	Wikipedia
Nebraska	2717	Q1553	Wikipedia
Nevada	2716	Q1227	Wikipedia
Niu Hampshire	2715	Q759	Wikipedia
Niu Yersey	2711	Q1408	Wikipedia
Niu Mexico	2710	Q1522	Wikipedia
Not Amerika	4949	Q49	Wikipedia
Gwatemala	6175	Q774	Wikipedia
Not Carolina	2707	Q1454	Wikipedia
Not Dakota	2706	Q1207	Wikipedia
Oklahoma	2702	Q1649	Wikipedia
Oregon	2700	Q824	Wikipedia
Pennsylvania	2699	Q1400	Wikipedia
Rhode Island	2697	Q1387	Wikipedia
Saut Carolina	2696	Q1456	Wikipedia
Saut Dakota	2695	Q1211	Wikipedia
Tennessee	2694	Q1509	Wikipedia
Texas	2693	Q1439	Wikipedia
Andorra	2782	Q228	Wikipedia
Itali	2720	Q38	Wikipedia
Itali	2720	Q38	Wikipedia
Vietnam	2759	Q881	Wikipedia
Polan	2542	Q36	Wikipedia
Tanna	2635	Q65451907	Wikipedia
Vanuatu	835	Q686	Wikipedia
Jaena	2837	Q148	Wikipedia
Ostria	2779	Q40	Wikipedia
Esia	2631	Q48	Wikipedia
Vanuatu	835	Q686	Wikipedia
Shefa	2649	Q650617	Wikipedia
Port Vila	842	Q37806	Wikipedia
Wol	None	Q42329	OpenTapioca
Amerika	None	Q49	OpenTapioca
wol	None	Q42329	OpenTapioca
Vanuatu	835	Q686	Wikipedia
Sanma	None	Q740640	OpenTapioca
Torba	1957	Q822514	Wikipedia
Tafea	2636	Q576417	Wikipedia
Sanma	3246	Q740640	Wikipedia
Penama	2641	Q836649	Wikipedia
Ambae Aelan	1704	Q456599	Wikipedia
Jemani	2144	Q183	Wikipedia
Slovakia	2774	Q214	Wikipedia
Ostria	2779	Q40	Wikipedia
Prague	3849	Q1085	Wikipedia
Czechia	None	Q213	OpenTapioca
Jemani	2144	Q183	Wikipedia
Santiago Tequixquiac	3142	Q844166	Wikipedia
Saot Amerika	2461	Q18	Wikipedia
Vietnam	2759	Q881	Wikipedia
Polan	2542	Q36	Wikipedia
Polan	2542	Q36	Wikipedia
Polan	2542	Q36	Wikipedia
Polan	2542	Q36	Wikipedia
wol	None	Q42329	OpenTapioca
tri	3000	Q201	Wikipedia
Baebol	1705	Q1845	Wikipedia
Moskow	2387	Q649	Wikipedia
Kanada	2064	Q16	Wikipedia
Esia	2631	Q48	Wikipedia
Tbilisi	5837	Q994	Wikipedia
Long	None	Q493033	OpenTapioca
Georgia	None	Q230	OpenTapioca
faef	None	Q7194814	OpenTapioca
Vietnam	2759	Q881	Wikipedia
Vietnam	2759	Q881	Wikipedia
Vietnam	2759	Q881	Wikipedia
Vietnam	2759	Q881	Wikipedia
Vietnam	2759	Q881	Wikipedia
Vietnam	2759	Q881	Wikipedia
Vietnam	2759	Q881	Wikipedia
Council of Europe	None	Q8908	OpenTapioca
International Olympic Committee	None	Q40970	OpenTapioca
gol	None	Q23397	OpenTapioca
Vietnam	2759	Q881	Wikipedia
Beljiom	2816	Q31	Wikipedia
saot Koria	3570	Q884	Wikipedia
namba	2995	Q63116	Wikipedia
namba	2995	Q63116	Wikipedia
saot Koria	3570	Q884	Wikipedia
Seoul	3538	Q8684	Wikipedia
Seoul	3538	Q8684	Wikipedia
Seoul	3538	Q8684	Wikipedia
Busan	3561	Q16520	Wikipedia
Busan	3561	Q16520	Wikipedia
Dongdaegu Stesen(isdaegu	None	Q54288	OpenTapioca
Gyeongbu	None	Q17200	OpenTapioca
Daegu. Stesen	None	Q54291	OpenTapioca
Gyeongbu	None	Q17200	OpenTapioca
Daejeon Stesen	None	Q20919	OpenTapioca
Gyeongbu	None	Q17200	OpenTapioca
Daejeon. Stesen	None	Q20919	OpenTapioca
Daejeon	3562	Q20921	Wikipedia
Daejeon	3562	Q20921	Wikipedia
Solan Stesen	None	Q983368	OpenTapioca
saot Koria	3570	Q884	Wikipedia
Saot Koria	3570	Q884	Wikipedia
saot Koria	3570	Q884	Wikipedia
saot Koria	3570	Q884	Wikipedia
Saot Koria	3570	Q884	Wikipedia
Jemani	2144	Q183	Wikipedia
Polan	2542	Q36	Wikipedia
Polan	None	Q36	OpenTapioca
Esia	2631	Q48	Wikipedia
Seoul	3538	Q8684	Wikipedia
Twitter	None	Q918	OpenTapioca
Twitter	None	Q918	OpenTapioca
Esia	2631	Q48	Wikipedia
Volkeno	None	Q8072	OpenTapioca
wota	3587	Q283	Wikipedia
Kakao	None	Q17684312	OpenTapioca
Kakao	None	Q17684312	OpenTapioca
Kakao	None	Q17684312	OpenTapioca
Kakao	None	Q17684312	OpenTapioca
kam	None	Q740445	OpenTapioca
Andes	None	Q5456	OpenTapioca
Amazon	None	Q3783	OpenTapioca
Curitiba	2225	Q4361	Wikipedia
Seoul	3538	Q8684	Wikipedia
Seoul	3538	Q8684	Wikipedia
Seoul	3538	Q8684	Wikipedia
Seoul	3538	Q8684	Wikipedia
Yunaeted Stet blong Amerika	2198	Q30	Wikipedia
Jek Ripablik	3265	Q213	Wikipedia
Saot Koria	3570	Q884	Wikipedia
Barcelona	2091	Q1492	Wikipedia
Franis	2111	Q142	Wikipedia
Franis	2111	Q142	Wikipedia
Paris	2113	Q90	Wikipedia
Yunaeted Stet blong Amerika	2198	Q30	Wikipedia
Itali	2720	Q38	Wikipedia
Itali	2720	Q38	Wikipedia
Saot Koria	3570	Q884	Wikipedia
Polan	2542	Q36	Wikipedia
Barcelona	2091	Q1492	Wikipedia
Esia	2631	Q48	Wikipedia
Polan	2542	Q36	Wikipedia
Rome	3182	Q220	Wikipedia
Polan	2542	Q36	Wikipedia
Polan	2542	Q36	Wikipedia
wan ting	None	Q45543938	OpenTapioca
India	None	Q668	OpenTapioca
Middle East	None	Q7204	OpenTapioca
Itali	None	Q38	OpenTapioca
Inglan	None	Q21	OpenTapioca
Grin pijin	2926	Q743573	Wikipedia
dakdak	2915	Q7556	Wikipedia
hoknaet	2934	Q25317	Wikipedia
pijin blong hariken	2932	Q27074601	Wikipedia
Itali	2720	Q38	Wikipedia
Kanada	2064	Q16	Wikipedia
Hu	None	Q8686	OpenTapioca
Yunaeted Stet blong Amerika	None	Q30	OpenTapioca
Lucy Hale	None	Q229940	OpenTapioca
Troian Bellisario	None	Q4461	OpenTapioca
Ashley Benson	None	Q230609	OpenTapioca
Shay Mitchell	None	Q234709	OpenTapioca
Mo	None	Q28	OpenTapioca
Ian Harding	None	Q438641	OpenTapioca
Keegan Allen	None	Q1358888	OpenTapioca
Sasha Pieterse	None	Q238712	OpenTapioca
Itali	2720	Q38	Wikipedia
Vanuatu	835	Q686	Wikipedia
oli	None	Q95176690	OpenTapioca
oli	None	Q95176690	OpenTapioca
Barcelona	2091	Q1492	Wikipedia
Afrika	4246	Q15	Wikipedia
wol	None	Q42329	OpenTapioca
wol	None	Q42329	OpenTapioca
Jisas Kraes	1706	Q302	Wikipedia
Josef Smit	None	Q47102	OpenTapioca
Moronae	4191	Q16387108	Wikipedia
Josef Smit	2270	Q47102	Wikipedia
Polan	2542	Q36	Wikipedia
Korin	None	Q103011	OpenTapioca
Gris	None	Q41	OpenTapioca
Yunaeted Stet blong Amerika	2198	Q30	Wikipedia
Luganville	3249	Q876557	Wikipedia
Sanma	3246	Q740640	Wikipedia
Long	None	Q493033	OpenTapioca
Wol	None	Q42329	OpenTapioca
Amerika	None	Q49	OpenTapioca
Buttons	None	Q313198	OpenTapioca
wol	None	Q42329	OpenTapioca
oli	None	Q95176690	OpenTapioca
