Text,Wiki_ID,Wikidata_ID,Source
2000,2813,Q1985,Wikipedia
Inglan,None,Q21,OpenTapioca
Mosbi,None,Q36526,OpenTapioca
John Moresby,None,Q712425,OpenTapioca
Port Moresby,None,Q36526,OpenTapioca
Sir Fairfax Moresby,None,Q5430198,OpenTapioca
Amerika,None,Q30,OpenTapioca
Papua,None,Q691,OpenTapioca
Lituwenia,1649,Q37,Wikipedia
Estonia,1651,Q191,Wikipedia
Riga,6530,Q1773,Wikipedia
Latvia,1650,Q211,Wikipedia
Pinlan,1802,Q33,Wikipedia
Toomas Hendrik Ilves,8219,Q57289,Wikipedia
Sepik,1719,Q848308,Wikipedia
Vanimo,1684,Q1017354,Wikipedia
Is Sepik,1676,Q690880,Wikipedia
diwai,7253,Q10884,Wikipedia
Sandaun,1679,Q753689,Wikipedia
Morobe,1685,Q853664,Wikipedia
Daru,1689,Q499375,Wikipedia
Tabubil,2567,Q1017801,Wikipedia
Westen Provins,1688,Q849790,Wikipedia
Greenland,1718,Q223,Wikipedia
Alotau,2816,Q568137,Wikipedia
Kavieng,1694,Q1017358,Wikipedia
Niu Ailan ailan,1892,Q215089,Wikipedia
Wabag,1696,Q2482803,Wikipedia
Naimanya Pii,2020,Q6521067,Wikipedia
Enga,1695,Q862584,Wikipedia
Wabag Central,2012,Q1776192,Wikipedia
Westen Hailans,1697,Q849807,Wikipedia
1933,6278,Q18726,Wikipedia
Maun Hagen,None,Q1017362,OpenTapioca
min,None,Q52239036,OpenTapioca
kopi,2042,Q8486,Wikipedia
Isten Hailans,1703,Q849812,Wikipedia
Septemba,2530,Q123,Wikipedia
Kundiawa,1706,Q612162,Wikipedia
kuman,1790,Q137525,Wikipedia
Simbu,1705,Q599448,Wikipedia
Is Niu Briten,1707,Q753702,Wikipedia
1994,2818,Q2067,Wikipedia
Kimbe,1710,Q59718,Wikipedia
Wes Niu Briten,1709,Q667468,Wikipedia
Mendi,1712,Q1017120,Wikipedia
Sauten Hailans,1711,Q849801,Wikipedia
Popondetta,1714,Q1017376,Wikipedia
1951,6048,Q18591,Wikipedia
Denmak,2080,Q35,Wikipedia
Bikpela Briten,None,Q23666,OpenTapioca
Tok Koria,7902,Q9176,Wikipedia
solwara Atlantik,6748,Q97,Wikipedia
Reykjavik,2505,Q1764,Wikipedia
Tok Aislan,2506,Q294,Wikipedia
Pyongyang,3046,Q18808,Wikipedia
Tok Pinlan,8949,Q1412,Wikipedia
Pinlan,None,Q33,OpenTapioca
Rasia,None,Q159,OpenTapioca
Ostria,2482,Q40,Wikipedia
Beijing,2202,Q956,Wikipedia
Sianghai,9053,Q8686,Wikipedia
Sol,None,Q8684,OpenTapioca
Kaunti Cork,1888,Q162475,Wikipedia
Aialan,1795,Q22890,Wikipedia
kaunti,1891,Q28575,Wikipedia
Ripablik bilong Aialan,1893,Q27,Wikipedia
Cork,1884,Q36647,Wikipedia
Kinsale,1882,Q840681,Wikipedia
Tok Aialan,1901,Q9142,Wikipedia
Dublin,1894,Q1761,Wikipedia
1919,6167,Q2157,Wikipedia
Ottawa,5817,Q1930,Wikipedia
Toronto,7697,Q172,Wikipedia
Montreal,8073,Q340,Wikipedia
Vancouver,8074,Q24639,Wikipedia
Ferdinand de Saussure,2079,Q13230,Wikipedia
Taiwan,1926,Q22502,Wikipedia
Ol Manmeri Ripablik bilong Saina,1815,Q148,Wikipedia
Taipei,2203,Q1867,Wikipedia
Tokples Siapan,6103,Q5287,Wikipedia
Hokkaido,2601,Q35581,Wikipedia
Honshu,2602,Q13989,Wikipedia
Shikoku,2603,Q13991,Wikipedia
Kyushu,2604,Q13987,Wikipedia
Tok Gris,1935,Q9129,Wikipedia
Pilosopi long Wes,1937,Q842333,Wikipedia
pilosopi,1933,Q5891,Wikipedia
1831,6316,Q7579,Wikipedia
kemistri,8655,Q2329,Wikipedia
Kandep,2017,Q924873,Wikipedia
Abau,2023,Q3603146,Wikipedia
Rigo,2024,Q7333840,Wikipedia
Kairuku Hiri,2025,Q1776183,Wikipedia
lo,8651,Q7748,Wikipedia
1913,6161,Q2080,Wikipedia
Nowe,2233,Q20,Wikipedia
Tok Denmak,3556,Q9035,Wikipedia
ken,None,Q1107006,OpenTapioca
sosiolosi,2087,Q21201,Wikipedia
save long laip,5823,Q420,Wikipedia
Saikolosi,2089,Q9418,Wikipedia
Tok Rasia,3552,Q7737,Wikipedia
1934,6279,Q18714,Wikipedia
Belaras,2232,Q184,Wikipedia
edukesen,833,Q8434,Wikipedia
Mosko,2994,Q649,Wikipedia
1918,6166,Q2094,Wikipedia
Socrates,6082,Q913,Wikipedia
Kerema,1700,Q29382189,Wikipedia
Lotu Kristen,850,Q5043,Wikipedia
kristen,851,Q106039,Wikipedia
islam,853,Q432,Wikipedia
Nupela Testamen,2806,Q18813,Wikipedia
Olpela Testamen,2805,Q19786,Wikipedia
Tok Hangari,4469,Q9067,Wikipedia
Slovakia,2487,Q214,Wikipedia
Yukren,2490,Q212,Wikipedia
Romenia,2484,Q218,Wikipedia
Krowesia,7090,Q224,Wikipedia
Slovenia,8222,Q215,Wikipedia
Budapest,4089,Q1781,Wikipedia
Hangari,None,Q28,OpenTapioca
Viktor Orbán,None,Q57641,OpenTapioca
Oslo,2746,Q585,Wikipedia
Tok Nowe,3043,Q9043,Wikipedia
1819,6304,Q6967,Wikipedia
Suwidan,3686,Q34,Wikipedia
Vienna,8702,Q97271358,Wikipedia
Bratislava,6668,Q1780,Wikipedia
Tok Slovakia,3553,Q9058,Wikipedia
Aislan,1800,Q189,Wikipedia
Kaukau,None,Q188904,OpenTapioca
aut,None,Q40,OpenTapioca
George Washington Carver,None,Q296898,OpenTapioca
Polan,2483,Q36,Wikipedia
Siapan,None,Q17,OpenTapioca
Ijip,2606,Q79,Wikipedia
Dakar,2609,Q3718,Wikipedia
Senegal,2608,Q1041,Wikipedia
Tour Eiffel,None,Q243,OpenTapioca
Paris,None,Q90,OpenTapioca
cathédrale Notre Dame,None,Q476516,OpenTapioca
Yokohama,2612,Q38283,Wikipedia
Tokyo,2611,Q1490,Wikipedia
Niu Zilan,None,Q664,OpenTapioca
Kurów,2700,Q2316,Wikipedia
Końskowola,None,Q1959,OpenTapioca
1914,6162,Q2083,Wikipedia
Tok Jeman,2836,Q188,Wikipedia
MP,None,Q16644,OpenTapioca
Parliament,None,Q11010,OpenTapioca
Manasseh Sogavare,None,Q536063,OpenTapioca
Fos,None,Q80985,OpenTapioca
Central Guadalcanal,None,Q23641135,OpenTapioca
Peter,None,Q33923,OpenTapioca
Cook,None,Q26988,OpenTapioca
Sir Thomas Davis,None,Q2429571,OpenTapioca
Cook Islands,None,Q26988,OpenTapioca
Queen,None,Q9682,OpenTapioca
New Zealand,None,Q664,OpenTapioca
Australia,None,Q408,OpenTapioca
International AIDS Society,None,Q497510,OpenTapioca
Sydney,None,Q3130,OpenTapioca
Robert Daly,None,Q42847166,OpenTapioca
America,None,Q30,OpenTapioca
New Caledonia,None,Q33788,OpenTapioca
Marie-Noelle Themereau,None,Q3292177,OpenTapioca
France,None,Q142,OpenTapioca
Kongres,None,Q1542985,OpenTapioca
Pilipin,None,Q928,OpenTapioca
Itali,None,Q38,OpenTapioca
AT,None,Q40,OpenTapioca
TIME,None,Q43297,OpenTapioca
Baibel,2205,Q1845,Wikipedia
Not Ailan,9012,Q118863,Wikipedia
Saut Ailan,6858,Q120755,Wikipedia
Welingtan,9006,Q23661,Wikipedia
Oklan,8960,Q37100,Wikipedia
Sofia,2889,Q472,Wikipedia
Tok Balgeria,3555,Q7918,Wikipedia
Balgeria,2888,Q219,Wikipedia
2008,6816,Q2004,Wikipedia
Beljiam,1817,Q31,Wikipedia
Frens,836,Q142,Wikipedia
Saut Amerika,None,Q18,OpenTapioca
Sentrel Amerika,2134,Q27611,Wikipedia
Albenia,3146,Q222,Wikipedia
Yelo,3623,Q29537153,Wikipedia
1971,6068,Q2475,Wikipedia
Pesia,None,Q24696232,OpenTapioca
o i,None,Q11902420,OpenTapioca
Soria,3525,Q12155,Wikipedia
Tok,None,Q1776507,OpenTapioca
Indo-Yuropien famili bilong tokples,1955,Q19860,Wikipedia
biodaivesiti,8646,Q47041,Wikipedia
slip kapul,8840,Q97271347,Wikipedia
Kolambia,8259,Q739,Wikipedia
demokrasi,8647,Q65451243,Wikipedia
Momon,None,Q20047332,OpenTapioca
Stockholm,2425,Q1754,Wikipedia
Freetown,6986,Q3780,Wikipedia
1999,2812,Q2091,Wikipedia
Tokples,1182,Q315,Wikipedia
antropolosi,1932,Q23404,Wikipedia
histori,1939,Q309,Wikipedia
2007,2745,Q2024,Wikipedia
1969,6066,Q2485,Wikipedia
1980,6140,Q2439,Wikipedia
1982,6142,Q2436,Wikipedia
1985,6145,Q2431,Wikipedia
1936,6281,Q18649,Wikipedia
Nesenel Alains Pati,6860,Q1313018,Wikipedia
1957,6054,Q5311,Wikipedia
1950,6044,Q18597,Wikipedia
1959,6056,Q5302,Wikipedia
Ol Yunaitet Stet,1140,Q30,Wikipedia
1952,6049,Q5272,Wikipedia
Hangari,2223,Q28,Wikipedia
Brocberge,None,Q159095,OpenTapioca
Brasil,8256,Q155,Wikipedia
1948,6039,Q5165,Wikipedia
oda,None,Q180516,OpenTapioca
gen,None,Q5555008,OpenTapioca
wei,None,Q30121,OpenTapioca
kala,None,Q11228359,OpenTapioca
yumi,None,Q11255596,OpenTapioca
1961,6058,Q3696,Wikipedia
Auckland,None,Q37100,OpenTapioca
Cambridge International Examinations,None,Q1028304,OpenTapioca
Sir Michael Fay,None,Q1927409,OpenTapioca
Skul,None,Q1000927,OpenTapioca
Wikimedia Commons,None,Q565,OpenTapioca
Wikimedia Foundation,None,Q180,OpenTapioca
Vietnam,4768,Q881,Wikipedia
Platon,2100,Q859,Wikipedia
Koria,819,Q18097,Wikipedia
Februeri,1132,Q109,Wikipedia
Niu Yok Siti,4582,Q60,Wikipedia
Ho Chi Minh City,4769,Q1854,Wikipedia
Tok Vietnam,7263,Q9199,Wikipedia
Vietnam,None,Q881,OpenTapioca
Nha Trang,7257,Q19491,Wikipedia
Đồng Hới,4471,Q1877,Wikipedia
Ho Chi Minh City,None,Q1854,OpenTapioca
1981,6141,Q2437,Wikipedia
sayor,6023,Q756,Wikipedia
abus,6864,Q729,Wikipedia
Sri Lanka,8242,Q854,Wikipedia
Teki,3675,Q43,Wikipedia
Food and Agriculture Organization,None,Q82151,OpenTapioca
FAO,None,Q82151,OpenTapioca
United Nations,None,Q1065,OpenTapioca
Kerema Distrik,2142,Q1776146,Wikipedia
Irak,627,Q796,Wikipedia
千代に八千代に,None,Q328651,OpenTapioca
mani,1128,Q1368,Wikipedia
1949,6043,Q5188,Wikipedia
Samoa,6566,Q683,Wikipedia
Ronald Wilson Reagan,None,Q9960,OpenTapioca
Ronald Reagan,None,Q9960,OpenTapioca
Jack Reagan,None,Q6114763,OpenTapioca
Nelle Wilson Reagan,None,Q6990072,OpenTapioca
Reagan,None,Q9960,OpenTapioca
Saut Koria,None,Q884,OpenTapioca
Pangu Pati,None,Q2007531,OpenTapioca
Union,None,Q458,OpenTapioca
1968,6065,Q2644,Wikipedia
1972,6069,Q2476,Wikipedia
1970,6067,Q2474,Wikipedia
1992,2819,Q2060,Wikipedia
1965,6062,Q2650,Wikipedia
1920,6168,Q2155,Wikipedia
BC,None,Q1974,OpenTapioca
Bratislava,None,Q1780,OpenTapioca
Suwisalan,3687,Q39,Wikipedia
Tonga,2229,Q678,Wikipedia
1976,6136,Q2480,Wikipedia
Kiribas,2228,Q710,Wikipedia
Ol Masol Ailan,2230,Q709,Wikipedia
Ista Ailan,4313,Q14452,Wikipedia
2006,2810,Q2021,Wikipedia
Yemen,6828,Q805,Wikipedia
Saipras,2486,Q229,Wikipedia
San Marino,3266,Q238,Wikipedia
Sek Ripablik,6526,Q213,Wikipedia
Andora,3047,Q228,Wikipedia
1991,2823,Q2062,Wikipedia
Pisin,8659,Q65451264,Wikipedia
Mamel,8657,Q7377,Wikipedia
Reptail,8661,Q10811,Wikipedia
Pis,8662,Q152,Wikipedia
Binatang,8660,Q65451241,Wikipedia
bea,8654,Q65451237,Wikipedia
bikpela magani,6866,Q5070208,Wikipedia
1977,6137,Q2481,Wikipedia
Sierra Leone,3765,Q1044,Wikipedia
Armenia,6991,Q399,Wikipedia
Azerbaijan,7557,Q227,Wikipedia
Hawai,None,Q782,OpenTapioca
1963,6060,Q2755,Wikipedia
Tok Krowesia,7860,Q6654,Wikipedia
lotu Kristen,850,Q5043,Wikipedia
1995,2817,Q2068,Wikipedia
Sebia,7094,Q403,Wikipedia
Tok Lituwenia,3554,Q9083,Wikipedia
Wes Papua,813,Q3845,Wikipedia
Nha Trang,None,Q35525,OpenTapioca
ples balus,6958,Q1248784,Wikipedia
Novemba,1152,Q125,Wikipedia
Epril,820,Q118,Wikipedia
lajik,1934,Q8078,Wikipedia
1973,6133,Q2477,Wikipedia
1974,6134,Q2478,Wikipedia
Zagreb,None,Q1435,OpenTapioca
1984,6144,Q2432,Wikipedia
Borneo,7533,Q36117,Wikipedia
Palawan,8356,Q1061269,Wikipedia
Kuala Lumpur,7532,Q1865,Wikipedia
Malesia,None,Q833,OpenTapioca
Mo,None,Q28,OpenTapioca
Putrajaya,8680,Q65451267,Wikipedia
Brunai,7534,Q921,Wikipedia
Kalimantan,None,Q36117,OpenTapioca
Sabah,None,Q179029,OpenTapioca
Sarawak,None,Q170462,OpenTapioca
Borneo,None,Q36117,OpenTapioca
Brunei,None,Q921,OpenTapioca
pater,None,Q733786,OpenTapioca
Jesuit,None,Q36380,OpenTapioca
Argentina,None,Q414,OpenTapioca
Bergoglio,None,Q450675,OpenTapioca
Pop,None,Q19546,OpenTapioca
Ilham Aliyev,9027,Q57371,Wikipedia
itali,1633,Q38,Wikipedia
Rio,None,Q8678,OpenTapioca
Mijares,None,Q20142,OpenTapioca
Campanar,None,Q200334,OpenTapioca
La Murà,None,Q631622,OpenTapioca
Freddie Mercury,None,Q15869,OpenTapioca
Farrokh Bulsara,None,Q15869,OpenTapioca
1967,6064,Q2648,Wikipedia
Bochotnica,None,Q2386011,OpenTapioca
SD,None,Q1049,OpenTapioca
saya,None,Q151135,OpenTapioca
jalan raya,None,Q34442,OpenTapioca
Hanya,None,Q182299,OpenTapioca
Kini,None,Q1006,OpenTapioca
dan,None,Q16867873,OpenTapioca
pohon,None,Q10884,OpenTapioca
stup,None,Q3501152,OpenTapioca
rumah,None,Q65449172,OpenTapioca
pais,None,Q447621,OpenTapioca
Jakarta,None,Q3630,OpenTapioca
at,7343,Q735,Wikipedia
Cracow,None,Q31487,OpenTapioca
Polan,None,Q36,OpenTapioca
Kraków,None,Q31487,OpenTapioca
Poznan,None,Q268,OpenTapioca
Poznań,None,Q268,OpenTapioca
Tok Polan,3020,Q809,Wikipedia
Gdansk,None,Q1792,OpenTapioca
Siamani,None,Q183,OpenTapioca
Danzig,None,Q1792,OpenTapioca
Divine Word University,None,Q5284156,OpenTapioca
Madang,None,Q326254,OpenTapioca
Luteran,None,Q75809,OpenTapioca
Jemani,None,Q183,OpenTapioca
Pasto,None,Q30121,OpenTapioca
Sili,8126,Q298,Wikipedia
Laion,None,Q420006,OpenTapioca
1953,6050,Q18585,Wikipedia
Dili,9059,Q9310,Wikipedia
Kathmandu,8854,Q3037,Wikipedia
Bogotá,8383,Q2841,Wikipedia
1996,2814,Q2070,Wikipedia
1921,6266,Q2162,Wikipedia
Maikronisia,8354,Q3359409,Wikipedia
Maikronisia,None,Q3359409,OpenTapioca
Mikronesien,None,Q702,OpenTapioca
