Text,Wiki_ID,Wikidata_ID,Source
laa,787,Q7748,Wikipedia
palitix,1068,Q7163,Wikipedia
Frans,442,Q142,Wikipedia
Manako,881,Q235,Wikipedia
konchri,759,Q6256,Wikipedia
libati,817,Q2979,Wikipedia
kolcha,753,Q11042,Wikipedia
Plieto,1098,Q859,Wikipedia
Bulgieria,263,Q219,Wikipedia
Finlan,433,Q33,Wikipedia
milichri,943,Q8473,Wikipedia
duo,None,Q109940,OpenTapioca
piis,1090,Q454,Wikipedia
Paragwai,1080,Q733,Wikipedia
enaji,2057,Q11379,Wikipedia
Chili,312,Q298,Wikipedia
kompini,758,Q783794,Wikipedia
matimatikal kanstant,910,Q186509,Wikipedia
nalij,1005,Q9081,Wikipedia
nomba,1040,Q11563,Wikipedia
moni,2077,Q1368,Wikipedia
kluodin,750,Q11460,Wikipedia
agrikolcha,53,Q11451,Wikipedia
Yunaitid Nieshan,2066,Q1065,Wikipedia
fizix,436,Q413,Wikipedia
mata,2297,Q35758,Wikipedia
mas,2295,Q11423,Wikipedia
pruotan,2273,Q2294,Wikipedia
Standad Magl,2268,Q18338,Wikipedia
lichicha,821,Q8242,Wikipedia
Molduova,954,Q217,Wikipedia
Venizuela,1473,Q717,Wikipedia
Iijip,560,Q79,Wikipedia
Ingglan,591,Q21,Wikipedia
Toerki,1398,Q43,Wikipedia
Palitikal sayans,1067,Q36442,Wikipedia
suosialaji,1354,Q21201,Wikipedia
filasafi,428,Q5891,Wikipedia
suoshal muuvment,2023,Q49773,Wikipedia
paluushan,1963,Q58734,Wikipedia
ikalaji,2241,Q7150,Wikipedia
ikosistim,2236,Q37813,Wikipedia
elt,395,Q12147,Wikipedia
intoernal komboshan injin,2398,Q12757,Wikipedia
stiim injin,2400,Q12760,Wikipedia
iit,2021,Q44432,Wikipedia
fuos,2058,Q11402,Wikipedia
marid,898,Q8445,Wikipedia
abaashan,34,Q8452,Wikipedia
Wol Waid Web,2349,Q466,Wikipedia
riedio,2053,Q872,Wikipedia
Intanet,2045,Q75,Wikipedia
sivl raits,1849,Q191600,Wikipedia
Doch,379,Q7411,Wikipedia
kuantom mikianix,2367,Q944,Wikipedia
sayans,1249,Q336,Wikipedia
injinierin,593,Q11023,Wikipedia
teknalaji,1388,Q11016,Wikipedia
Oert,2456,Q2,Wikipedia
matimatix,2018,Q395,Wikipedia
ikanamix,567,Q8134,Wikipedia
palitikal sayans,1067,Q36442,Wikipedia
lajik,792,Q8078,Wikipedia
Oert,None,Q2,OpenTapioca
Nyuu Yaak Siti,1046,Q60,Wikipedia
Italian,626,Q652,Wikipedia
Yuurop,1557,Q46,Wikipedia
Nobel,None,Q23810,OpenTapioca
Intanashinal Red Kraas ah Red Krisent Muuvment,None,Q7178,OpenTapioca
Suitsalan,1347,Q39,Wikipedia
chried,2085,Q601401,Wikipedia
Ruom,1206,Q220,Wikipedia
Mikelanjelo,941,Q5592,Wikipedia
gud,520,Q28877,Wikipedia
Aschria,148,Q40,Wikipedia
Beljiom,202,Q31,Wikipedia
Saipros,1217,Q229,Wikipedia
Estuonia,411,Q191,Wikipedia
Joermani,666,Q183,Wikipedia
Griis,516,Q41,Wikipedia
Latvia,807,Q211,Wikipedia
Lituyenia,832,Q37,Wikipedia
Logzimboerg,835,Q32,Wikipedia
Malta,877,Q233,Wikipedia
Nedalanz,1020,Q55,Wikipedia
Puotigal,1142,Q45,Wikipedia
Slovakia,1312,Q214,Wikipedia
Sloviinia,1313,Q215,Wikipedia
Japan,649,Q17,Wikipedia
yuuro,2078,Q4916,Wikipedia
pong stoerlin,2080,Q25224,Wikipedia
Yunaitid Kindom,1541,Q145,Wikipedia
Chaina,304,Q29520,Wikipedia
finans,432,Q43015,Wikipedia
maakit,851,Q37654,Wikipedia
lie,None,Q87720384,OpenTapioca
bailoji,177,Q420,Wikipedia
fonggos,2257,Q764,Wikipedia
saikalaji,1215,Q9418,Wikipedia
imuoshan,577,Q9415,Wikipedia
Kiaklikizim,None,Q1841,OpenTapioca
"Ruom,[1",None,Q220,OpenTapioca
Iistan Aatadax Choch,None,Q35032,OpenTapioca
Ruoman Kiaklik Choch,None,Q9592,OpenTapioca
Sin,None,Q148,OpenTapioca
Puop,None,Q19546,OpenTapioca
Kristian,None,Q1369897,OpenTapioca
Mieri,None,Q345,OpenTapioca
Mariám,None,Q1478857,OpenTapioca
ܡܪܝܡ‎,None,Q345,OpenTapioca
Mariam‎,None,Q1478857,OpenTapioca
"מִרְיָם""‎",None,Q345,OpenTapioca
KI,None,Q710,OpenTapioca
Mieri,2141,Q345,Wikipedia
Iistan Aatadax Choch,563,Q35032,Wikipedia
Albienia,65,Q222,Wikipedia
Organization of the Petroleum Exporting Countries,None,Q7795,OpenTapioca
OPEC,None,Q7795,OpenTapioca
OPEP,None,Q7795,OpenTapioca
Bagdad,None,Q1530,OpenTapioca
Viena,None,Q1741,OpenTapioca
Aljiiria,90,Q262,Wikipedia
Angguola,120,Q916,Wikipedia
Kuwiet,774,Q817,Wikipedia
Libia,818,Q1016,Wikipedia
Naijiiria,1003,Q1033,Wikipedia
Kata,724,Q846,Wikipedia
Saadi Ariebia,1212,Q851,Wikipedia
Yunaitid Arab Emiret,1540,Q878,Wikipedia
AD,None,Q228,OpenTapioca
chrii,None,Q10884,OpenTapioca
A,None,Q48,OpenTapioca
lak,None,Q23397,OpenTapioca
wol,None,Q42329,OpenTapioca
Kiansa,None,Q22395141,OpenTapioca
riil nomba,2397,Q12916,Wikipedia
ikwiejan,2495,Q11345,Wikipedia
pavati,2019,Q10294,Wikipedia
Tesin,None,Q12724,OpenTapioca
suo,None,Q920544,OpenTapioca
DM,None,Q784,OpenTapioca
refa,None,Q1511064,OpenTapioca
fizikal exasaiz,2115,Q219067,Wikipedia
long,837,Q7886,Wikipedia
Taip,None,Q1394627,OpenTapioca
Wol Elt Aaganizieshan,2070,Q7817,Wikipedia
leg,None,Q23397,OpenTapioca
kaman kuol,2161,Q12125,Wikipedia
Outa,None,Q22459012,OpenTapioca
CDC,None,Q583725,OpenTapioca
sain,None,Q3372171,OpenTapioca
Ef,None,Q286875,OpenTapioca
mont,None,Q23834496,OpenTapioca
Latn Amoerka,806,Q12585,Wikipedia
P.,None,Q562,OpenTapioca
Nyuutan laa a muoshan,2278,Q38433,Wikipedia
klasikal mikianix,2056,Q11397,Wikipedia
Ruoman Ripoblik,2171,Q17167,Wikipedia
Agostos,161,Q1405,Wikipedia
Griik languij,515,Q9129,Wikipedia
Bizantiin Empaya,217,Q12544,Wikipedia
Uoma,1435,Q6691,Wikipedia
Iliad,571,Q8275,Wikipedia
Adisi,43,Q35160,Wikipedia
Eroduotos,2641,Q26825,Wikipedia
Tuusididiiz,2642,Q41683,Wikipedia
Sakratiiz,1218,Q913,Wikipedia
Aristakl,141,Q868,Wikipedia
medisn,918,Q11190,Wikipedia
Chuojan Waar,2185,Q42937,Wikipedia
L,None,Q1043,OpenTapioca
Maikal,None,Q127041,OpenTapioca
Olimpik,None,Q132885,OpenTapioca
dat,None,Q4027913,OpenTapioca
Juupita,2458,Q958169,Wikipedia
staar,2206,Q523,Wikipedia
satilait,2563,Q26540,Wikipedia
Suola Sistim,2205,Q544,Wikipedia
Pluuto,2462,Q339,Wikipedia
gravitieshan,2282,Q11412,Wikipedia
Son,2379,Q525,Wikipedia
planit,2204,Q634,Wikipedia
astaraid,152,Q3863,Wikipedia
muun,2474,Q405,Wikipedia
Yunivoers,2208,Q1,Wikipedia
gialaxi,493,Q318,Wikipedia
Milki Wie,945,Q321,Wikipedia
teliskuop,2515,Q4213,Wikipedia
stela,None,Q178743,OpenTapioca
Jay Marcus,None,Q100879600,OpenTapioca
Pichruoliom Kaaparieshan a Jumieka,None,Q7178943,OpenTapioca
Petroleum Corporation of Jamaica,None,Q7178943,OpenTapioca
Rom,None,Q220,OpenTapioca
Jamaica,None,Q766,OpenTapioca
rom,None,Q180516,OpenTapioca
Deno ah Gediz Limitid,None,Q3024535,OpenTapioca
Peter,None,Q33923,OpenTapioca
Smile Jamaica,None,Q2991703,OpenTapioca
Telivijan Jumieka,None,Q7696961,OpenTapioca
Television Jamaica,None,Q7696961,OpenTapioca
TV,None,Q672,OpenTapioca
Ikosistim,None,Q37813,OpenTapioca
aaganizim,2094,Q7239,Wikipedia
malikyuul,2410,Q11369,Wikipedia
dat,None,Q61666867,OpenTapioca
jaagrafi,634,Q1071,Wikipedia
Oert sayans,1053,Q8008,Wikipedia
DNA,None,Q42,OpenTapioca
Muos,None,Q99365279,OpenTapioca
reptail,2254,Q10811,Wikipedia
mamal,2253,Q7377,Wikipedia
bod,2249,Q5113,Wikipedia
aat,31,Q735,Wikipedia
skelitan,1308,Q7881,Wikipedia
waata,2471,Q283,Wikipedia
axijen,2531,Q629,Wikipedia
brien,247,Q1073,Wikipedia
amfibian,2248,Q10908,Wikipedia
miit,939,Q10990,Wikipedia
biif,214,Q192628,Wikipedia
batani,2210,Q441,Wikipedia
paatikl fizix,2020,Q18334,Wikipedia
sobatamik paatikl,2269,Q177013,Wikipedia
Paatikl fizix,2020,Q18334,Wikipedia
ilekchomagnetik redieshan,2292,Q12969754,Wikipedia
lait,2286,Q9128,Wikipedia
nyuuchran,2271,Q2348,Wikipedia
mas,None,Q585956,OpenTapioca
chrang intarakshan,2283,Q11415,Wikipedia
ilekchomagnetizim,2281,Q11406,Wikipedia
yuuman,2373,Q5,Wikipedia
kilogram,2305,Q11570,Wikipedia
So,None,Q23397,OpenTapioca
silikan,2532,Q670,Wikipedia
semikandokta,2302,Q11456,Wikipedia
SI,None,Q215,OpenTapioca
"K"").[2",None,Q43512,OpenTapioca
liita,2304,Q11582,Wikipedia
die,366,Q573,Wikipedia
ier,552,Q577,Wikipedia
gias,2546,Q11432,Wikipedia
kloud,2266,Q8074,Wikipedia
rien,2331,Q7925,Wikipedia
VD,None,Q12771,OpenTapioca
baktiiria,2256,Q10876,Wikipedia
telifuon,2346,Q11035,Wikipedia
telikomiunikieshan,2046,Q418,Wikipedia
song,2368,Q11461,Wikipedia
edikieshan,386,Q8434,Wikipedia
advataizin,48,Q37038,Wikipedia
Wol,None,Q42329,OpenTapioca
Tim Berners-Lee,None,Q80,OpenTapioca
Anggila,119,Q25228,Wikipedia
jaaloji,637,Q1069,Wikipedia
nachral satilait,998,Q2537,Wikipedia
IT,None,Q38,OpenTapioca
taim,2372,Q11471,Wikipedia
tempicha,2285,Q11466,Wikipedia
Alboert Ainstain,None,Q937,OpenTapioca
Yuurop,None,Q46,OpenTapioca
Chaina,None,Q148,OpenTapioca
Rosha,None,Q159,OpenTapioca
Afrika,None,Q15,OpenTapioca
DC,None,Q61,OpenTapioca
no se,None,Q82613,OpenTapioca
aloi,2413,Q37756,Wikipedia
metal,2408,Q11426,Wikipedia
kapa,2536,Q753,Wikipedia
fayahaam,2381,Q1574963,Wikipedia
wepan,1510,Q728,Wikipedia
kimikal eliment,2189,Q11344,Wikipedia
buoran,2954,Q618,Wikipedia
kimischri,741,Q2329,Wikipedia
kimikal riakshan,2190,Q36534,Wikipedia
kimikal kompoun,2445,Q11173,Wikipedia
Neptyuun,2461,Q332,Wikipedia
pan,None,Q296872,OpenTapioca
uoshan,1436,Q9430,Wikipedia
It,None,Q38,OpenTapioca
room,None,Q180516,OpenTapioca
kaaban,2446,Q623,Wikipedia
Maarz,2457,Q111,Wikipedia
fuud,475,Q2095,Wikipedia
Obl Spies Teliskuop,None,Q2513,OpenTapioca
HST,None,Q2513,OpenTapioca
Edwin Hubble,None,Q43027,OpenTapioca
NASA,None,Q23548,OpenTapioca
Compton Gamma Ray Observatory,None,Q41519,OpenTapioca
Chandra X-ray Observatory,None,Q49002,OpenTapioca
Spitzer Space Telescope).[6,None,Q201953,OpenTapioca
US,None,Q30,OpenTapioca
Kianada,None,Q16,OpenTapioca
UK,None,Q145,OpenTapioca
"Airilan,[4][5",None,Q27,OpenTapioca
"Nyuu Ziilan,[6][7",None,Q664,OpenTapioca
Sout Afrika[8,None,Q258,OpenTapioca
Fi,None,Q188063,OpenTapioca
diziiz,377,Q12136,Wikipedia
milk,944,Q8495,Wikipedia
shiep,2507,Q207961,Wikipedia
jaamichri,2064,Q8087,Wikipedia
plien,2385,Q197,Wikipedia
Liiva,None,Q1009039,OpenTapioca
asid,150,Q11158,Wikipedia
Muun,2474,Q405,Wikipedia
Suoviet Yuunian,1355,Q15180,Wikipedia
Rakit,None,Q3667843,OpenTapioca
U.S.,None,Q30,OpenTapioca
Fx,None,Q698,OpenTapioca
Brien,None,Q28160552,OpenTapioca
BI,None,Q967,OpenTapioca
MI,None,Q1166,OpenTapioca
L.,None,Q1043,OpenTapioca
Stephen L. DeFelice,None,Q60338881,OpenTapioca
Anders Celsius,None,Q81130,OpenTapioca
Daniel Gabriel Fahrenheit,None,Q57073,OpenTapioca
André-Marie Ampère,None,Q675,OpenTapioca
French,None,Q121842,OpenTapioca
Georg Simon Ohm,None,Q1585,OpenTapioca
chrayanggl,2517,Q19821,Wikipedia
spies,2369,Q107,Wikipedia
Bon,None,Q586,OpenTapioca
myuuzik,990,Q638,Wikipedia
Billy Corben,None,Q4912387,OpenTapioca
Kojo,751,Q5192532,Wikipedia
Akompong,2621,Q4672706,Wikipedia
Poerjan Empaya,1100,Q83311,Wikipedia
Tuusididiiz,None,Q41683,OpenTapioca
Θουκυδίδης,None,Q41683,OpenTapioca
BKI,None,Q645760,OpenTapioca
Atenz,None,Q1524,OpenTapioca
Chaini,None,Q34762980,OpenTapioca
"Mantigo Bie, Jumieka",894,Q637555,Wikipedia
Samyuel Shaap,1224,Q328958,Wikipedia
Baptis Waar,182,Q4077534,Wikipedia
Samyuel Shaap,None,Q328958,OpenTapioca
Baptis Choch,None,Q93191,OpenTapioca
Mans,None,Q1476,OpenTapioca
Mantigo Bie,None,Q637555,OpenTapioca
lan,None,Q1145155,OpenTapioca
Sandi,None,Q16552,OpenTapioca
Filipo,None,Q43675,OpenTapioca
Mie,None,Q128196,OpenTapioca
Landan.[1,None,Q84,OpenTapioca
Piiplz Ripoblik a Chaina,1089,Q148,Wikipedia
Sout Afrika,1325,Q258,Wikipedia
rege,2610,Q9794,Wikipedia
Chrinidad ah Tubiego,317,Q754,Wikipedia
Febiweri,2319,Q109,Wikipedia
Aada a Nashinal Iiro,None,Q93642,OpenTapioca
Paaliment a Jumieka,None,Q122635,OpenTapioca
Taino,1364,Q210623,Wikipedia
wel,None,Q124714,OpenTapioca
Derek Walcott,None,Q132701,OpenTapioca
Sin Luusha,None,Q760,OpenTapioca
Claude McKay,None,Q1096967,OpenTapioca
Ian Fleming,None,Q82104,OpenTapioca
Ban,None,Q180516,OpenTapioca
Come,None,Q1308,OpenTapioca
Aaklan,2708,Q37100,Wikipedia
Nyuu Ziilant,1047,Q664,Wikipedia
siti,1306,Q515,Wikipedia
Kyuuba,None,Q241,OpenTapioca
Ieti,None,Q790,OpenTapioca
Puot Rayal,None,Q685357,OpenTapioca
Morant,None,Q765989,OpenTapioca
Kolombia,None,Q739,OpenTapioca
Yunaitid Kindom,None,Q145,OpenTapioca
Panish Tong,None,Q846939,OpenTapioca
Neve Shalom,None,Q652631,OpenTapioca
Izrel,None,Q801,OpenTapioca
Shaare Shalom Sinigag,None,Q7459956,OpenTapioca
Panish Ingkuizishan,None,Q184725,OpenTapioca
Kiaribiyan Sii,733,Q1247,Wikipedia
Jumiekan Kryuol,694,Q35939,Wikipedia
Kasta Riika,723,Q800,Wikipedia
Atlantik,None,Q97,OpenTapioca
Pasifik,None,Q98,OpenTapioca
Universidad Nacional,None,Q31867,OpenTapioca
Kasta Riika,None,Q800,OpenTapioca
Universidad de Costa Rica,None,Q1305486,OpenTapioca
Ba'aamaz,169,Q778,Wikipedia
Vikta Stafoerd Riid,None,Q7926364,OpenTapioca
Chrinidad ah Tubiego,None,Q754,OpenTapioca
Baabiedoz,None,Q244,OpenTapioca
Spien,None,Q29,OpenTapioca
Yunaitid Nieshan,None,Q1065,OpenTapioca
G-77,None,Q477328,OpenTapioca
Yuropiyan Yuunian,None,Q458,OpenTapioca
EU,None,Q458,OpenTapioca
Ieja,None,Q48,OpenTapioca
Fiji,None,Q712,OpenTapioca
Anda,None,Q5456,OpenTapioca
"Kinston, Jumieka",745,Q34692,Wikipedia
Komishan,None,Q5735220,OpenTapioca
Jumiekan kolcha,2704,Q3007284,Wikipedia
kalalu,2785,Q5021734,Wikipedia
Wes Afrika,None,Q4412,OpenTapioca
kiakl,2258,Q830,Wikipedia
Kolombia,755,Q739,Wikipedia
Baznia ah Oerzigoviina,197,Q225,Wikipedia
Kiergistan,738,Q813,Wikipedia
Ina,None,Q840888,OpenTapioca
Ieti,554,Q790,Wikipedia
Kenia,726,Q114,Wikipedia
Puolan,1126,Q36,Wikipedia
Jumiekan Kiev Aaganizieshan,None,Q6127415,OpenTapioca
Feran Wiliamz,None,Q24236110,OpenTapioca
Ferron Williams,None,Q24236110,OpenTapioca
Akompong,None,Q4672706,OpenTapioca
Banggladesh,179,Q902,Wikipedia
Shigeru Miyamoto,None,Q12382,OpenTapioca
Sodan,None,Q1049,OpenTapioca
Anatoliy Solovianenko,None,Q488006,OpenTapioca
Aili Silasi I,None,Q41178,OpenTapioca
ቀዳማዊ ኃይለ ሥላሴ,None,Q41178,OpenTapioca
Tafari Makonnen,None,Q41178,OpenTapioca
Iityuopia,None,Q115,OpenTapioca
Maakos Gyaavi,None,Q272504,OpenTapioca
Walis,None,Q113452535,OpenTapioca
Boj,None,Q39384,OpenTapioca
Wallis Budge,None,Q2316289,OpenTapioca
Puot Rayal,2715,Q685357,Wikipedia
Panamaa,None,Q804,OpenTapioca
Marakaibo,None,Q171632,OpenTapioca
Jibralta,None,Q1410,OpenTapioca
Venizuela,None,Q717,OpenTapioca
Ous,None,Q2566311,OpenTapioca
Jaaj Wiliam Gaadn,635,Q478425,Wikipedia
Turkey,None,Q43,OpenTapioca
Yunivoersiti a di Wes Indiz,None,Q746153,OpenTapioca
UWI,None,Q746153,OpenTapioca
Anggila,None,Q25228,OpenTapioca
Antiiga ah Baabyuuda,None,Q781,OpenTapioca
Ba’aamaz,None,Q778,OpenTapioca
Beliiz,None,Q242,OpenTapioca
British Voerjin Ailanz,None,Q25305,OpenTapioca
Kieman Ailanz,None,Q5785,OpenTapioca
Daminiika,None,Q784,OpenTapioca
Grinieda,None,Q769,OpenTapioca
Gayana,None,Q734,OpenTapioca
Mansarat,None,Q13353,OpenTapioca
Sin Kits ah Niivis,None,Q763,OpenTapioca
Toerx ah Kiekos,None,Q18221,OpenTapioca
Noel,None,Q19809,OpenTapioca
Percival Noel James Patterson,None,Q109130,OpenTapioca
ON,None,Q1065,OpenTapioca
QC,None,Q176,OpenTapioca
MP,None,Q16644,OpenTapioca
Sout,None,Q768506,OpenTapioca
JLP,None,Q1539301,OpenTapioca
Gayana,488,Q734,Wikipedia
San Mariino,1231,Q238,Wikipedia
CBC Television,None,Q461761,OpenTapioca
American Public Television,None,Q4744767,OpenTapioca
Senchral Amoerka,None,Q27611,OpenTapioca
Nikaragua,None,Q811,OpenTapioca
Don Letts,None,Q983530,OpenTapioca
Rick Elgood,None,Q2391756,OpenTapioca
panish,1071,Q1321,Wikipedia
ingglish,592,Q1860,Wikipedia
Tuokio,1418,Q1490,Wikipedia
George W. Bush,3090,Q207,Wikipedia
Mister Rogers' Neighborhood,2989,Q3234484,Wikipedia
Onggari,1057,Q28,Wikipedia
Banjarnegara,None,Q10604,OpenTapioca
Central Java,None,Q3557,OpenTapioca
Indonesia,None,Q252,OpenTapioca
Matheus Rocha,3094,Q43193060,Wikipedia
Rabat,None,Q3551,OpenTapioca
DJ,None,Q977,OpenTapioca
Jinaral,None,Q17059452,OpenTapioca
Boni,None,Q586,OpenTapioca
Eko,None,Q8673,OpenTapioca
Delta,None,Q503910,OpenTapioca
Nigeriya,None,Q1033,OpenTapioca
Nigeriya's,None,Q1033,OpenTapioca
India,None,Q668,OpenTapioca
Europe,None,Q458,OpenTapioca
California,None,Q99,OpenTapioca
States,None,Q30,OpenTapioca
Cher Lloyd,None,Q230451,OpenTapioca
Soerbia,1315,Q403,Wikipedia
Kruoyesha,767,Q224,Wikipedia
Montenegro,966,Q236,Wikipedia
Yugoslavia,3125,Q36704,Wikipedia
Lilis,None,Q648,OpenTapioca
California,3122,Q99,Wikipedia
klasikal myuuzik,749,Q9730,Wikipedia
Aschrielia,149,Q408,Wikipedia
Greater Antilles,None,Q128011,OpenTapioca
Caribbean,None,Q664609,OpenTapioca
Antilles,None,Q166131,OpenTapioca
Caribbean Sea,None,Q1247,OpenTapioca
Hispaniola,None,Q25277,OpenTapioca
Puerto Rico,None,Q1183,OpenTapioca
Cuba,None,Q241,OpenTapioca
Cayman Islands,None,Q5785,OpenTapioca
Swiidn,1358,Q34,Wikipedia
British Empaya,None,Q8680,OpenTapioca
Bab Maali,174,Q409,Wikipedia
son,None,Q4174776,OpenTapioca
Bab Maali,None,Q409,OpenTapioca
Edga Alan Puo,385,Q16867,Wikipedia
man,None,Q22951236,OpenTapioca
lantan,None,Q2082774,OpenTapioca
sofa,None,Q204776,OpenTapioca
Baibl,176,Q1845,Wikipedia
Alboert Ainstain,66,Q937,Wikipedia
Azabaijan,167,Q227,Wikipedia
vijual aat,1480,Q36649,Wikipedia
Denmaak,357,Q35,Wikipedia
Aislan,58,Q189,Wikipedia
Naawie,997,Q20,Wikipedia
Ga,None,Q1428,OpenTapioca
Wes,None,Q56513324,OpenTapioca
British Wes Indiz,None,Q920396,OpenTapioca
Gad,478,Q825,Wikipedia
nashinalizim,1012,Q6235,Wikipedia
diktietaship,370,Q317,Wikipedia
maakitin,2013,Q39809,Wikipedia
Madagiaska,859,Q1019,Wikipedia
klaimit,2022,Q7937,Wikipedia
Anduora,115,Q228,Wikipedia
Jibralta,2828,Q1410,Wikipedia
skeptisizim,1309,Q1395219,Wikipedia
Masaoka Shiki,None,Q315152,OpenTapioca
Joermanik languij,667,Q21200,Wikipedia
Gatfriid Laibnits,485,Q9047,Wikipedia
Alan Mathison Turing,None,Q7251,OpenTapioca
OBE,None,Q14420,OpenTapioca
FRS,None,Q123885,OpenTapioca
Time Magazine,None,Q43297,OpenTapioca
fak,None,Q10884,OpenTapioca
aatifishal intelijens,32,Q11660,Wikipedia
Einstein,None,Q937,OpenTapioca
Naaman Manli,992,Q1397508,Wikipedia
Paal Buogl,1060,Q1361483,Wikipedia
Jumiekan dala,2723,Q209792,Wikipedia
Liktenstain,823,Q347,Wikipedia
mountn,981,Q8502,Wikipedia
Senchral Amoerka,1259,Q27611,Wikipedia
Biliiz,216,Q242,Wikipedia
Guatimaala,519,Q774,Wikipedia
El Salvaduor,393,Q792,Wikipedia
Nikaragua,1032,Q811,Wikipedia
Pasifik Uoshan,1082,Q98,Wikipedia
Tigusigalpa,1394,Q3238,Wikipedia
Antaatika,None,Q51,OpenTapioca
Puotigiis,1143,Q5146,Wikipedia
Guadiluup,518,Q17012,Wikipedia
Daminiika,348,Q784,Wikipedia
Maatiniik,857,Q17054,Wikipedia
Sin Luusha,1291,Q760,Wikipedia
Sin Vinsn ah di Grenidiinz,1296,Q757,Wikipedia
Baabiedoz,171,Q244,Wikipedia
Grinieda,517,Q769,Wikipedia
Mansarat,891,Q13353,Wikipedia
Sin Kits ah Niivis,1289,Q763,Wikipedia
Sah Baatelmi,1213,Q25362,Wikipedia
Sin Maatn,1292,Q26273,Wikipedia
Aligzanda Bostamanti,87,Q265034,Wikipedia
daans,346,Q11639,Wikipedia
aakeschra,29,Q42998,Wikipedia
Pravins a Soria,1117,Q55276,Wikipedia
Lokono,None,Q23178321,OpenTapioca
Daniel Garrison Brinton,None,Q1160821,OpenTapioca
Irving Rouse,None,Q16003639,OpenTapioca
Ispanyuola,None,Q25277,OpenTapioca
Daminikan Ripoblik,None,Q786,OpenTapioca
Puoto Riiko,None,Q1183,OpenTapioca
Taíno,None,Q210623,OpenTapioca
Taíno,None,Q39778,OpenTapioca
Surinam,None,Q730,OpenTapioca
French Gayana,None,Q3769,OpenTapioca
Aligzanda di Griet,85,Q8409,Wikipedia
metafizix,925,Q35277,Wikipedia
tieta,1393,Q11635,Wikipedia
etix,412,Q9465,Wikipedia
