Text,Wiki_ID,Wikidata_ID,Source
España,None,Q29,OpenTapioca
Navaleno,None,Q516654,OpenTapioca
Duruelo de la Sierra,None,Q832246,OpenTapioca
DE,None,Q183,OpenTapioca
LA,None,Q819,OpenTapioca
unión,None,Q1156831,OpenTapioca
Caloocan,18484,Q1478,Wikipedia
Militar del Filipinas,2393,Q438061,Wikipedia
Antonio Luna,2458,Q602912,Wikipedia
Malolos,18510,Q2180,Wikipedia
1950,21748,Q18597,Wikipedia
Filipino,1592,Q721626,Wikipedia
Instituto Nacional,None,Q2422271,OpenTapioca
nacional,None,Q6989728,OpenTapioca
las,None,Q590359,OpenTapioca
Academia Militar de Filipinas,2392,Q1986327,Wikipedia
Urbiztondo,18170,Q43154,Wikipedia
Badoc,17574,Q39303,Wikipedia
Ilocos Norte,18619,Q13813,Wikipedia
Filipina,None,Q928,OpenTapioca
Aguinaldo,None,Q188939,OpenTapioca
Cabanatuan,None,Q55595,OpenTapioca
A,None,Q48,OpenTapioca
sandbox,None,Q4115189,OpenTapioca
zona,None,Q1050926,OpenTapioca
año,21544,Q577,Wikipedia
Alemania,2014,Q183,Wikipedia
Elpidio Quirino,18790,Q319943,Wikipedia
Que,None,Q176,OpenTapioca
Provincia de Zamboanga,None,Q8065725,OpenTapioca
Ciudad de Baguio,None,Q1822,OpenTapioca
Ciudad de Zamboanga,None,Q1629,OpenTapioca
Ciudad de Davao,None,Q1473,OpenTapioca
Pedro,None,Q33923,OpenTapioca
"L""eroy",None,Q1043,OpenTapioca
Julio Cesar,None,Q1048,OpenTapioca
Vitaliano Agan,None,Q2280822,OpenTapioca
Erico Basilio Fabian,None,Q5388206,OpenTapioca
Inglatera,2506,Q21,Wikipedia
Reinos Unidos de Gran Britania y Norte Irelandia,2507,Q145,Wikipedia
Goiás,None,Q41587,OpenTapioca
Tennessee,20108,Q1509,Wikipedia
1975,21727,Q2479,Wikipedia
Partido Independencia Puertorriqueño,2524,Q19683,Wikipedia
Puerto Rico,2572,Q1183,Wikipedia
PIP,None,Q19683,OpenTapioca
Partido Independentista,None,Q19683,OpenTapioca
Asamblea Constituyente,None,Q876424,OpenTapioca
Estados Unidos,None,Q30,OpenTapioca
para,None,Q928186,OpenTapioca
Puerto Rico,None,Q1183,OpenTapioca
Partido Socialista,None,Q170972,OpenTapioca
Juan Mari Bras,None,Q346112,OpenTapioca
más,None,Q585956,OpenTapioca
Sin,None,Q148,OpenTapioca
Asamblea Legislativa,None,Q780457,OpenTapioca
Panamá,21059,Q804,Wikipedia
Gabriel García Márquez,16976,Q5878,Wikipedia
Edwin Irizarry Mora,None,Q5346541,OpenTapioca
bandera,None,Q59679261,OpenTapioca
Rodriguez de Tio,None,Q274202,OpenTapioca
Otra,None,Q642694,OpenTapioca
1961,21738,Q3696,Wikipedia
Mariza,2036,Q463918,Wikipedia
London,2499,Q84,Wikipedia
23 de Enero,None,Q6063325,OpenTapioca
Santiago de Chile,7575,Q2887,Wikipedia
Bolivia,3228,Q750,Wikipedia
Argentina,2668,Q414,Wikipedia
Santo Tomas,None,Q43669,OpenTapioca
tal,None,Q2,OpenTapioca
O,None,Q23397,OpenTapioca
Tiene,None,Q456550,OpenTapioca
Turing,None,Q7251,OpenTapioca
Mi,None,Q30,OpenTapioca
dar,None,Q10884,OpenTapioca
Papa,None,Q19546,OpenTapioca
Pilipinas,None,Q928,OpenTapioca
Domingo,None,Q786,OpenTapioca
Cavite,None,Q1482,OpenTapioca
Ama,None,Q3805,OpenTapioca
puerta,None,Q18221014,OpenTapioca
cuarto,None,Q180516,OpenTapioca
mina,None,Q124714,OpenTapioca
Oliver,None,Q313368,OpenTapioca
tu si,None,Q733786,OpenTapioca
madre de Jesus,None,Q345,OpenTapioca
Jesus,None,Q302,OpenTapioca
Manuel Quezon,None,Q1503,OpenTapioca
Come,None,Q1308,OpenTapioca
Querida,None,Q7271365,OpenTapioca
Cada,None,Q657,OpenTapioca
techo,None,Q221706,OpenTapioca
miña,None,Q124714,OpenTapioca
Como,None,Q1308,OpenTapioca
arbol,None,Q10884,OpenTapioca
Pascua,None,Q19809,OpenTapioca
Tia,None,Q10884,OpenTapioca
Christmas,None,Q19809,OpenTapioca
tree,None,Q10884,OpenTapioca
rama,None,Q19519610,OpenTapioca
corte,None,Q1550557,OpenTapioca
sala,None,Q34442,OpenTapioca
banda,None,Q20012445,OpenTapioca
Noche Buena,None,Q106010,OpenTapioca
misa,None,Q6018398,OpenTapioca
Año Nuevo,None,Q1967840,OpenTapioca
Ciudad de Cavite,None,Q1482,OpenTapioca
Asi,None,Q48,OpenTapioca
mas,None,Q585956,OpenTapioca
mar,None,Q23397,OpenTapioca
oriente,None,Q205653,OpenTapioca
mío,None,Q17211279,OpenTapioca
familia,None,Q35529500,OpenTapioca
Tetuan,None,Q185157,OpenTapioca
Morocco,None,Q1028,OpenTapioca
San Ignacio,None,Q44281,OpenTapioca
Ciudad de Zamboanga,1608,Q1629,Wikipedia
PSGC,None,Q30264543,OpenTapioca
rock,None,Q1195705,OpenTapioca
Visayas,23212,Q211436,Wikipedia
Mindanao,1698,Q124873,Wikipedia
Batanes,18628,Q13740,Wikipedia
Catanduanes,18645,Q13778,Wikipedia
Marinduque,18638,Q13846,Wikipedia
Masbate,18646,Q13847,Wikipedia
Romblon,18641,Q13875,Wikipedia
Palawan,3068,Q13869,Wikipedia
Visayas Occidental,18697,Q13665,Wikipedia
Febrero,21672,Q109,Wikipedia
SI,None,Q215,OpenTapioca
NO,None,Q20,OpenTapioca
LES,None,Q1013,OpenTapioca
LA,None,Q65,OpenTapioca
EN,None,Q8908,OpenTapioca
Marso,21280,Q110,Wikipedia
australia,21061,Q408,Wikipedia
America,19834,Q828,Wikipedia
Uruguay,3081,Q77,Wikipedia
Chile,2545,Q298,Wikipedia
Paraguay,21060,Q733,Wikipedia
Colombia,None,Q739,OpenTapioca
Republica de Colombia,None,Q739,OpenTapioca
Galicia,None,Q3908,OpenTapioca
Española,None,Q25277,OpenTapioca
Santiago de Compostela,None,Q14314,OpenTapioca
Los Teques,None,Q695631,OpenTapioca
VAMOS,None,Q55092488,OpenTapioca
el aire,None,Q11918184,OpenTapioca
Mejico,None,Q96,OpenTapioca
Manila,None,Q1461,OpenTapioca
Wahab Akbar,None,Q2157713,OpenTapioca
Corea,7983,Q18097,Wikipedia
Soria,4377,Q12155,Wikipedia
Nepal,21153,Q837,Wikipedia
Zamboangueño,1615,Q526428,Wikipedia
Chavacano,6,Q33281,Wikipedia
Me,None,Q96,OpenTapioca
Para,None,Q39517,OpenTapioca
Wikipedia,None,Q52,OpenTapioca
ultramar,None,Q3548078,OpenTapioca
himno nacional,16868,Q23691,Wikipedia
agosto,21676,Q122,Wikipedia
1956,21742,Q5221,Wikipedia
1966,21734,Q2649,Wikipedia
Jaime Lachica Sin,None,Q202108,OpenTapioca
Asia,None,Q48,OpenTapioca
Irak,None,Q796,OpenTapioca
pedía,None,Q52,OpenTapioca
roto,None,Q23397,OpenTapioca
Ferdinand Marcos,None,Q1463,OpenTapioca
Gloria Arroyo,None,Q123665,OpenTapioca
México,7532,Q96,Wikipedia
Lugar,None,Q6667298,OpenTapioca
Los Cazos,None,Q35370359,OpenTapioca
El Ruido,None,Q56586085,OpenTapioca
"Barranca, Los Puentes",None,Q34885069,OpenTapioca
carretera,None,Q34442,OpenTapioca
Guadalajara,None,Q9022,OpenTapioca
Tuxcueca,None,Q3310867,OpenTapioca
Valle de Juárez,None,Q3311242,OpenTapioca
Occidente,None,Q13160,OpenTapioca
Jalisco,None,Q13160,OpenTapioca
Mazamitla,None,Q1020745,OpenTapioca
Corral Falso,None,Q21041559,OpenTapioca
Grande,None,Q160636,OpenTapioca
Epeche Chico,None,Q20281569,OpenTapioca
Zapatero,None,Q41395,OpenTapioca
La Huevera,None,Q20245088,OpenTapioca
Paso de los Arrieros,None,Q20293296,OpenTapioca
Mancomunidad de Filipinas,3278,Q146328,Wikipedia
Ilaga,None,Q13637606,OpenTapioca
Latino,None,Q13410,OpenTapioca
terra.<br/,None,Q2,OpenTapioca
Corea del Sur,21131,Q884,Wikipedia
Segunda Guerra Mundial,7632,Q362,Wikipedia
1953,21745,Q18585,Wikipedia
1997,2157,Q2088,Wikipedia
1995,1808,Q2068,Wikipedia
Guardia Roja,None,Q2006649,OpenTapioca
Pekín,None,Q956,OpenTapioca
China,None,Q148,OpenTapioca
Corea del Norte,None,Q423,OpenTapioca
Corea del Sur,None,Q884,OpenTapioca
Rusia,None,Q159,OpenTapioca
Japón,None,Q17,OpenTapioca
República Popular Democrática de Corea,None,Q423,OpenTapioca
reino,None,Q52434788,OpenTapioca
no se,None,Q82613,OpenTapioca
Fuerzas Armadas,None,Q326991,OpenTapioca
Norte,None,Q12661,OpenTapioca
Sur,None,Q82070,OpenTapioca
paso,None,Q2231510,OpenTapioca
comunicación,None,Q62565790,OpenTapioca
CD,None,Q974,OpenTapioca
Vietnam,2710,Q881,Wikipedia
El sistema,None,Q60014,OpenTapioca
Centro,None,Q13947,OpenTapioca
Okinawa,None,Q766445,OpenTapioca
Okinawa,None,Q600614,OpenTapioca
Ryukyu,None,Q10905515,OpenTapioca
sona,None,Q34501605,OpenTapioca
Pre,None,Q1137279,OpenTapioca
Cuyo,18101,Q111438,Wikipedia
Agutaya,18092,Q111351,Wikipedia
Cagayancillo,18098,Q111402,Wikipedia
Linapacan,18105,Q111506,Wikipedia
Puerto Princesa,18539,Q111739,Wikipedia
estadounidense,None,Q846570,OpenTapioca
Taiwán,21291,Q865,Wikipedia
Brunei,21278,Q921,Wikipedia
Malasia,16238,Q833,Wikipedia
Bataraza,18095,Q111378,Wikipedia
ciudad de Zamboanga,1608,Q1629,Wikipedia
Montevideo ciudad,3105,Q1335,Wikipedia
Salto (ciudad),3107,Q335506,Wikipedia
Paysandú (ciudad),3110,Q309442,Wikipedia
ciudad de la Costa,3111,Q869403,Wikipedia
Las Piedras,3112,Q615470,Wikipedia
Rivera (ciudad),3114,Q646498,Wikipedia
Maldonado (ciudad),3108,Q16258,Wikipedia
Melo,3113,Q738250,Wikipedia
Punta de Este,3115,Q56069,Wikipedia
Uruguay,None,Q77,OpenTapioca
Charruas,None,Q7901448,OpenTapioca
Sebastian Gaboto,None,Q348340,OpenTapioca
independiente,None,Q327591,OpenTapioca
Canelones,3088,Q16577,Wikipedia
San Jose,3092,Q16579,Wikipedia
Treinta y Tres,None,Q16610,OpenTapioca
Cerro Largo,3090,Q16575,Wikipedia
Lavalleja,3104,Q460435,Wikipedia
Rocha,3102,Q16582,Wikipedia
Durazno,3100,Q16591,Wikipedia
laguna,None,Q23397,OpenTapioca
Montevideo,3083,Q16594,Wikipedia
Artigas,3087,Q16603,Wikipedia
lugar,None,Q13526752,OpenTapioca
Río Uruguay,None,Q18278,OpenTapioca
Argentina,None,Q414,OpenTapioca
rio Uruguay,None,Q18278,OpenTapioca
mts,None,Q1278722,OpenTapioca
embalse de Salto Grande,None,Q2116393,OpenTapioca
etc,None,Q100807629,OpenTapioca
media,None,Q1193236,OpenTapioca
lana,None,Q42329,OpenTapioca
frigorífico,None,Q3074928,OpenTapioca
La,None,Q42329,OpenTapioca
Artigas,None,Q16603,OpenTapioca
Unión Europea,None,Q458,OpenTapioca
país,None,Q447621,OpenTapioca
Salto,None,Q16595,OpenTapioca
colorado,19994,Q1261,Wikipedia
El Intendente,None,Q97644605,OpenTapioca
Bella Unión,None,Q16609550,OpenTapioca
Universidad del Trabajo del Uruguay,None,Q1164055,OpenTapioca
UTU,None,Q1164055,OpenTapioca
María Orticochea,None,Q29490138,OpenTapioca
AM,None,Q399,OpenTapioca
FM,None,Q702,OpenTapioca
Salto,3095,Q16595,Wikipedia
Rio Negro,3091,Q16596,Wikipedia
Tacuarembó,3099,Q16587,Wikipedia
Rivera,3094,Q16609,Wikipedia
Geografía,8127,Q1071,Wikipedia
Cerro Largo,None,Q16575,OpenTapioca
llanura,None,Q160091,OpenTapioca
Paysandú,3089,Q16576,Wikipedia
Florida (Uruguay),3097,Q16593,Wikipedia
colonia,3093,Q16580,Wikipedia
Rivera,None,Q16609,OpenTapioca
Tacuarembó,None,Q16587,OpenTapioca
rio Negro,3091,Q16596,Wikipedia
Maldonado,3098,Q331196,Wikipedia
mundial,None,Q13780930,OpenTapioca
ciudad de Uruguay,None,Q62129985,OpenTapioca
pais,None,Q447621,OpenTapioca
rio de la Plata,None,Q35827,OpenTapioca
Las Piedras,None,Q969918,OpenTapioca
Santa Ana do Libramento,3234,Q917693,Wikipedia
Illinois,21518,Q1204,Wikipedia
What a Girl Wants,3131,Q1347115,Wikipedia
Come on Over Baby (All I Want Is You),3135,Q772457,Wikipedia
Linda Perry,None,Q236125,OpenTapioca
Scott Storch,None,Q451821,OpenTapioca
Christina Aguilera,None,Q41594,OpenTapioca
Justin Timberlake,None,Q43432,OpenTapioca
Aguilera,None,Q41594,OpenTapioca
Steve Kipner,None,Q4353991,OpenTapioca
Pamela Sheyne,None,Q10344101,OpenTapioca
Mi Reflejo,3125,Q646521,Wikipedia
En el año 2000,None,Q3724913,OpenTapioca
Pop,None,Q19546,OpenTapioca
MTV Video,None,Q3841662,OpenTapioca
la música,None,Q6464055,OpenTapioca
TRL,None,Q816709,OpenTapioca
MTV,None,Q43359,OpenTapioca
Shelly Peiken,None,Q7493912,OpenTapioca
habitación,None,Q180516,OpenTapioca
princesa,None,Q434529,OpenTapioca
febrero,21672,Q109,Wikipedia
Queen,16833,Q15862,Wikipedia
Premio,None,Q100895958,OpenTapioca
Billie Eilish,24313,Q29564107,Wikipedia
Beyonce,None,Q36153,OpenTapioca
la letra,None,Q66362700,OpenTapioca
All,None,Q183,OpenTapioca
Australia,21061,Q408,Wikipedia
Los Ángeles,None,Q65,OpenTapioca
ABC,None,Q169889,OpenTapioca
My,None,Q30,OpenTapioca
Kirk Franklin,None,Q1349627,OpenTapioca
CeCe Winans,None,Q538696,OpenTapioca
Tommy Mottola,None,Q548921,OpenTapioca
Columbia Records,None,Q183387,OpenTapioca
Así,None,Q48,OpenTapioca
esposa,None,Q20859630,OpenTapioca
Nick Lachey,None,Q356109,OpenTapioca
Jessica Simpson,None,Q168992,OpenTapioca
Take,None,Q43,OpenTapioca
Away,None,Q782,OpenTapioca
Australia,None,Q408,OpenTapioca
Etapa,None,Q21437282,OpenTapioca
Irlanda,19876,Q27,Wikipedia
George W. Bush,1874,Q207,Wikipedia
Texas,19235,Q1439,Wikipedia
Lachey,None,Q356109,OpenTapioca
institución,None,Q70301091,OpenTapioca
África,None,Q15,OpenTapioca
Simpson,None,Q168992,OpenTapioca
Tony Romo,None,Q14027,OpenTapioca
director,None,Q2526255,OpenTapioca
papá,None,Q19546,OpenTapioca
Pizza Hut,None,Q191615,OpenTapioca
Jéssica Simpson,None,Q168992,OpenTapioca
G # 6,None,Q37143,OpenTapioca
F6,None,Q18589590,OpenTapioca
Star Banner,None,Q7600510,OpenTapioca
América,None,Q30,OpenTapioca
George W. Bush,None,Q207,OpenTapioca
America,None,Q30,OpenTapioca
mando,None,Q2008856,OpenTapioca
Bush,None,Q207,OpenTapioca
Andrew Lloyd Weber,None,Q180975,OpenTapioca
Jesucristo,None,Q302,OpenTapioca
Andy Roddick,None,Q54584,OpenTapioca
Perú,None,Q419,OpenTapioca
Ollanta Humala,None,Q57254,OpenTapioca
América del Sur,None,Q18,OpenTapioca
Antártica,None,Q51,OpenTapioca
Provincia Constitucional del Callao,None,Q2634400,OpenTapioca
Lima,None,Q579240,OpenTapioca
El Perú,None,Q15678,OpenTapioca
inca,None,Q28573,OpenTapioca
La moneda,None,Q1146881,OpenTapioca
Sol,None,Q8684,OpenTapioca
Evangélicos,None,Q23540,OpenTapioca
América Latina,None,Q18,OpenTapioca
selva,None,Q191086,OpenTapioca
populares,None,Q185088,OpenTapioca
Olimar,None,Q1785999,OpenTapioca
Rocha,None,Q16582,OpenTapioca
Bolivia,None,Q750,OpenTapioca
jefe,None,Q922837,OpenTapioca
gabinete,None,Q6866562,OpenTapioca
Cundinamarca,2680,Q232564,Wikipedia
Atenas,20044,Q1524,Wikipedia
Siglo XXI,None,Q6128174,OpenTapioca
Bogotá,None,Q2841,OpenTapioca
Santa Fe,None,Q44823,OpenTapioca
San Cristóbal,None,Q645679,OpenTapioca
Úsme,None,Q2648000,OpenTapioca
Tunjuelito,None,Q2649137,OpenTapioca
Bosa,None,Q385538,OpenTapioca
Kennedy,None,Q9696,OpenTapioca
Fontibón,None,Q2647991,OpenTapioca
Engativa,None,Q2647767,OpenTapioca
Suba,None,Q2647948,OpenTapioca
Barrios Unidos,None,Q2647983,OpenTapioca
Teusaquillo,None,Q2647955,OpenTapioca
Antonio Nariño,None,Q2647997,OpenTapioca
Puente Aranda,None,Q2648016,OpenTapioca
Ciudad Bolivar,None,Q214173,OpenTapioca
La Solidaridad,4683,Q3549869,Wikipedia
campaña,None,Q245649,OpenTapioca
San José,None,Q3070,OpenTapioca
Moro,None,Q171834,OpenTapioca
República de Zamboanga,19053,Q3496573,Wikipedia
japonesas,None,Q58893412,OpenTapioca
Peninsula de Zamboanga,None,Q13682,OpenTapioca
Zamboanga del Norte,18664,Q13899,Wikipedia
Zamboanga del Sur,18665,Q13900,Wikipedia
Pekín,4394,Q956,Wikipedia
Tokio,20060,Q1490,Wikipedia
1954,21744,Q18581,Wikipedia
1984,21721,Q2432,Wikipedia
Ferdinand Marcos,18743,Q1463,Wikipedia
Universidad de Santo Tomas,24416,Q6156681,Wikipedia
Zamboanga City,None,Q1629,OpenTapioca
1955,21743,Q18577,Wikipedia
Diosdado Macapagal,1647,Q312539,Wikipedia
political party,None,Q7278,OpenTapioca
"Benigno Aquino, Jr.",5,Q222805,Wikipedia
Laguna de Bay,3316,Q47136,Wikipedia
Metro Manila,62,Q13580,Wikipedia
Rizal,1962,Q13874,Wikipedia
Binangonan,18184,Q106783,Wikipedia
Cardona,18186,Q106796,Wikipedia
Bay,17728,Q63763,Wikipedia
Leyte,18660,Q13844,Wikipedia
Samar,18662,Q13876,Wikipedia
barangay,None,Q61878,OpenTapioca
filipino,1592,Q721626,Wikipedia
Transilvania,None,Q39473,OpenTapioca
Mägo de Oz,None,Q849822,OpenTapioca
Txus,None,Q3542634,OpenTapioca
Mago de Oz,None,Q849822,OpenTapioca
Fernando Ponce de León,None,Q5860077,OpenTapioca
Txus di Fellatio,None,Q3542634,OpenTapioca
Mägo de Oz,3320,Q849822,Wikipedia
Trinidad,17253,Q405749,Wikipedia
italia,5506,Q38,Wikipedia
San Juan Bautista,21938,Q530895,Wikipedia
Baviera,18469,Q980,Wikipedia
Nueva Zelanda,20015,Q664,Wikipedia
Campora San Giovanni,None,Q37672,OpenTapioca
San Giovanni,None,Q3947233,OpenTapioca
San Juan Bautista,None,Q40662,OpenTapioca
Nocera Terinese,None,Q53659,OpenTapioca
San Juan,None,Q41211,OpenTapioca
Iglesia de Santa Filomena,None,Q6063579,OpenTapioca
representación,None,Q2145286,OpenTapioca
Estos,None,Q195526,OpenTapioca
Han,None,Q7209,OpenTapioca
Confucius,None,Q4604,OpenTapioca
"el ""mundo",None,Q2,OpenTapioca
Cataluña,21534,Q5705,Wikipedia
Huaylarsh,None,Q5731534,OpenTapioca
comparsa,None,Q3685058,OpenTapioca
Valle del Mantaro,None,Q5731534,OpenTapioca
santiago,None,Q2887,OpenTapioca
Huancán,None,Q5642384,OpenTapioca
Huancayo,None,Q1777621,OpenTapioca
Enlace,None,Q27718573,OpenTapioca
Georgia,21145,Q230,Wikipedia
Egipto(año,None,Q79,OpenTapioca
Egipto,21065,Q79,Wikipedia
Hong Kong,21330,Q8646,Wikipedia
Legazpi,18540,Q1696,Wikipedia
Luzon,2624,Q125384,Wikipedia
Albay,18642,Q13726,Wikipedia
Vulcan,None,Q8072,OpenTapioca
volcan,None,Q8072,OpenTapioca
Papua Nueva Guinea,20132,Q691,Wikipedia
Cebu,18655,Q13786,Wikipedia
Magellan,None,Q1496,OpenTapioca
Suez,None,Q899,OpenTapioca
1972,8069,Q2476,Wikipedia
1983,8072,Q2434,Wikipedia
Filipino,None,Q928,OpenTapioca
Europa,None,Q458,OpenTapioca
Barcelona,None,Q1492,OpenTapioca
Graciano Lopez Jaena,None,Q3550192,OpenTapioca
100,21510,Q23879,Wikipedia
Siasi,18317,Q156263,Wikipedia
Huế,None,Q36399,OpenTapioca
Vietnam,None,Q881,OpenTapioca
part,None,Q7278,OpenTapioca
Đồng Hới,3193,Q1877,Wikipedia
2008,21750,Q2004,Wikipedia
maria,None,Q434595,OpenTapioca
Italia,5506,Q38,Wikipedia
25 de Enero,2551,Q2279,Wikipedia
Roma,7107,Q220,Wikipedia
general,None,Q285985,OpenTapioca
uno,None,Q17222700,OpenTapioca
arte marcial,63,Q11417,Wikipedia
México,None,Q96,OpenTapioca
Paz,None,Q46739,OpenTapioca
la Independencia,None,Q3911306,OpenTapioca
Leyes de Reforma,None,Q20227553,OpenTapioca
Octavio Paz,None,Q46739,OpenTapioca
Héctor Aguilar Camín,None,Q2587431,OpenTapioca
la República,None,Q67147092,OpenTapioca
justicia social,None,Q264892,OpenTapioca
Constitución de 1917,None,Q6824546,OpenTapioca
Mexicanos,None,Q82112,OpenTapioca
हिंदी,None,Q847319,OpenTapioca
India,None,Q668,OpenTapioca
Pakistán,None,Q843,OpenTapioca
Fiji,None,Q712,OpenTapioca
Mauritius,None,Q1027,OpenTapioca
Suriname,None,Q730,OpenTapioca
Gobierno de India,None,Q2767140,OpenTapioca
Unión,None,Q458,OpenTapioca
Mumbai,None,Q1156,OpenTapioca
hindi,7172,Q1568,Wikipedia
urdu,21606,Q1617,Wikipedia
Leontiev,None,Q32927,OpenTapioca
1959,8067,Q5302,Wikipedia
22 de Febrero,2625,Q2351,Wikipedia
25 de Febrero,2628,Q2356,Wikipedia
27 de Octubre,7384,Q2956,Wikipedia
Mucho,None,Q21091900,OpenTapioca
Vicio,None,Q3838310,OpenTapioca
"Ciudad de Zamboanga)""<br/",None,Q1629,OpenTapioca
Agustin,None,Q8018,OpenTapioca
Israel,21075,Q801,Wikipedia
Nueva York,None,Q60,OpenTapioca
Virgen del Pilar,None,Q23902377,OpenTapioca
S.J.,None,Q36380,OpenTapioca
Church of the Epiphany,None,Q27578856,OpenTapioca
New York City,None,Q60,OpenTapioca
Zaragoza,None,Q10305,OpenTapioca
